gene_name,TCGA-02-2485-01,TCGA-06-0125-01,TCGA-06-0129-01,TCGA-06-0130-01,TCGA-06-0190-01,TCGA-06-0238-01,TCGA-06-0644-01,TCGA-06-0878-01,TCGA-06-0882-01,TCGA-06-1804-01,TCGA-06-2557-01,TCGA-06-2558-01,TCGA-06-2559-01,TCGA-06-2562-01,TCGA-06-2563-01,TCGA-06-2564-01,TCGA-06-2565-01,TCGA-06-2567-01,TCGA-06-2570-01,TCGA-06-5408-01,TCGA-06-5410-01,TCGA-06-5411-01,TCGA-06-5412-01,TCGA-06-5413-01,TCGA-06-5414-01,TCGA-06-5415-01,TCGA-06-5416-01,TCGA-06-5417-01,TCGA-06-5418-01,TCGA-06-5856-01,TCGA-06-5858-01,TCGA-06-5859-01,TCGA-08-0386-01,TCGA-12-1597-01,TCGA-12-3652-01,TCGA-12-3653-01,TCGA-12-5295-01,TCGA-14-0871-01,TCGA-14-1823-01,TCGA-16-0846-01,TCGA-19-1390-01,TCGA-19-2619-01,TCGA-19-2620-01,TCGA-19-4065-01,TCGA-19-5960-01,TCGA-26-1442-01,TCGA-26-5132-01,TCGA-26-5133-01,TCGA-26-5134-01,TCGA-27-1830-01,TCGA-27-1831-01,TCGA-27-1832-01,TCGA-27-1834-01,TCGA-28-1747-01,TCGA-28-5208-01,TCGA-32-1970-01,TCGA-32-1982-01,TCGA-32-5222-01,TCGA-41-3915-01,TCGA-41-4097-01,TCGA-41-5651-01,TCGA-76-4926-01,TCGA-76-4927-01,TCGA-76-4928-01,TCGA-76-4929-01,TCGA-76-4931-01,TCGA-76-4932-01
MMP3,-3.816,-6.5064,-5.5735,-2.0529,-1.0862,-4.2934,-1.5522,-2.2447,-4.2934,-3.816,-9.9658,-4.035,-5.0116,-3.6259,-5.5735,-5.5735,-0.3201,-6.5064,-4.6082,-0.9686,0.1648,-1.685,1.1833,-4.035,-4.035,-9.9658,-1.7809,-9.9658,-5.0116,-2.9324,-4.2934,-5.5735,-1.5951,-3.1714,-0.6643,-5.5735,-9.9658,-2.7274,-2.7274,-5.5735,-9.9658,-5.5735,-0.7834,-2.6349,-4.2934,-2.6349,-6.5064,-0.1031,-9.9658,4.7093,-5.5735,1.9264,0.7832,-0.6873,0.0158,-2.4659,-2.4659,-6.5064,-3.816,-2.2447,-1.5522,-2.7274,-0.9406,-1.5522,-0.7346,-2.6349,-2.5479
MMP7,-3.458,-0.394,-1.3548,3.034,5.5261,2.8858,2.5487,3.1908,-0.0877,-0.6873,-2.6349,-0.2159,0.688,4.2465,-1.7322,-0.2328,-1.1488,0.679,-1.2828,0.2029,3.1908,7.1687,-0.2328,0.6332,4.4634,-3.6259,3.0961,-3.3076,1.3283,1.4547,0.3231,-0.0574,-1.8836,-0.4521,-2.4659,-2.8262,-0.394,-0.2328,0.5271,-1.0559,-1.1811,2.2175,2.6043,3.1556,-1.9379,-2.2447,3.3869,-2.3884,-4.2934,1.7489,0.099,1.5514,-0.4521,-2.6349,2.753,-3.816,-2.7274,1.8996,2.2175,2.7183,-0.1187,-0.2671,1.9749,0.6425,1.6466,-1.9379,-0.9686
MMP9,3.2096,3.9166,-2.6349,5.4189,6.5827,1.9638,5.5395,6.796,2.5828,2.6161,2.8974,4.6815,5.0343,5.0081,3.9374,0.7748,3.091,3.2002,4.9232,2.0111,4.6832,1.7403,4.8753,3.981,5.0032,4.4417,5.251,0.6608,3.7443,2.2421,4.8136,-2.0529,2.7721,2.5163,2.7205,0.5568,3.2841,1.3679,3.7464,-2.3147,1.1184,3.5224,0.8488,3.9874,-2.7274,-1.5105,4.0287,1.2455,4.6312,5.7549,2.609,1.5013,-1.6394,-1.5105,3.0723,-0.013,1.5013,2.7183,4.506,3.97,4.2548,1.4335,3.4102,2.7117,3.6497,4.7523,2.2842
MOB1A,4.1595,4.5154,5.0947,5.4519,4.7329,4.1539,5.0922,4.9833,4.7924,4.9454,4.6583,4.597,4.4277,4.748,4.4751,4.8915,4.3834,5.1102,4.433,4.5361,5.3695,4.1094,4.8724,4.8802,4.5199,4.468,4.245,4.251,4.9892,4.2877,4.6029,4.8375,4.7383,3.5899,4.0892,4.6177,4.6445,5.0743,5.3342,4.6165,3.6451,3.992,4.2204,5.3886,4.7751,3.9431,4.7661,4.3896,3.2267,4.706,5.1461,5.2544,4.9814,4.565,4.6854,4.0366,4.6101,4.7198,4.7253,4.5934,3.5815,4.7263,4.443,4.5148,4.7038,4.085,4.3449
MOB1B,1.7273,3.0323,3.0056,2.6805,2.3508,1.8996,1.9264,2.7336,2.9338,2.6962,2.4571,2.4753,2.7763,2.3649,2.4117,3.0463,2.971,1.9786,2.4386,2.4332,1.9638,2.0183,1.7744,2.5972,2.5263,2.578,2.4857,2.9562,2.6114,2.3366,2.6533,2.7249,2.1047,0.9038,0.9268,1.9786,2.05,2.0325,1.7995,2.1114,2.9857,2.6278,2.1213,2.2299,2.9281,1.8078,1.7954,2.4492,2.2693,2.5363,1.1447,2.496,3.287,2.0004,2.6255,2.2723,1.6045,2.362,2.4412,2.7183,2.0465,2.5924,2.2543,2.0979,3.2251,2.5163,2.2299
MOSMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPL,-4.035,-4.6082,-4.6082,-4.6082,-3.458,-6.5064,-4.2934,-3.6259,-3.3076,-3.1714,-4.035,-3.1714,-9.9658,-5.5735,-4.2934,-6.5064,-3.3076,-2.4659,-5.5735,-6.5064,-5.0116,-3.0469,-4.6082,-4.6082,-5.0116,-4.035,-3.816,-9.9658,-6.5064,-4.6082,-4.6082,-4.2934,-3.816,-5.0116,-4.6082,-3.3076,-4.6082,-9.9658,-9.9658,-4.2934,-4.6082,-6.5064,-3.0469,-4.6082,-2.114,-6.5064,-4.6082,-9.9658,-4.035,-2.9324,-9.9658,-6.5064,-1.9942,-3.816,-5.5735,-3.0469,-9.9658,-4.035,-2.8262,-2.7274,-5.0116,-2.5479,-4.035,-4.6082,-1.2828,-4.035,-6.5064
MRAS,5.6361,5.5753,4.8714,4.2335,4.8689,4.7291,4.9878,5.0867,4.9796,6.4757,5.3263,5.3906,5.054,5.5741,5.4486,5.3653,5.2638,5.5463,5.2552,4.8856,4.7725,6.1835,5.4568,5.618,5.7843,5.0501,4.5398,5.0308,5.3227,5.8721,4.182,5.9055,5.441,4.2095,4.6508,5.6224,5.6062,3.907,4.3972,4.7138,4.6095,5.4223,6.2644,5.4077,5.1571,5.4864,5.3122,4.5838,4.2041,5.0273,4.7635,4.2965,5.323,5.1847,5.1664,5.6401,5.2227,5.1186,4.8851,6.0845,4.7608,5.1486,5.0005,4.6966,4.8156,5.4175,5.1922
MS4A2,-9.9658,-5.0116,-9.9658,-9.9658,-3.816,-3.6259,-2.7274,-9.9658,-6.5064,-9.9658,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-2.3884,-5.5735,-4.6082,-9.9658,-5.0116,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-9.9658,-3.3076,-4.2934,-6.5064,-9.9658,-9.9658,-4.6082,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-4.6082,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MST1,1.7828,3.6872,4.4582,2.6418,3.2496,1.6649,1.2085,2.7889,3.6972,5.327,4.3328,2.7721,3.0602,4.0627,3.6623,4.0392,4.3039,4.5104,3.1491,2.7805,1.642,1.614,2.4412,1.3225,1.6045,3.2328,1.674,2.8582,4.1732,3.1588,2.2813,1.6466,3.1797,1.6695,3.0671,2.6647,-1.4699,4.3765,0.8568,1.2696,4.3492,3.7006,3.7857,2.9488,3.417,4.3484,4.63,2.3048,2.3508,3.8401,2.6019,4.7491,4.0118,3.5584,1.7097,4.6277,3.7313,1.4756,3.4894,4.4324,2.2783,3.1195,1.8996,2.4198,4.4503,4.4932,2.5996
MST1R,-0.6873,-1.7809,0.6969,-0.8599,-1.1488,-0.4921,-3.1714,-1.7809,-2.1779,-0.6643,-1.3921,-0.8863,-1.7809,-1.2142,-1.3921,-1.0559,-1.9379,-0.8084,0.1903,-1.1488,-0.7834,-0.2671,-4.035,-1.5522,-4.6082,-1.3921,-3.1714,0.537,-1.5951,-1.2481,-1.2142,-2.6349,-1.0862,-3.6259,-2.3884,-1.9379,-4.2934,-0.9686,-3.1714,2.4252,-0.1031,-2.2447,-2.0529,-0.9406,-0.8084,-0.1345,-2.2447,-1.6394,-2.3147,-0.5756,-6.5064,-0.5973,-0.9132,-1.9379,-3.3076,-0.5543,0.537,-5.0116,-2.2447,0.24,-1.5105,-0.7834,-4.6082,-1.8836,-2.5479,-1.685,-3.1714
MTCP1,3.8391,4.0627,4.3162,5.0045,4.5154,4.8197,4.6041,4.5559,4.2847,4.3198,4.2601,4.4855,3.7825,4.0884,4.1384,4.0073,3.7825,4.4951,3.5742,4.5136,4.511,4.7285,4.7426,4.9472,4.7093,4.2899,4.2906,5.1198,4.466,4.591,5.428,4.8655,4.6,4.0858,5.2087,4.3723,5.585,4.3002,5.9451,4.4628,3.6451,4.1203,4.6543,5.6823,3.83,5.3473,4.7242,4.1433,3.7961,4.5748,6.0018,5.6955,4.6462,4.166,4.3965,4.3249,4.6023,5.0558,4.7945,4.0773,3.7127,4.8895,4.5547,4.5898,4.7027,4.1684,4.6753
MTOR,4.2556,4.4673,4.5626,3.9728,3.7335,3.5694,3.6543,3.7421,3.8905,4.837,4.5236,3.907,4.0037,3.8915,4.1161,4.1539,3.3842,4.6393,4.2266,3.9561,3.1556,3.3148,3.2541,3.4648,3.8808,3.0463,3.8719,4.3082,3.3883,4.3702,4.2266,3.4984,4.073,2.8219,2.876,4.2088,3.8954,4.425,3.3549,4.0454,4.1392,4.0109,3.0217,3.8511,4.3206,4.3119,4.1277,4.4926,3.5523,4.085,2.7029,3.4933,4.162,4.3191,3.5596,4.6381,3.8075,2.77,3.6335,3.9365,4.1579,3.9561,3.8551,3.6417,4.0251,4.4142,4.178
MUC5AC,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MUC5B,-9.9658,-5.5735,-5.5735,-3.458,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-3.3076,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-6.5064,-6.5064,-5.5735,-6.5064,-9.9658,-5.5735,-2.4659,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-3.3076,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658
MYB,-0.0574,-1.5105,1.8404,-1.3548,-1.5951,0.6425,-1.3183,-2.1779,-3.6259,-3.458,-2.0529,-0.5543,0.1648,-2.2447,-2.9324,-1.4699,-2.2447,-0.6193,0.1257,-0.8863,-2.3147,-1.0559,-2.5479,-0.8339,-3.6259,-2.3147,-0.1187,-0.8599,-3.3076,-1.4699,-1.2828,-1.9379,-0.4325,-1.5951,-3.458,-1.9942,-3.816,-0.8084,-4.6082,-0.2845,0.5955,-1.8836,-3.458,-1.5951,0.0014,-3.458,-1.3548,-0.5125,-0.4325,-0.5973,-4.035,-0.5125,-2.114,-1.685,-1.3183,-0.8863,-3.6259,-2.3884,-0.4325,-2.5479,1.1577,-2.4659,-1.6394,-2.5479,-0.9132,-1.4699,-2.1779
MYC,4.8817,5.0286,4.9514,4.9973,6.0054,4.9787,4.656,4.1875,3.8964,1.7053,3.3731,4.7877,4.2847,5.2285,4.8289,3.2389,4.3024,2.8661,5.6691,5.2521,4.4887,3.1112,5.3927,4.0383,4.5299,3.8876,4.4476,4.1261,4.9098,4.7263,3.9515,2.1114,2.909,3.7072,4.0207,3.4504,2.3816,5.9158,2.5731,4.4868,4.6577,4.8555,3.1908,4.1812,3.9403,4.0313,4.0427,6.5584,3.3192,5.6744,3.055,3.0602,3.991,3.6172,4.773,3.741,3.9792,3.5718,4.6854,3.6816,6.6642,3.162,4.796,3.7116,3.2944,4.3534,3.9478
MYD88,4.4054,4.3097,3.6509,4.9969,4.4713,4.2327,4.6944,3.8208,4.3653,4.2381,4.722,4.0127,3.9374,4.1376,4.6159,4.0313,4.2788,4.591,4.3903,4.5922,4.7127,3.4556,4.5994,4.686,4.2586,3.9156,3.9947,1.2815,4.174,3.7919,3.9792,3.7529,4.1579,3.2374,3.6125,4.4686,3.1028,4.8635,3.833,4.7242,3.3047,4.3456,3.7496,4.905,3.0757,2.3871,4.0977,1.196,3.2049,4.3944,3.2766,4.2714,4.6543,4.7709,4.3169,4.1335,3.9892,3.7539,4.2995,4.1724,4.0207,3.8167,4.441,4.3148,4.0242,4.1136,4.0705
MYH6,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-4.2934,-6.5064,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-4.035,-9.9658,-9.9658,-5.5735,-5.0116,-4.6082,-9.9658,-5.5735,-3.816,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.035,-6.5064,-9.9658,-4.6082,-3.816,-9.9658,-6.5064
MYH7,-0.7588,1.4808,1.2636,-5.0116,-0.8339,-0.4521,-1.6394,-0.4719,0.6517,1.9377,-0.9686,1.6234,-0.1828,0.0718,-0.3022,-0.7588,0.3907,0.9268,-0.394,0.1388,-2.8262,-0.1504,0.9038,1.4065,-0.8599,-0.4131,2.167,-0.9971,-0.6643,0.679,1.6964,0.346,1.7185,0.24,-0.0725,-0.0277,-2.7274,-5.5735,-1.0559,0.2277,-0.0277,1.2875,0.24,-0.4131,1.787,1.3397,0.7058,2.3048,-0.6416,1.7185,-3.1714,0.5763,2.1862,-0.2159,1.6234,1.4547,-0.5973,0.9862,0.1648,-0.2498,2.5338,0.7579,0.2522,-1.4699,1.5366,-0.3383,0.5271
MYL2,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-3.816,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MYL3,-1.4699,1.105,-0.6193,-1.5105,0.3573,0.3685,-0.394,-3.0469,1.9377,-1.6394,-0.5332,0.4233,0.3231,-0.0574,-0.1504,-0.4131,0.4233,-0.7588,-0.1828,0.058,0.688,1.9601,0.4552,0.8327,0.1519,0.9568,-1.3183,-0.394,0.1648,0.0014,-0.9132,-0.9686,-0.4921,0.9789,1.3956,-2.4659,-0.1031,0.537,2.6918,0.2029,0.537,0.2762,1.0007,0.9862,-0.5973,0.8164,0.5955,-1.3921,-1.1172,0.2881,1.8957,-1.2828,2.3677,0.346,0.3231,-0.2498,1.3956,0.4761,0.4865,-0.4131,-0.4719,1.2209,0.8327,-0.4719,-0.0277,1.8683,-0.1665
MYL4,-0.9406,-0.5756,-1.6394,-0.5543,-0.4921,-0.7588,-2.2447,-0.7834,-1.3183,-1.9942,-1.8836,0.3231,-2.4659,-0.7346,-1.8314,-2.7274,-1.685,-1.6394,-0.5332,-1.8836,-1.7322,-0.7108,-0.8599,-0.0877,-1.6394,-2.5479,0.1257,-0.8084,-2.2447,-0.5756,0.044,-2.4659,-2.2447,-0.2159,-2.1779,-2.7274,-1.8836,0.7321,-1.4699,-2.3147,-3.1714,-1.5522,-2.5479,-0.0877,-4.2934,-1.685,-1.9379,-1.1811,-2.114,-0.4521,-0.7588,-1.2481,-1.2481,-3.458,-1.1172,-2.4659,-0.1031,-2.0529,-0.6416,-2.3884,-1.0559,-2.114,0.1648,-2.1779,-1.4699,-0.9132,-1.7322
MYL6,10.0236,10.4367,8.9463,10.7591,10.8704,10.854,10.6331,10.2309,9.9189,9.7214,9.7053,10.718,10.7347,10.6226,10.4596,10.3686,10.0537,10.4698,10.4012,10.4698,10.8506,10.8231,11.0086,11.0189,10.7362,10.6008,11.5556,10.1948,11.083,10.148,10.6262,10.0204,10.193,10.94,11.7952,10.3647,11.1471,8.9265,11.855,10.0461,9.0682,9.8328,10.1555,10.9492,8.2409,10.1884,9.7528,10.1216,8.8872,10.1578,12.2516,10.8162,9.6436,10.2982,11.1896,9.6712,11.3625,11.7948,11.0604,10.1687,9.2817,10.2505,10.7953,11.1402,9.8941,10.4469,10.6643
MYL6B,6.9312,6.031,5.7068,6.3674,6.1625,6.0306,6.0043,6.3172,5.8337,6.1725,6.3252,6.8252,6.601,6.1914,6.5351,6.374,6.3935,6.929,6.4096,6.8959,5.6691,7.3784,6.4062,7.0143,6.1637,7.0541,6.3544,5.8309,6.5466,6.4128,6.0451,7.0235,6.1457,7.3329,7.3382,6.7119,7.4911,6.4395,7.2974,6.4443,6.0753,6.2756,6.0166,6.4209,6.0277,6.5452,5.9334,6.8519,5.6775,6.3302,7.107,7.1668,6.4206,6.5857,6.7446,6.4303,6.8347,7.555,6.2538,6.1573,6.0248,6.5993,6.407,6.6714,6.9537,6.8828,6.9205
MYL9,4.3555,5.7772,2.4934,7.5669,7.5558,5.1449,5.9057,6.3951,5.8233,3.5535,4.8238,5.7626,5.3111,6.4917,5.0211,5.5847,4.1571,4.834,5.3646,5.1772,5.6247,5.8118,5.2521,6.5618,5.1177,5.1441,6.568,3.9242,5.1563,5.405,5.9108,3.3478,4.4996,4.9308,5.6306,4.9074,4.079,4.8983,4.2987,4.9065,4.6583,4.9241,5.5242,4.7055,3.4907,4.3492,5.4761,4.637,4.2373,5.1756,5.9844,6.8309,4.0331,3.7378,5.5629,4.9237,6.4525,4.7236,6.9247,6.0972,4.3002,4.7496,6.7334,6.7598,4.9416,4.2181,4.4719
MYLK,3.1876,3.6894,2.2237,5.8684,4.8314,4.2736,3.773,3.9051,3.8749,4.2134,3.8054,4.3889,5.7309,3.5803,2.6984,3.5839,2.59,5.1526,4.0523,1.7828,5.0549,4.7258,3.7324,3.2343,2.1766,2.694,4.717,3.981,5.0828,4.2616,5.5781,1.5563,4.1748,5.3162,1.9377,1.0573,1.674,2.4857,2.2299,3.6983,4.2457,2.6019,5.3317,3.5262,2.2452,6.4306,5.1692,5.7767,3.2374,4.4463,3.1344,4.1523,5.0081,3.1971,3.2944,3.9865,3.9194,4.2855,5.856,5.6679,2.8819,3.0515,4.9189,4.0055,2.8974,2.9692,1.7744
MYLK2,1.2085,0.6608,0.7748,0.058,-0.4921,2.2663,0.0854,0.4552,0.5955,0.4967,0.9191,2.3508,1.3051,1.3956,2.77,0.8082,2.118,0.9862,1.6093,0.6145,1.4808,0.688,2.8542,1.7617,1.0433,1.692,0.7579,1.5216,0.0014,1.3567,0.1776,1.1184,1.6466,0.7233,0.346,1.125,1.4962,-0.8339,-0.2328,0.8647,0.0854,1.6875,0.044,0.4865,0.1519,1.0847,1.7954,0.044,0.2154,0.7579,1.2147,-0.8084,1.0847,0.7058,1.8957,1.6234,2.3077,1.9111,0.5666,0.1388,1.0503,-0.5125,1.3679,0.8647,0.3685,0.8961,0.9789
MYLK3,-3.1714,-5.0116,-1.685,-3.816,-5.0116,-4.2934,-4.6082,-3.3076,-3.3076,-2.8262,-3.3076,-2.114,-4.035,-5.5735,-4.6082,-4.2934,-3.0469,-1.685,-3.1714,-4.2934,-4.2934,-1.7809,-4.035,-2.2447,-4.035,-1.5105,-2.7274,-1.8314,-4.2934,-3.3076,-2.2447,-2.1779,-2.8262,-4.6082,-3.816,-1.9942,-5.5735,-9.9658,-4.6082,-3.458,-4.035,-3.0469,-4.2934,-3.3076,-4.2934,-2.7274,-4.6082,-4.2934,-3.0469,-4.2934,-3.816,-0.7588,0.058,-4.6082,-5.0116,-1.5105,-2.4659,-3.3076,-2.9324,-1.9379,-5.0116,-0.9971,-3.458,-3.458,0.8961,-3.1714,-4.2934
MYLK4,-3.0469,-1.7322,-0.7834,-2.3884,-1.4305,-2.3884,-2.0529,-0.9132,-0.9971,-0.4325,-2.1779,-2.114,-3.0469,-1.3921,-1.8314,-1.8314,-0.1504,-2.0529,-1.685,-1.6394,-2.9324,-1.2481,-1.4699,-1.9379,-1.9942,-1.9379,-1.8836,-2.7274,-3.458,-2.114,-2.3147,-0.7588,-1.1172,-4.035,-2.9324,-2.1779,-3.6259,0.4016,-2.7274,-1.9379,-2.0529,-2.4659,-1.8836,-2.0529,-1.8836,-2.0529,-2.114,-1.7809,-1.3548,-0.9686,-3.458,-2.5479,-1.7809,-1.8836,-1.4699,-1.0862,-1.5105,-2.7274,-2.1779,-2.3884,-1.7322,-1.9379,-1.3921,-2.3147,-0.5125,-2.2447,-2.4659
NAIP,2.7657,3.2065,4.3456,4.981,3.4817,3.2267,2.1147,3.0637,3.3307,3.4881,3.906,3.1426,3.7072,3.4183,2.945,3.1523,3.8551,3.3549,4.5249,2.7972,4.6566,2.7805,3.3925,2.6325,3.2189,2.9692,2.0004,2.8199,3.0376,3.4129,2.651,3.0252,2.233,2.9747,1.5266,1.5013,1.6327,1.2934,4.1962,2.9984,3.9232,1.9264,2.6232,3.6849,3.0056,3.1781,2.4544,2.0742,2.9507,3.7248,3.2127,3.9459,2.9128,3.2466,2.9488,2.7487,3.7269,2.2144,3.3119,2.93,2.376,2.6918,2.727,2.0946,2.9262,3.7193,2.6302
NAMPT,6.9079,6.6065,4.562,5.5949,7.4496,4.8125,6.9957,9.4685,6.6104,4.9575,4.6277,5.5611,7.6597,7.337,6.2441,8.5405,6.0144,7.6555,4.9663,9.0331,8.795,5.9404,8.5612,6.5934,9.2438,5.7976,4.7704,5.1285,9.552,6.6371,6.5133,6.8591,6.5151,4.0506,5.5862,4.6588,5.447,4.3555,8.9711,5.1152,4.6764,7.4733,6.672,7.1615,4.7544,4.7231,8.0545,6.0905,4.1203,7.467,8.0807,7.6376,6.3841,6.0881,6.7564,5.4851,6.6841,5.8592,6.7407,5.7735,5.3045,5.7819,7.141,6.6654,5.81,6.4684,6.3586
NANOG,-5.5735,-3.816,-5.0116,-5.0116,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-4.2934,-4.2934,-9.9658,-9.9658,-5.5735,-6.5064,-4.035,-4.2934,-6.5064,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-3.3076,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-6.5064,-6.5064,-9.9658,-6.5064,-3.3076,-4.2934,-3.1714,-2.9324,-5.0116,-6.5064,-3.816,-4.035,-5.0116,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.035,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658
NANOGP8,-6.5064,-2.3884,-3.458,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.2934,-1.7809,-2.7274,-9.9658,-3.458,-9.9658,-9.9658,-3.0469,-1.9379,-3.816,-4.035,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-5.0116,-9.9658,-3.6259,-3.816,-3.3076,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-2.8262,-4.2934,-9.9658,-5.0116,-9.9658,-2.5479,-3.816,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-2.8262,-9.9658,-4.2934,-3.458,-9.9658,-5.0116,-5.0116,-3.1714
NBL1,4.2165,3.1278,5.0449,6.9661,4.3449,4.6095,6.5351,3.5959,4.7825,4.6059,5.3324,4.641,4.1883,4.2465,3.6066,3.4583,4.061,4.7274,5.5898,4.0287,5.446,5.4976,4.2312,5.3284,4.2465,4.4739,5.4373,2.9655,4.3111,3.9403,4.1285,2.1047,4.1883,5.1144,3.832,1.6875,5.2169,3.3897,4.8778,4.7629,4.9764,4.9878,4.8881,4.7027,3.1604,5.2126,4.085,3.9185,3.9737,5.0786,2.7993,4.9869,4.4874,4.3017,3.8279,4.3513,4.2419,2.4279,6.1243,5.9964,4.4621,4.0841,4.7976,5.7066,4.4496,4.0841,2.7508
NCF1,1.9415,1.7702,3.835,5.0113,3.6849,2.8681,2.2842,3.3293,3.4648,3.1409,3.7625,2.0673,2.4649,2.9655,2.6138,2.5948,2.0707,4.0497,3.8249,2.6895,4.4848,2.5388,3.7688,2.2421,3.3633,2.2633,-0.2159,-0.5125,3.4609,2.7679,2.8681,2.0673,2.1313,2.6043,0.5955,3.4451,1.934,-0.1993,3.3293,3.8571,2.5876,1.8282,2.4171,3.7182,0.5568,2.1047,2.3308,1.0573,2.05,2.8994,1.8604,3.0217,3.5523,3.705,2.6208,2.2268,3.5473,2.945,2.8701,3.832,0.7999,2.0325,3.245,2.4492,3.0671,2.2513,3.0234
