Gene_num,Gene_name,NodeType
1400,PAK5-Geno,Gene-Geno
1401,PAK6-Geno,Gene-Geno
1402,PALS1-Geno,Gene-Geno
1403,PARD3-Geno,Gene-Geno
1404,PARD6A-Geno,Gene-Geno
1405,PARD6B-Geno,Gene-Geno
1406,PARD6G-Geno,Gene-Geno
1407,PATJ-Geno,Gene-Geno
1408,PCK1-Geno,Gene-Geno
1409,PCK2-Geno,Gene-Geno
1410,PDCD1-Geno,Gene-Geno
1411,PDE10A-Geno,Gene-Geno
1412,PDE1A-Geno,Gene-Geno
1413,PDE1B-Geno,Gene-Geno
1414,PDE1C-Geno,Gene-Geno
1415,PDE3A-Geno,Gene-Geno
1416,PDE3B-Geno,Gene-Geno
1417,PDE4A-Geno,Gene-Geno
1418,PDE4B-Geno,Gene-Geno
1419,PDE4C-Geno,Gene-Geno
1420,PDE4D-Geno,Gene-Geno
1421,PDGFA-Geno,Gene-Geno
1422,PDGFB-Geno,Gene-Geno
1423,PDGFC-Geno,Gene-Geno
1424,PDGFD-Geno,Gene-Geno
1425,PDGFRA-Geno,Gene-Geno
1426,PDGFRB-Geno,Gene-Geno
1427,PDHA1-Geno,Gene-Geno
1428,PDHA2-Geno,Gene-Geno
1429,PDHB-Geno,Gene-Geno
1430,PDK1-Geno,Gene-Geno
1431,PDPK1-Geno,Gene-Geno
1432,PERP-Geno,Gene-Geno
1433,PF4-Geno,Gene-Geno
1434,PF4V1-Geno,Gene-Geno
1435,PFKFB1-Geno,Gene-Geno
1436,PFKFB2-Geno,Gene-Geno
1437,PFKFB3-Geno,Gene-Geno
1438,PFKFB4-Geno,Gene-Geno
1439,PFKL-Geno,Gene-Geno
1440,PFKM-Geno,Gene-Geno
1441,PFKP-Geno,Gene-Geno
1442,PFN1-Geno,Gene-Geno
1443,PFN2-Geno,Gene-Geno
1444,PFN3-Geno,Gene-Geno
1445,PFN4-Geno,Gene-Geno
1446,PGAM5-Geno,Gene-Geno
1447,PGF-Geno,Gene-Geno
1448,PGK1-Geno,Gene-Geno
1449,PGK2-Geno,Gene-Geno
1450,PGR-Geno,Gene-Geno
1451,PHKA1-Geno,Gene-Geno
1452,PHKA2-Geno,Gene-Geno
1453,PHKB-Geno,Gene-Geno
1454,PHKG1-Geno,Gene-Geno
1455,PHKG2-Geno,Gene-Geno
1456,PHLPP1-Geno,Gene-Geno
1457,PHLPP2-Geno,Gene-Geno
1458,PIAS1-Geno,Gene-Geno
1459,PIAS2-Geno,Gene-Geno
1460,PIAS3-Geno,Gene-Geno
1461,PIAS4-Geno,Gene-Geno
1462,PIDD1-Geno,Gene-Geno
1463,PIK3AP1-Geno,Gene-Geno
1464,PIK3C3-Geno,Gene-Geno
1465,PIK3CA-Geno,Gene-Geno
1466,PIK3CB-Geno,Gene-Geno
1467,PIK3CD-Geno,Gene-Geno
1468,PIK3CG-Geno,Gene-Geno
1469,PIK3R1-Geno,Gene-Geno
1470,PIK3R2-Geno,Gene-Geno
1471,PIK3R3-Geno,Gene-Geno
1472,PIK3R4-Geno,Gene-Geno
1473,PIK3R5-Geno,Gene-Geno
1474,PIK3R6-Geno,Gene-Geno
1475,PIM1-Geno,Gene-Geno
1476,PIN1-Geno,Gene-Geno
1477,PITX2-Geno,Gene-Geno
1478,PKLR-Geno,Gene-Geno
1479,PKM-Geno,Gene-Geno
1480,PKN1-Geno,Gene-Geno
1481,PKN2-Geno,Gene-Geno
1482,PKN3-Geno,Gene-Geno
1483,PLA1A-Geno,Gene-Geno
1484,PLA2G10-Geno,Gene-Geno
1485,PLA2G12A-Geno,Gene-Geno
1486,PLA2G12B-Geno,Gene-Geno
1487,PLA2G1B-Geno,Gene-Geno
1488,PLA2G2A-Geno,Gene-Geno
1489,PLA2G2C-Geno,Gene-Geno
1490,PLA2G2D-Geno,Gene-Geno
1491,PLA2G2E-Geno,Gene-Geno
1492,PLA2G2F-Geno,Gene-Geno
1493,PLA2G3-Geno,Gene-Geno
1494,PLA2G4A-Geno,Gene-Geno
1495,PLA2G4B-Geno,Gene-Geno
1496,PLA2G4C-Geno,Gene-Geno
1497,PLA2G4D-Geno,Gene-Geno
1498,PLA2G4E-Geno,Gene-Geno
1499,PLA2G4F-Geno,Gene-Geno
1500,PLA2G5-Geno,Gene-Geno
1501,PLA2G6-Geno,Gene-Geno
1502,PLAAT3-Geno,Gene-Geno
1503,PLAT-Geno,Gene-Geno
1504,PLAU-Geno,Gene-Geno
1505,PLCB1-Geno,Gene-Geno
1506,PLCB2-Geno,Gene-Geno
1507,PLCB3-Geno,Gene-Geno
1508,PLCB4-Geno,Gene-Geno
1509,PLCD1-Geno,Gene-Geno
1510,PLCD3-Geno,Gene-Geno
1511,PLCD4-Geno,Gene-Geno
1512,PLCE1-Geno,Gene-Geno
1513,PLCG1-Geno,Gene-Geno
1514,PLCG2-Geno,Gene-Geno
1515,PLCZ1-Geno,Gene-Geno
1516,PLD1-Geno,Gene-Geno
1517,PLD2-Geno,Gene-Geno
1518,PLIN1-Geno,Gene-Geno
1519,PLIN2-Geno,Gene-Geno
1520,PLIN4-Geno,Gene-Geno
1521,PLIN5-Geno,Gene-Geno
1522,PLK1-Geno,Gene-Geno
1523,PLK2-Geno,Gene-Geno
1524,PLK3-Geno,Gene-Geno
1525,PLK4-Geno,Gene-Geno
1526,PLN-Geno,Gene-Geno
1527,PLTP-Geno,Gene-Geno
1528,PMAIP1-Geno,Gene-Geno
1529,POMC-Geno,Gene-Geno
1530,PORCN-Geno,Gene-Geno
1531,POU5F1-Geno,Gene-Geno
1532,POU5F1B-Geno,Gene-Geno
1533,PPARA-Geno,Gene-Geno
1534,PPARD-Geno,Gene-Geno
1535,PPARG-Geno,Gene-Geno
1536,PPARGC1A-Geno,Gene-Geno
1537,PPBP-Geno,Gene-Geno
1538,PPIF-Geno,Gene-Geno
1539,PPM1A-Geno,Gene-Geno
1540,PPM1B-Geno,Gene-Geno
1541,PPM1D-Geno,Gene-Geno
1542,PPP1CA-Geno,Gene-Geno
1543,PPP1CB-Geno,Gene-Geno
1544,PPP1CC-Geno,Gene-Geno
1545,PPP1R12A-Geno,Gene-Geno
1546,PPP1R12B-Geno,Gene-Geno
1547,PPP1R12C-Geno,Gene-Geno
1548,PPP1R1B-Geno,Gene-Geno
1549,PPP1R3A-Geno,Gene-Geno
1550,PPP1R3B-Geno,Gene-Geno
1551,PPP1R3C-Geno,Gene-Geno
1552,PPP1R3D-Geno,Gene-Geno
1553,PPP1R3E-Geno,Gene-Geno
1554,PPP1R3F-Geno,Gene-Geno
1555,PPP2CA-Geno,Gene-Geno
1556,PPP2CB-Geno,Gene-Geno
1557,PPP2R1A-Geno,Gene-Geno
1558,PPP2R1B-Geno,Gene-Geno
1559,PPP2R2A-Geno,Gene-Geno
1560,PPP2R2B-Geno,Gene-Geno
1561,PPP2R2C-Geno,Gene-Geno
1562,PPP2R2D-Geno,Gene-Geno
1563,PPP2R3A-Geno,Gene-Geno
1564,PPP2R3B-Geno,Gene-Geno
1565,PPP2R3C-Geno,Gene-Geno
1566,PPP2R5A-Geno,Gene-Geno
1567,PPP2R5B-Geno,Gene-Geno
1568,PPP2R5C-Geno,Gene-Geno
1569,PPP2R5D-Geno,Gene-Geno
1570,PPP2R5E-Geno,Gene-Geno
1571,PPP3CA-Geno,Gene-Geno
1572,PPP3CB-Geno,Gene-Geno
1573,PPP3CC-Geno,Gene-Geno
1574,PPP3R1-Geno,Gene-Geno
1575,PPP3R2-Geno,Gene-Geno
1576,PPP4C-Geno,Gene-Geno
1577,PPP4R3A-Geno,Gene-Geno
1578,PPP4R3B-Geno,Gene-Geno
1579,PPP4R3C-Geno,Gene-Geno
1580,PPP5C-Geno,Gene-Geno
1581,PRDM4-Geno,Gene-Geno
1582,PREX1-Geno,Gene-Geno
1583,PRICKLE1-Geno,Gene-Geno
1584,PRICKLE2-Geno,Gene-Geno
1585,PRICKLE3-Geno,Gene-Geno
1586,PRICKLE4-Geno,Gene-Geno
1587,PRKAA1-Geno,Gene-Geno
1588,PRKAA2-Geno,Gene-Geno
1589,PRKAB1-Geno,Gene-Geno
1590,PRKAB2-Geno,Gene-Geno
1591,PRKACA-Geno,Gene-Geno
1592,PRKACB-Geno,Gene-Geno
1593,PRKACG-Geno,Gene-Geno
1594,PRKAG1-Geno,Gene-Geno
1595,PRKAG2-Geno,Gene-Geno
1596,PRKAG3-Geno,Gene-Geno
1597,PRKAR1A-Geno,Gene-Geno
1598,PRKAR1B-Geno,Gene-Geno
1599,PRKAR2A-Geno,Gene-Geno
1600,PRKAR2B-Geno,Gene-Geno
1601,PRKCA-Geno,Gene-Geno
1602,PRKCB-Geno,Gene-Geno
1603,PRKCD-Geno,Gene-Geno
1604,PRKCE-Geno,Gene-Geno
1605,PRKCG-Geno,Gene-Geno
1606,PRKCI-Geno,Gene-Geno
1607,PRKCQ-Geno,Gene-Geno
1608,PRKCZ-Geno,Gene-Geno
1609,PRKD1-Geno,Gene-Geno
1610,PRKD2-Geno,Gene-Geno
1611,PRKD3-Geno,Gene-Geno
1612,PRKG1-Geno,Gene-Geno
1613,PRKG2-Geno,Gene-Geno
1614,PRL-Geno,Gene-Geno
1615,PRLR-Geno,Gene-Geno
1616,PRMT1-Geno,Gene-Geno
1617,PRR5-Geno,Gene-Geno
1618,PSEN1-Geno,Gene-Geno
1619,PSEN2-Geno,Gene-Geno
1620,PSENEN-Geno,Gene-Geno
1621,PSTPIP1-Geno,Gene-Geno
1622,PTAFR-Geno,Gene-Geno
1623,PTCH1-Geno,Gene-Geno
1624,PTCH2-Geno,Gene-Geno
1625,PTCRA-Geno,Gene-Geno
1626,PTEN-Geno,Gene-Geno
1627,PTGER1-Geno,Gene-Geno
1628,PTGER2-Geno,Gene-Geno
1629,PTGER3-Geno,Gene-Geno
1630,PTGFR-Geno,Gene-Geno
1631,PTGS2-Geno,Gene-Geno
1632,PTK2-Geno,Gene-Geno
1633,PTK2B-Geno,Gene-Geno
1634,PTPN1-Geno,Gene-Geno
1635,PTPN11-Geno,Gene-Geno
1636,PTPN2-Geno,Gene-Geno
1637,PTPN5-Geno,Gene-Geno
1638,PTPN6-Geno,Gene-Geno
1639,PTPN7-Geno,Gene-Geno
1640,PTPRC-Geno,Gene-Geno
1641,PTPRF-Geno,Gene-Geno
1642,PTPRR-Geno,Gene-Geno
1643,PXN-Geno,Gene-Geno
1644,PYCARD-Geno,Gene-Geno
1645,PYDC1-Geno,Gene-Geno
1646,PYDC2-Geno,Gene-Geno
1647,PYDC5-Geno,Gene-Geno
1648,PYGB-Geno,Gene-Geno
1649,PYGL-Geno,Gene-Geno
1650,PYGM-Geno,Gene-Geno
1651,RAB10-Geno,Gene-Geno
1652,RAB11B-Geno,Gene-Geno
1653,RAB14-Geno,Gene-Geno
1654,RAB2A-Geno,Gene-Geno
1655,RAB5A-Geno,Gene-Geno
1656,RAB5B-Geno,Gene-Geno
1657,RAB5C-Geno,Gene-Geno
1658,RAB8A-Geno,Gene-Geno
1659,RAC1-Geno,Gene-Geno
1660,RAC2-Geno,Gene-Geno
1661,RAC3-Geno,Gene-Geno
1662,RAF1-Geno,Gene-Geno
1663,RAG1-Geno,Gene-Geno
1664,RAG2-Geno,Gene-Geno
1665,RALA-Geno,Gene-Geno
1666,RALB-Geno,Gene-Geno
1667,RALBP1-Geno,Gene-Geno
1668,RALGDS-Geno,Gene-Geno
1669,RAP1A-Geno,Gene-Geno
1670,RAP1B-Geno,Gene-Geno
1671,RAP1GAP-Geno,Gene-Geno
1672,RAPGEF1-Geno,Gene-Geno
1673,RAPGEF2-Geno,Gene-Geno
1674,RAPGEF3-Geno,Gene-Geno
1675,RAPGEF4-Geno,Gene-Geno
1676,RAPGEF5-Geno,Gene-Geno
1677,RAPGEF6-Geno,Gene-Geno
1678,RARA-Geno,Gene-Geno
1679,RASA1-Geno,Gene-Geno
1680,RASA2-Geno,Gene-Geno
1681,RASA3-Geno,Gene-Geno
1682,RASA4-Geno,Gene-Geno
1683,RASA4B-Geno,Gene-Geno
1684,RASAL1-Geno,Gene-Geno
1685,RASAL2-Geno,Gene-Geno
1686,RASAL3-Geno,Gene-Geno
1687,RASGRF1-Geno,Gene-Geno
1688,RASGRF2-Geno,Gene-Geno
1689,RASGRP1-Geno,Gene-Geno
1690,RASGRP2-Geno,Gene-Geno
1691,RASGRP3-Geno,Gene-Geno
1692,RASGRP4-Geno,Gene-Geno
1693,RASSF1-Geno,Gene-Geno
1694,RASSF2-Geno,Gene-Geno
1695,RASSF4-Geno,Gene-Geno
1696,RASSF5-Geno,Gene-Geno
1697,RASSF6-Geno,Gene-Geno
1698,RBCK1-Geno,Gene-Geno
1699,RBL1-Geno,Gene-Geno
1700,RBL2-Geno,Gene-Geno
1701,RBPJ-Geno,Gene-Geno
1702,RBPJL-Geno,Gene-Geno
1703,RBX1-Geno,Gene-Geno
1704,RCAN1-Geno,Gene-Geno
1705,RCAN2-Geno,Gene-Geno
1706,RCHY1-Geno,Gene-Geno
1707,REL-Geno,Gene-Geno
1708,RELA-Geno,Gene-Geno
1709,RELB-Geno,Gene-Geno
1710,RELN-Geno,Gene-Geno
1711,RET-Geno,Gene-Geno
1712,RFNG-Geno,Gene-Geno
1713,RGL1-Geno,Gene-Geno
1714,RGL2-Geno,Gene-Geno
1715,RGMA-Geno,Gene-Geno
1716,RGMB-Geno,Gene-Geno
1717,RGS14-Geno,Gene-Geno
1718,RGS2-Geno,Gene-Geno
1719,RHEB-Geno,Gene-Geno
1720,RHOA-Geno,Gene-Geno
1721,RHOQ-Geno,Gene-Geno
1722,RICTOR-Geno,Gene-Geno
1723,RIN1-Geno,Gene-Geno
1724,RIPK1-Geno,Gene-Geno
1725,RIPK2-Geno,Gene-Geno
1726,RIPK3-Geno,Gene-Geno
1727,RLN1-Geno,Gene-Geno
1728,RLN2-Geno,Gene-Geno
1729,RLN3-Geno,Gene-Geno
1730,RNASEL-Geno,Gene-Geno
1731,RNF125-Geno,Gene-Geno
1732,RNF152-Geno,Gene-Geno
1733,RNF31-Geno,Gene-Geno
1734,RNF43-Geno,Gene-Geno
1735,ROCK1-Geno,Gene-Geno
1736,ROCK2-Geno,Gene-Geno
1737,ROR1-Geno,Gene-Geno
1738,ROR2-Geno,Gene-Geno
1739,RPRM-Geno,Gene-Geno
1740,RPS6-Geno,Gene-Geno
1741,RPS6KA1-Geno,Gene-Geno
1742,RPS6KA2-Geno,Gene-Geno
1743,RPS6KA3-Geno,Gene-Geno
1744,RPS6KA4-Geno,Gene-Geno
1745,RPS6KA5-Geno,Gene-Geno
1746,RPS6KA6-Geno,Gene-Geno
1747,RPS6KB1-Geno,Gene-Geno
1748,RPS6KB2-Geno,Gene-Geno
1749,RPTOR-Geno,Gene-Geno
1750,RRAGA-Geno,Gene-Geno
1751,RRAGB-Geno,Gene-Geno
1752,RRAGC-Geno,Gene-Geno
1753,RRAGD-Geno,Gene-Geno
1754,RRAS-Geno,Gene-Geno
1755,RRAS2-Geno,Gene-Geno
1756,RRM2-Geno,Gene-Geno
1757,RRM2B-Geno,Gene-Geno
1758,RSPO1-Geno,Gene-Geno
1759,RSPO2-Geno,Gene-Geno
1760,RSPO3-Geno,Gene-Geno
1761,RSPO4-Geno,Gene-Geno
1762,RUVBL1-Geno,Gene-Geno
1763,RXFP1-Geno,Gene-Geno
1764,RXFP2-Geno,Gene-Geno
1765,RXFP3-Geno,Gene-Geno
1766,RXFP4-Geno,Gene-Geno
1767,RXRA-Geno,Gene-Geno
1768,RXRB-Geno,Gene-Geno
1769,RXRG-Geno,Gene-Geno
1770,RYK-Geno,Gene-Geno
1771,RYR1-Geno,Gene-Geno
1772,RYR2-Geno,Gene-Geno
1773,RYR3-Geno,Gene-Geno
1774,S100A7-Geno,Gene-Geno
1775,S100A7A-Geno,Gene-Geno
1776,S100A8-Geno,Gene-Geno
1777,S100A9-Geno,Gene-Geno
1778,S1PR1-Geno,Gene-Geno
1779,S1PR2-Geno,Gene-Geno
1780,S1PR3-Geno,Gene-Geno
1781,S1PR4-Geno,Gene-Geno
1782,S1PR5-Geno,Gene-Geno
1783,SAV1-Geno,Gene-Geno
1784,SCD-Geno,Gene-Geno
1785,SCD5-Geno,Gene-Geno
1786,SCP2-Geno,Gene-Geno
1787,SCRIB-Geno,Gene-Geno
1788,SEC13-Geno,Gene-Geno
1789,SEH1L-Geno,Gene-Geno
1790,SELE-Geno,Gene-Geno
1791,SENP2-Geno,Gene-Geno
1792,SERPINB5-Geno,Gene-Geno
1793,SERPINE1-Geno,Gene-Geno
1794,SERPINF1-Geno,Gene-Geno
1795,SESN1-Geno,Gene-Geno
1796,SESN2-Geno,Gene-Geno
1797,SESN3-Geno,Gene-Geno
1798,SETD7-Geno,Gene-Geno
1799,SFN-Geno,Gene-Geno
1800,SFRP1-Geno,Gene-Geno
1801,SFRP2-Geno,Gene-Geno
1802,SFRP4-Geno,Gene-Geno
1803,SFRP5-Geno,Gene-Geno
1804,SGK1-Geno,Gene-Geno
1805,SGK2-Geno,Gene-Geno
1806,SGK3-Geno,Gene-Geno
1807,SH2B1-Geno,Gene-Geno
1808,SH2B2-Geno,Gene-Geno
1809,SH2B3-Geno,Gene-Geno
1810,SH2D2A-Geno,Gene-Geno
1811,SHARPIN-Geno,Gene-Geno
1812,SHC1-Geno,Gene-Geno
1813,SHC2-Geno,Gene-Geno
1814,SHC3-Geno,Gene-Geno
1815,SHC4-Geno,Gene-Geno
1816,SHH-Geno,Gene-Geno
1817,SHISA5-Geno,Gene-Geno
1818,SHOC2-Geno,Gene-Geno
1819,SIAH1-Geno,Gene-Geno
1820,SIK1-Geno,Gene-Geno
1821,SIK2-Geno,Gene-Geno
1822,SIKE1-Geno,Gene-Geno
1823,SIN3A-Geno,Gene-Geno
1824,SIPA1-Geno,Gene-Geno
1825,SIPA1L1-Geno,Gene-Geno
1826,SIPA1L2-Geno,Gene-Geno
1827,SIVA1-Geno,Gene-Geno
1828,SKAP1-Geno,Gene-Geno
1829,SKP1-Geno,Gene-Geno
1830,SKP2-Geno,Gene-Geno
1831,SLC25A31-Geno,Gene-Geno
1832,SLC25A4-Geno,Gene-Geno
1833,SLC25A5-Geno,Gene-Geno
1834,SLC25A6-Geno,Gene-Geno
1835,SLC27A1-Geno,Gene-Geno
1836,SLC27A4-Geno,Gene-Geno
1837,SLC2A1-Geno,Gene-Geno
1838,SLC2A2-Geno,Gene-Geno
1839,SLC2A4-Geno,Gene-Geno
1840,SLC38A9-Geno,Gene-Geno
1841,SLC3A2-Geno,Gene-Geno
1842,SLC7A5-Geno,Gene-Geno
1843,SLC8A1-Geno,Gene-Geno
1844,SLC8A2-Geno,Gene-Geno
1845,SLC8A3-Geno,Gene-Geno
1846,SLC9A1-Geno,Gene-Geno
1847,SMAD1-Geno,Gene-Geno
1848,SMAD2-Geno,Gene-Geno
1849,SMAD3-Geno,Gene-Geno
1850,SMAD4-Geno,Gene-Geno
1851,SMAD5-Geno,Gene-Geno
1852,SMAD6-Geno,Gene-Geno
1853,SMAD7-Geno,Gene-Geno
1854,SMAD9-Geno,Gene-Geno
1855,SMO-Geno,Gene-Geno
1856,SMPD2-Geno,Gene-Geno
1857,SMURF1-Geno,Gene-Geno
1858,SMURF2-Geno,Gene-Geno
1859,SNAI2-Geno,Gene-Geno
1860,SNW1-Geno,Gene-Geno
1861,SOCS1-Geno,Gene-Geno
1862,SOCS2-Geno,Gene-Geno
1863,SOCS3-Geno,Gene-Geno
1864,SOCS4-Geno,Gene-Geno
1865,SOCS5-Geno,Gene-Geno
1866,SOCS6-Geno,Gene-Geno
1867,SOCS7-Geno,Gene-Geno
1868,SOD2-Geno,Gene-Geno
1869,SORBS1-Geno,Gene-Geno
1870,SORT1-Geno,Gene-Geno
1871,SOS1-Geno,Gene-Geno
1872,SOS2-Geno,Gene-Geno
1873,SOST-Geno,Gene-Geno
1874,SOX17-Geno,Gene-Geno
1875,SOX2-Geno,Gene-Geno
1876,SOX9-Geno,Gene-Geno
1877,SP1-Geno,Gene-Geno
1878,SPHK1-Geno,Gene-Geno
1879,SPHK2-Geno,Gene-Geno
1880,SPOP-Geno,Gene-Geno
1881,SPOPL-Geno,Gene-Geno
1882,SPP1-Geno,Gene-Geno
1883,SRC-Geno,Gene-Geno
1884,SREBF1-Geno,Gene-Geno
1885,SRF-Geno,Gene-Geno
1886,SRSF1-Geno,Gene-Geno
1887,SST-Geno,Gene-Geno
1888,SSTR1-Geno,Gene-Geno
1889,SSTR2-Geno,Gene-Geno
1890,SSTR5-Geno,Gene-Geno
1891,STAM-Geno,Gene-Geno
1892,STAM2-Geno,Gene-Geno
1893,STAT1-Geno,Gene-Geno
1894,STAT2-Geno,Gene-Geno
1895,STAT3-Geno,Gene-Geno
1896,STAT4-Geno,Gene-Geno
1897,STAT5A-Geno,Gene-Geno
1898,STAT5B-Geno,Gene-Geno
1899,STAT6-Geno,Gene-Geno
1900,STEAP3-Geno,Gene-Geno
1901,STIM1-Geno,Gene-Geno
1902,STIM2-Geno,Gene-Geno
1903,STING1-Geno,Gene-Geno
1904,STK11-Geno,Gene-Geno
1905,STK3-Geno,Gene-Geno
1906,STK4-Geno,Gene-Geno
1907,STMN1-Geno,Gene-Geno
1908,STRADA-Geno,Gene-Geno
1909,STRADB-Geno,Gene-Geno
1910,SUCNR1-Geno,Gene-Geno
1911,SUFU-Geno,Gene-Geno
1912,SUGT1-Geno,Gene-Geno
1913,SYK-Geno,Gene-Geno
1914,SYNGAP1-Geno,Gene-Geno
1915,TAB1-Geno,Gene-Geno
1916,TAB2-Geno,Gene-Geno
1917,TAB3-Geno,Gene-Geno
1918,TACR1-Geno,Gene-Geno
1919,TACR2-Geno,Gene-Geno
1920,TACR3-Geno,Gene-Geno
1921,TANK-Geno,Gene-Geno
1922,TAOK1-Geno,Gene-Geno
1923,TAOK2-Geno,Gene-Geno
1924,TAOK3-Geno,Gene-Geno
1925,TBC1D1-Geno,Gene-Geno
1926,TBC1D4-Geno,Gene-Geno
1927,TBC1D7-Geno,Gene-Geno
1928,TBK1-Geno,Gene-Geno
1929,TBKBP1-Geno,Gene-Geno
1930,TBL1X-Geno,Gene-Geno
1931,TBL1XR1-Geno,Gene-Geno
1932,TBL1Y-Geno,Gene-Geno
1933,TBX3-Geno,Gene-Geno
1934,TBXA2R-Geno,Gene-Geno
1935,TCF3-Geno,Gene-Geno
1936,TCF7-Geno,Gene-Geno
1937,TCF7L1-Geno,Gene-Geno
1938,TCF7L2-Geno,Gene-Geno
1939,TCL1A-Geno,Gene-Geno
1940,TCL1B-Geno,Gene-Geno
1941,TEAD1-Geno,Gene-Geno
1942,TEAD2-Geno,Gene-Geno
1943,TEAD3-Geno,Gene-Geno
1944,TEAD4-Geno,Gene-Geno
1945,TEC-Geno,Gene-Geno
1946,TEK-Geno,Gene-Geno
1947,TELO2-Geno,Gene-Geno
1948,TF-Geno,Gene-Geno
1949,TFAM-Geno,Gene-Geno
1950,TFDP1-Geno,Gene-Geno
1951,TFF1-Geno,Gene-Geno
1952,TFRC-Geno,Gene-Geno
1953,TGFA-Geno,Gene-Geno
1954,TGFB1-Geno,Gene-Geno
1955,TGFB2-Geno,Gene-Geno
1956,TGFB3-Geno,Gene-Geno
1957,TGFBR1-Geno,Gene-Geno
1958,TGFBR2-Geno,Gene-Geno
1959,TGIF1-Geno,Gene-Geno
1960,TGIF2-Geno,Gene-Geno
1961,TH-Geno,Gene-Geno
1962,THBD-Geno,Gene-Geno
1963,THBS1-Geno,Gene-Geno
1964,THBS2-Geno,Gene-Geno
1965,THBS3-Geno,Gene-Geno
1966,THBS4-Geno,Gene-Geno
1967,THEM4-Geno,Gene-Geno
1968,THPO-Geno,Gene-Geno
1969,THRA-Geno,Gene-Geno
1970,THRB-Geno,Gene-Geno
1971,TIAM1-Geno,Gene-Geno
1972,TICAM1-Geno,Gene-Geno
1973,TICAM2-Geno,Gene-Geno
1974,TIMP1-Geno,Gene-Geno
1975,TIRAP-Geno,Gene-Geno
1976,TKFC-Geno,Gene-Geno
1977,TLE1-Geno,Gene-Geno
1978,TLE2-Geno,Gene-Geno
1979,TLE3-Geno,Gene-Geno
1980,TLE4-Geno,Gene-Geno
1981,TLE6-Geno,Gene-Geno
1982,TLE7-Geno,Gene-Geno
1983,TLN1-Geno,Gene-Geno
1984,TLN2-Geno,Gene-Geno
1985,TLR1-Geno,Gene-Geno
1986,TLR2-Geno,Gene-Geno
1987,TLR3-Geno,Gene-Geno
1988,TLR4-Geno,Gene-Geno
1989,TLR5-Geno,Gene-Geno
1990,TLR6-Geno,Gene-Geno
1991,TLR7-Geno,Gene-Geno
1992,TLR8-Geno,Gene-Geno
1993,TLR9-Geno,Gene-Geno
1994,TNC-Geno,Gene-Geno
1995,TNF-Geno,Gene-Geno
1996,TNFAIP3-Geno,Gene-Geno
1997,TNFRSF10A-Geno,Gene-Geno
1998,TNFRSF10B-Geno,Gene-Geno
1999,TNFRSF11A-Geno,Gene-Geno
2000,TNFRSF13C-Geno,Gene-Geno
2001,TNFRSF1A-Geno,Gene-Geno
2002,TNFRSF1B-Geno,Gene-Geno
2003,TNFSF10-Geno,Gene-Geno
2004,TNFSF11-Geno,Gene-Geno
2005,TNFSF13B-Geno,Gene-Geno
2006,TNFSF14-Geno,Gene-Geno
2007,TNN-Geno,Gene-Geno
2008,TNNI3-Geno,Gene-Geno
2009,TNR-Geno,Gene-Geno
2010,TNXB-Geno,Gene-Geno
2011,TOLLIP-Geno,Gene-Geno
2012,TP53-Geno,Gene-Geno
2013,TP53AIP1-Geno,Gene-Geno
2014,TP53BP1-Geno,Gene-Geno
2015,TP53BP2-Geno,Gene-Geno
2016,TP53I3-Geno,Gene-Geno
2017,TP73-Geno,Gene-Geno
2018,TPTEP2-CSNK1E-Geno,Gene-Geno
2019,TRADD-Geno,Gene-Geno
2020,TRAF1-Geno,Gene-Geno
2021,TRAF2-Geno,Gene-Geno
2022,TRAF3-Geno,Gene-Geno
2023,TRAF3IP2-Geno,Gene-Geno
2024,TRAF4-Geno,Gene-Geno
2025,TRAF5-Geno,Gene-Geno
2026,TRAF6-Geno,Gene-Geno
2027,TRDN-Geno,Gene-Geno
2028,TRHR-Geno,Gene-Geno
2029,TRIM25-Geno,Gene-Geno
2030,TRIP10-Geno,Gene-Geno
2031,TRIP6-Geno,Gene-Geno
2032,TRPC6-Geno,Gene-Geno
2033,TSC1-Geno,Gene-Geno
2034,TSC2-Geno,Gene-Geno
2035,TSHB-Geno,Gene-Geno
2036,TSHR-Geno,Gene-Geno
2037,TSLP-Geno,Gene-Geno
2038,TTI1-Geno,Gene-Geno
2039,TXN-Geno,Gene-Geno
2040,TXN2-Geno,Gene-Geno
2041,TXNIP-Geno,Gene-Geno
2042,TYK2-Geno,Gene-Geno
2043,UBC-Geno,Gene-Geno
2044,UCP1-Geno,Gene-Geno
2045,ULK1-Geno,Gene-Geno
2046,ULK2-Geno,Gene-Geno
2047,USP25-Geno,Gene-Geno
2048,USP7-Geno,Gene-Geno
2049,VANGL1-Geno,Gene-Geno
2050,VANGL2-Geno,Gene-Geno
2051,VASP-Geno,Gene-Geno
2052,VAV1-Geno,Gene-Geno
2053,VAV2-Geno,Gene-Geno
2054,VAV3-Geno,Gene-Geno
2055,VCAM1-Geno,Gene-Geno
2056,VDAC1-Geno,Gene-Geno
2057,VDAC2-Geno,Gene-Geno
2058,VDAC3-Geno,Gene-Geno
2059,VEGFA-Geno,Gene-Geno
2060,VEGFB-Geno,Gene-Geno
2061,VEGFC-Geno,Gene-Geno
2062,VEGFD-Geno,Gene-Geno
2063,VHL-Geno,Gene-Geno
2064,VIP-Geno,Gene-Geno
2065,VIPR2-Geno,Gene-Geno
2066,VTN-Geno,Gene-Geno
2067,VWF-Geno,Gene-Geno
