gene_name,TCGA-AF-2690-01,TCGA-AF-6136-01,TCGA-AF-6655-01,TCGA-AF-6672-01,TCGA-AF-A56N-01,TCGA-AG-3591-01,TCGA-AG-3725-01,TCGA-AG-3731-01,TCGA-AG-3742-01,TCGA-AG-4021-01,TCGA-AG-4022-01,TCGA-AH-6544-01,TCGA-AH-6547-01,TCGA-AH-6643-01,TCGA-AH-6644-01,TCGA-AH-6897-01,TCGA-CI-6621-01,TCGA-CL-5918-01,TCGA-DC-4745-01,TCGA-DC-4749-01,TCGA-DC-5337-01,TCGA-DC-5869-01,TCGA-DC-6155-01,TCGA-DC-6157-01,TCGA-DC-6158-01,TCGA-DC-6160-01,TCGA-DC-6681-01,TCGA-DC-6682-01,TCGA-DC-6683-01,TCGA-DT-5265-01,TCGA-DY-A0XA-01,TCGA-DY-A1DC-01,TCGA-DY-A1DD-01,TCGA-DY-A1DF-01,TCGA-DY-A1DG-01,TCGA-DY-A1H8-01,TCGA-EF-5830-01,TCGA-EI-6506-01,TCGA-EI-6507-01,TCGA-EI-6508-01,TCGA-EI-6509-01,TCGA-EI-6510-01,TCGA-EI-6511-01,TCGA-EI-6512-01,TCGA-EI-6513-01,TCGA-EI-6514-01,TCGA-EI-6881-01,TCGA-EI-6882-01,TCGA-EI-6884-01,TCGA-EI-6885-01,TCGA-EI-6917-01,TCGA-F5-6464-01,TCGA-F5-6465-01,TCGA-F5-6571-01,TCGA-F5-6702-01,TCGA-F5-6811-01,TCGA-F5-6812-01,TCGA-F5-6813-01,TCGA-F5-6861-01,TCGA-F5-6863-01,TCGA-F5-6864-01,TCGA-G5-6641-01
MST1R,4.1178,5.7282,5.5928,6.0063,5.9598,5.3961,5.7228,4.3862,5.5435,5.5314,4.9117,5.1065,5.0739,5.7866,5.0601,5.1441,4.6502,5.3338,4.8846,5.1465,4.5211,4.3534,5.3155,5.2947,4.2654,6.0273,5.9607,3.0411,4.86,6.1085,5.4906,5.1942,4.809,5.7934,5.6888,6.5568,4.562,5.658,5.4803,5.3363,4.3513,5.4715,4.14,4.5976,4.4829,4.0782,5.5414,5.9775,5.4393,0.4552,5.2559,4.8161,4.7635,4.4324,4.3342,5.0972,5.0764,4.2358,5.7428,5.2721,4.958,5.3281
MTCP1,4.0867,4.4713,4.2134,4.4216,4.4575,4.2434,4.0171,3.2236,4.0118,3.9166,4.1458,4.844,3.3689,3.3379,3.1844,4.1986,3.6301,5.2032,4.9695,4.0532,4.773,5.1461,4.8881,3.7971,4.1907,3.5742,3.1829,4.8167,4.5784,4.5448,4.5342,4.0584,5.0175,4.4417,5.1056,5.4732,3.7688,2.8219,2.8701,3.0961,3.2002,2.9167,4.435,4.1962,3.9599,4.0601,3.2722,2.9224,3.2343,3.1228,3.3619,3.5374,3.8126,2.5238,4.1636,4.327,3.5086,4.1359,3.8798,3.6136,4.0696,3.87
MTOR,2.753,3.1876,3.5559,3.7432,3.4088,2.8819,3.3003,3.705,3.7496,3.6872,3.1475,3.3379,3.3506,3.1939,2.8158,3.6961,3.1797,3.2722,2.7249,2.6533,1.9188,2.7615,1.884,3.2143,3.9337,3.0602,2.6895,4.1409,3.0092,3.5827,2.6783,3.3393,3.2662,3.0358,3.5851,2.1345,3.2915,3.2481,3.6054,3.4291,3.3017,3.5387,2.6487,3.4958,3.9099,3.1604,3.8531,3.6347,3.6691,3.4344,4.067,3.3619,3.4371,3.3966,3.3828,3.1393,3.47,2.5137,3.9617,3.6277,3.1572,2.6556
MUC5AC,-5.5735,1.5612,-1.3183,4.5442,-2.114,-2.2447,-3.3076,1.8801,-4.6082,-6.5064,-1.2828,-1.4699,5.3785,-4.2934,-3.6259,-4.2934,1.2455,-6.5064,-4.035,-6.5064,-2.3147,-1.9942,0.1257,-0.6873,-1.5522,0.9789,-1.8836,-9.9658,-9.9658,3.2435,-6.5064,-4.6082,-9.9658,-5.0116,-3.816,-5.5735,-4.6082,0.7664,5.6453,-0.5756,-4.6082,1.2756,-6.5064,-1.2481,-5.0116,-5.5735,-0.7834,-3.0469,1.2333,-4.6082,3.4237,-9.9658,0.1388,-6.5064,-0.4921,-1.685,-5.5735,-9.9658,-1.0862,-9.9658,-5.0116,-0.6643
MUC5B,-2.3884,6.7178,3.705,5.2358,6.2311,4.6983,4.4149,4.2781,-9.9658,1.8201,3.5161,5.6005,6.4308,5.6041,1.1512,-3.3076,6.6501,-2.9324,2.7465,1.3735,2.7784,1.4441,1.7995,5.1035,3.7507,5.7931,8.4165,-2.6349,-1.8836,2.6232,-4.2934,6.7805,-2.7274,0.0718,3.8085,-2.9324,2.6533,6.2915,7.0876,4.0567,4.6023,7.868,-0.0877,4.8495,-3.458,-1.685,5.9644,6.3034,6.4206,0.6699,1.7575,3.3787,4.067,2.8681,4.0348,5.149,3.7193,0.6517,6.1855,-0.0574,6.0124,5.8963
MYB,4.5136,5.17,4.9901,5.3165,4.673,4.9074,5.3498,4.7777,4.6381,4.591,3.6939,4.6201,4.248,4.6588,4.8415,4.5167,4.8545,4.9575,5.3374,4.7976,4.652,5.0184,4.7247,5.7769,5.085,5.9519,5.2851,5.7239,5.0837,3.2973,5.7391,5.1502,3.6635,4.5473,5.5367,4.5681,4.7793,5.0824,2.2573,5.9057,4.951,6.0184,4.7038,4.4463,5.4337,4.5479,4.859,5.0206,5.4337,4.2419,5.1563,2.7314,5.1534,4.7399,4.1417,5.6349,4.9227,4.9426,5.6927,4.89,5.2604,5.6384
MYC,7.5883,5.9908,7.8356,6.3676,7.4002,6.7147,6.4733,7.5371,7.3385,6.105,6.834,6.5645,6.2302,6.1869,6.4308,7.3298,7.5194,6.9851,7.6186,6.6733,6.7988,8.1622,3.5111,7.9607,7.4085,7.275,7.9927,7.721,7.1483,5.1623,8.0302,7.2241,6.4371,4.2914,6.3329,5.9623,6.6033,6.9137,6.6472,7.4195,6.0083,6.5062,6.7895,6.0251,7.2924,6.316,6.5283,6.3944,6.9759,9.4057,6.9191,6.2493,7.7135,6.8869,5.6829,6.7925,5.3761,6.0764,7.1503,5.6384,6.9349,6.4172
MYD88,5.1887,4.9978,5.3071,4.8625,4.889,4.9213,5.6224,4.9141,5.1595,5.4026,4.8866,4.7104,5.178,5.0418,4.9514,5.3799,4.8405,4.4932,5.4256,4.9113,4.5826,4.8485,1.9895,5.0396,5.789,5.0837,4.6012,3.3661,4.8309,4.8739,4.9127,4.7115,4.0427,4.2427,4.7033,3.8481,5.0661,5.2843,4.6323,4.9524,4.8724,5.2638,5.3875,4.854,5.1716,4.7496,5.7279,5.1123,5.439,4.7318,4.3068,5.605,4.8146,4.9937,5.1981,5.2342,4.9915,5.1692,4.8758,4.3335,5.1219,5.3256
MYH6,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-1.7809,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MYH7,-5.5735,-5.0116,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-6.5064,-5.0116,-6.5064,-9.9658,-5.0116,-5.5735,-5.5735,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-2.1779,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-4.035,-6.5064,-9.9658,-6.5064,-6.5064
MYL2,-3.458,-9.9658,-2.1779,-9.9658,-9.9658,-5.0116,-4.6082,-3.458,-9.9658,-1.9942,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-3.3076,-9.9658,-9.9658,-4.2934,-4.2934,-2.3884,-9.9658,-9.9658,-1.3548,-9.9658,-4.6082,-0.4521,-2.7274,-9.9658,-9.9658,-3.3076,-5.0116,-4.035,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-1.5522,-4.2934,-9.9658,-3.458,-3.0469,-9.9658,-4.035,-4.2934,-9.9658,-2.0529,-5.0116,-2.8262,-3.816,-5.0116,0.5568,-4.6082,-4.2934
MYL3,-0.7834,-3.0469,-3.1714,-2.4659,-2.3147,-4.2934,-5.5735,-0.9406,-1.0262,-1.4305,-3.816,-3.6259,-3.6259,-3.3076,-4.2934,-1.8836,-2.7274,-5.0116,-4.2934,-3.3076,-1.8836,-0.1504,-1.9379,-5.0116,-2.2447,-2.9324,-1.1811,-3.458,-3.0469,-1.1488,-4.035,-5.0116,-1.2481,-4.2934,-3.6259,-3.458,-3.6259,-9.9658,-3.0469,-3.458,-1.3921,-9.9658,-2.8262,-9.9658,-2.3147,-1.5951,-4.035,-4.6082,-4.035,-1.2828,-2.114,-3.816,-1.5105,-3.458,-0.4521,-9.9658,-3.0469,-5.5735,-4.035,0.2762,-1.8836,-4.6082
MYL4,-0.6416,-9.9658,-1.8836,-2.8262,-1.5951,-3.3076,-9.9658,-1.3548,-9.9658,-2.0529,-1.9379,-2.2447,-4.035,-2.5479,-2.6349,-2.6349,-1.2142,-2.7274,-1.0262,-2.6349,-3.3076,-0.9132,-0.8084,-1.9379,-2.3147,-1.8314,-1.685,-3.1714,-3.3076,-2.3884,-3.3076,-1.8314,-4.6082,-3.6259,-1.4305,-1.8836,-2.3147,-1.5105,-3.3076,-1.9379,-3.816,-1.7809,-1.8836,-2.5479,-1.2828,-2.6349,-2.5479,-1.9379,-0.4921,-2.0529,-1.3548,-1.8314,-2.0529,-3.3076,-0.8084,-3.3076,-3.6259,-1.7809,-1.8314,-4.6082,-0.2498,-3.3076
MYL6,10.6926,10.2994,10.0543,10.0029,10.4032,11.5295,10.1755,10.105,9.6709,10.4052,10.1867,10.2087,10.4074,10.207,10.028,10.2102,10.0512,9.9288,10.8032,11.2795,11.7163,10.7971,11.6998,9.4624,9.924,10.4412,10.4849,9.8854,9.9996,10.991,9.9451,10.5051,10.0001,9.809,10.1686,9.9479,10.1942,10.4037,10.6805,10.761,10.2547,10.4466,10.1101,10.5265,9.8236,10.0809,10.2396,9.809,10.5399,10.2267,10.1801,10.6485,10.0973,9.7046,10.4069,10.315,10.3561,10.3302,10.4417,10.9652,10.6125,10.6258
MYL6B,5.1922,4.7269,4.3206,4.6606,5.3122,4.2442,4.63,5.1416,4.5066,4.6451,4.943,4.0375,3.7877,4.9189,5.5595,4.6083,4.8284,5.0335,4.4216,4.9626,4.8753,4.7571,6.8594,5.2895,4.7581,4.0994,4.3827,4.5711,4.4758,5.717,5.1044,5.2464,5.3241,4.4595,5.151,6.8528,5.2487,3.9099,5.6308,4.9194,5.7698,4.85,4.3999,4.7209,4.359,4.49,4.4977,3.5299,4.449,5.6994,5.3045,4.3075,4.6439,4.1668,4.7725,4.2803,4.0841,4.9819,5.4226,6.2553,5.4135,4.4529
MYL9,9.1406,5.9175,6.8682,5.3903,6.9814,6.0257,4.8635,7.238,6.1243,7.4381,7.5621,4.857,6.9142,6.1322,7.2664,5.2052,6.777,6.5176,6.686,6.8018,6.8648,7.0628,8.4158,6.2367,7.306,5.2246,8.8901,5.3187,6.7024,9.4469,5.2231,7.0456,9.0015,8.5379,6.5048,5.2025,5.7474,6.0788,6.8553,6.8358,6.756,3.6838,6.7927,5.3417,7.0769,8.5886,5.0126,5.2902,6.5273,7.273,7.1676,9.8995,7.535,7.6495,8.7875,7.6986,9.2633,8.207,7.1707,9.36,8.6882,4.906
MYLK,6.4645,4.3428,4.7377,3.5827,4.3786,3.8983,3.2557,5.6109,4.2095,5.2153,5.5769,3.0323,5.4175,3.9356,4.809,2.9911,4.3667,2.2603,4.9275,3.5923,3.2481,4.5236,1.0983,3.9384,4.9955,3.8269,6.8838,3.47,4.5436,6.7917,3.0876,3.8896,6.0637,5.8679,1.8918,1.1641,2.9674,4.5398,4.2196,4.7517,2.874,2.2813,3.869,3.0995,4.1252,6.6571,2.9692,4.0558,5.2075,5.5069,4.5466,7.6625,5.6966,5.6494,6.696,5.2262,7.4922,5.7466,5.2304,7.8183,7.1164,1.9712
MYLK2,-2.9324,-1.8836,-3.1714,-3.0469,-1.9942,-6.5064,-4.6082,-2.5479,-2.5479,-2.114,-3.0469,-2.9324,-3.6259,-4.2934,-4.2934,-4.035,-2.3147,-3.0469,-1.8314,-3.1714,-3.458,-3.6259,-0.5543,-2.5479,-3.6259,-3.1714,-3.816,-2.6349,-3.816,-1.5105,-3.3076,-1.9379,-2.2447,-2.5479,-2.3147,-2.5479,-5.0116,-2.9324,-2.8262,-2.9324,-2.6349,-3.816,-3.3076,-2.7274,-2.1779,-6.5064,-3.3076,-2.8262,-2.5479,-1.8836,-3.3076,-2.8262,-1.9942,-4.6082,-3.0469,-2.5479,-2.3884,-3.6259,-2.2447,-2.114,-2.114,-3.3076
MYLK3,-6.5064,-6.5064,-4.2934,-4.035,-5.0116,-6.5064,-5.5735,-4.6082,-4.035,-4.6082,-3.3076,-6.5064,-5.5735,-5.5735,-4.2934,-6.5064,-4.6082,-4.035,-6.5064,-5.0116,-9.9658,-4.6082,-3.6259,-5.5735,-4.2934,-6.5064,-4.2934,-3.1714,-5.0116,-5.0116,-5.5735,-5.0116,-3.3076,-9.9658,-5.0116,-6.5064,-5.5735,-5.5735,-5.5735,-4.035,-6.5064,-4.2934,-6.5064,-4.2934,-2.4659,-4.6082,-9.9658,-2.3147,-3.458,-3.3076,-4.6082,-5.5735,-4.035,-4.6082,-4.6082,-4.6082,-3.458,-6.5064,-6.5064,-6.5064,-2.8262,-4.6082
MYLK4,-3.6259,-1.1172,-2.5479,-1.0862,-2.0529,-2.4659,-2.114,-2.5479,-1.7809,-3.1714,-1.0862,-2.8262,-3.3076,-2.6349,-2.1779,-4.2934,-2.7274,-2.3884,-2.6349,-1.1172,-3.816,-2.2447,-4.035,-1.9942,-1.1488,-3.6259,-4.2934,-3.458,-2.1779,-2.3884,-2.3884,-2.9324,-1.1488,-3.1714,-1.5105,-4.6082,-2.3884,-2.6349,-3.3076,-2.4659,-1.0559,-3.1714,-2.1779,-2.5479,-0.9406,-2.3884,-2.3884,-3.3076,-1.7809,-2.3884,-2.7274,-2.6349,-1.5522,-1.9379,-2.4659,-2.9324,-3.0469,-4.6082,-4.6082,-2.3884,-2.9324,-2.3147
NAIP,2.1734,1.4174,0.6608,2.1313,0.9343,1.2576,0.7146,1.9786,0.7916,1.0363,1.6649,0.1124,1.3225,1.6695,1.8524,0.0014,1.9638,1.8722,1.2085,0.7233,-0.1345,0.1388,-0.9406,1.2455,1.934,1.4962,0.5568,0.2154,0.9343,1.8918,1.5165,0.6425,1.3283,1.8119,0.3685,2.3308,0.8805,1.7912,2.5036,2.0638,1.0847,1.5514,0.9268,0.6145,0.3685,1.3901,0.5271,2.1509,1.3511,1.6466,2.3048,1.2696,1.8801,1.6281,0.3796,1.5415,1.5316,-0.2498,0.7493,0.5568,1.2394,-0.3566
NAMPT,5.6044,5.3151,6.1789,4.5838,5.7334,4.7312,6.3156,6.6085,5.1772,5.9533,6.1177,5.3775,5.8007,5.1736,5.8296,7.3333,6.453,5.5778,4.9991,6.3452,7.1676,5.9784,2.5828,5.9642,6.1188,7.0537,4.1668,4.7619,6.4691,4.7986,4.49,5.037,4.3075,3.417,4.811,3.7783,5.3111,5.8956,6.543,4.4542,4.1628,6.213,7.8983,6.2056,5.8007,5.1441,6.6913,6.3758,5.6591,5.9248,5.779,5.6471,5.079,5.2936,5.4353,6.1605,4.7877,6.1202,5.4323,3.8591,6.2052,4.7302
NANOG,-9.9658,-3.458,-5.0116,-2.9324,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-5.5735,-4.2934,-9.9658,-5.0116,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.035,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-3.6259,-5.5735,-9.9658,-4.035,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064
NANOGP8,-5.0116,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-6.5064,-9.9658,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-5.0116,-9.9658,-2.6349,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-4.2934,-9.9658,-9.9658,-4.2934,-3.3076,-4.2934,-3.816,-3.0469,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-5.0116,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.2934,-9.9658
NBL1,7.3277,6.4824,7.5524,7.0917,6.9329,7.7568,7.9064,6.8565,6.9969,7.2458,7.279,6.7781,7.1761,5.061,6.0068,6.3723,6.2674,7.4567,7.6677,7.0452,6.0792,6.7422,9.5334,6.8139,7.4891,6.3572,7.5635,6.0323,6.6658,8.2016,6.9296,7.661,6.8316,8.0041,7.6082,4.4324,7.2259,6.9683,7.1861,7.9398,6.8411,7.7184,6.8998,6.8382,7.0279,6.9403,7.7197,8.1555,7.8266,7.2921,7.1492,7.7227,7.473,7.4927,8.259,7.1916,7.318,6.9342,7.3702,7.6278,7.3724,7.4119
NCF1,3.773,1.2815,1.1897,0.8961,0.4967,0.099,-0.1187,2.6464,0.0718,0.5666,1.46,0.1257,3.6266,1.105,1.3956,0.4657,2.328,0.3231,0.1776,-0.3752,0.4967,0.1124,1.0847,0.1124,2.0254,2.3251,0.605,0.1388,0.7321,1.0222,0.2522,0.8164,0.0158,-0.1187,-0.7346,-1.8836,-0.1504,2.0638,3.417,0.5666,0.4865,0.8488,3.637,1.0642,0.4865,0.8961,1.2085,1.1897,2.4252,1.683,3.7171,2.77,2.8994,1.9226,0.9642,1.2756,2.3394,1.6512,0.0854,0.044,1.6875,-1.9379
NCK1,4.2457,4.0969,3.9478,4.2258,3.6405,4.8309,4.0523,4.2691,3.5111,3.9412,3.9384,3.7773,4.182,3.6277,3.8866,4.1859,4.0233,3.3421,4.3889,3.7909,4.5602,4.66,1.0363,3.772,4.466,4.1285,3.9127,4.6118,3.9031,3.1987,4.1867,4.17,2.9394,2.3394,3.2034,2.2082,3.7061,3.9719,4.1011,4.1636,3.309,4.2699,3.7857,3.705,3.83,4.0427,3.97,4.0136,4.3335,4.2266,4.1086,4.178,4.1523,4.0028,4.0705,4.5705,3.9892,4.0189,3.9251,4.0985,4.6399,3.9956
NCK2,5.3042,5.0009,4.9227,4.6201,5.5053,4.2126,4.5675,4.7835,5.0653,5.0934,5.0317,4.9402,4.6023,5.0653,4.9837,5.5062,4.9552,5.5024,5.3685,5.0162,4.6611,5.5395,2.9375,5.6874,5.1619,4.9486,4.906,5.3937,5.0519,5.2925,5.2346,5.1538,5.3834,5.1918,5.7533,4.3242,4.9901,4.9289,4.1417,4.9222,6.0796,4.7793,4.7877,4.6882,5.243,5.6433,5.4676,3.9118,5.318,4.8064,3.8391,5.4545,4.6428,5.0824,5.3176,4.6781,5.2657,4.8709,5.0644,6.1809,5.3995,4.8709
NCOA1,2.694,2.6371,2.3677,2.8877,2.9747,2.1313,2.6828,2.8955,2.4779,2.7095,2.5437,2.05,3.4556,2.296,2.7161,2.5036,2.8076,2.4727,2.2872,2.1114,1.2394,2.0946,1.2636,2.9581,3.3633,2.5876,2.8877,2.578,2.7679,2.5188,2.7314,1.7229,2.1147,1.8957,2.3308,1.6875,1.9895,2.8897,2.9802,3.1971,2.1509,2.5658,2.9224,2.9729,2.6624,3.034,2.5313,3.4622,2.9262,2.9148,2.1411,2.9243,3.3163,2.6185,2.8422,2.7972,2.7951,2.7465,2.1509,2.5756,2.7444,2.7487
NCOA2,2.5487,2.8341,2.8661,3.2018,2.236,2.7826,2.4171,3.0498,2.3308,3.2158,3.0995,2.4306,3.1717,3.0671,2.7615,1.6695,2.8219,2.2783,1.5165,1.8996,0.9115,2.0289,0.0718,2.8442,3.6905,3.0859,2.5487,2.7636,3.5486,2.1638,3.6451,2.5163,2.5213,2.0776,2.0638,1.4859,3.1971,2.8361,2.676,2.7826,3.1939,2.7029,2.9929,2.7721,2.9857,2.7636,2.5462,3.1011,3.0808,4.5904,2.0638,3.0688,3.2466,2.3423,2.8076,2.5658,2.1345,1.4335,1.9527,2.8542,3.5718,2.6895
NCOA3,3.0358,3.222,3.2811,2.8602,3.1458,2.2019,2.694,3.1011,3.5754,2.7868,3.4661,2.6984,3.0671,3.027,3.0217,3.2826,3.1393,3.2841,2.5363,3.1442,1.7912,2.7889,1.1382,4.0541,3.8759,3.5136,2.5996,2.5561,4.2987,2.036,3.6578,2.6715,2.296,1.4494,2.7615,2.3337,2.4171,3.1228,2.6232,3.1797,2.4518,2.4779,3.7603,3.4622,3.325,3.3206,2.3926,3.1653,2.824,4.166,2.2452,2.7551,3.2541,3.5174,3.1129,3.4277,2.7051,3.186,2.2901,2.9875,3.5899,2.4701
NCOR1,4.0584,5.1326,4.445,5.4715,4.7066,3.864,4.8876,5.014,4.5142,4.4881,4.9122,4.8079,5.2165,4.6341,4.9874,5.0497,4.81,4.3499,4.3097,4.3786,4.3068,4.6445,6.0507,5.5414,5.2917,5.1526,5.3071,4.5217,5.0579,4.3597,4.3646,4.4874,4.1252,4.6018,5.0501,5.7077,4.6628,5.6044,5.3133,4.9317,4.1796,4.7285,5.4476,5.1716,4.3306,4.5784,5.3858,5.6091,5.0734,5.0833,5.4585,4.251,4.6282,4.7198,4.7793,5.2597,5.0343,4.429,5.3664,4.8866,3.4318,5.4951
NCOR2,4.5305,5.0854,5.6314,4.9505,5.7445,4.3583,5.3126,5.7434,5.5537,5.0224,5.2358,4.6491,5.0357,5.2954,5.5135,5.4357,5.1815,5.2653,4.1986,4.795,4.0304,4.1716,3.2541,5.4906,5.6253,5.572,5.5176,4.7903,5.24,5.9076,5.2987,5.1954,5.3537,4.5559,5.0545,5.0211,4.7603,5.6118,5.9989,5.4413,5.4559,5.3295,5.3136,6.0637,5.854,4.9987,5.3456,4.9978,5.5696,5.5753,5.3452,5.6868,5.206,6.1481,5.6082,5.0769,5.3562,5.1375,5.6023,5.6837,5.5877,5.1772
NCSTN,5.5732,5.9674,5.4822,6.3611,5.7669,5.7514,6.0974,5.5138,6.042,6.5437,5.961,6.4348,5.8555,6.5896,6.4456,5.6531,5.6688,5.9837,4.8778,6.0083,5.594,5.497,2.4198,5.5586,5.5928,5.9844,5.6442,5.431,5.9982,5.5546,5.8612,5.8228,5.9846,6.0505,6.3567,5.5339,6.1528,5.9755,5.8202,5.742,5.7632,5.931,5.7968,5.5525,5.8017,5.5659,6.0326,6.3763,6.2182,6.0652,5.5053,5.7879,5.6693,5.8617,5.4516,5.9291,6.142,6.5557,5.62,6.316,5.4842,5.9108
NEK7,3.7678,3.9118,3.2049,4.1086,2.9674,4.3896,3.4894,3.8064,3.7688,4.3378,3.9261,3.6961,3.7421,4.2833,3.6759,2.694,3.5161,3.0995,3.4451,4.174,3.3264,3.8886,0.2881,3.7193,3.9506,4.1748,3.3773,3.7215,4.2017,3.9308,3.5362,3.0181,2.982,3.2572,3.0533,4.2289,3.5694,3.6861,3.8471,3.5199,3.3647,3.4411,3.2018,3.3017,3.7773,3.6486,3.6509,4.8207,4.4317,3.6961,3.4674,4.7603,3.6277,4.0462,4.0627,3.9346,4.0909,3.9626,2.9432,4.0091,3.5935,3.1491
NEO1,4.441,4.6154,5.1563,5.0117,5.6238,3.9755,4.8355,4.7798,4.306,5.7126,5.1895,3.9506,5.8625,2.8301,5.4077,5.3067,4.8724,3.8269,4.795,4.6439,3.9645,3.772,1.4065,4.2987,5.1363,4.7719,5.8048,5.2052,4.2773,4.7735,5.4887,4.6708,3.2435,2.7117,3.4102,2.7572,3.29,5.4209,4.7258,6.2904,5.2976,5.878,4.9132,5.1918,5.7318,4.9824,4.6089,6.3408,5.2149,4.2906,4.0636,4.8753,6.1283,4.8763,3.9175,4.5491,4.1867,3.7335,4.6041,4.4887,4.573,5.6874
NF1,2.8158,2.7784,2.9747,3.3492,3.3591,2.1702,2.8602,3.3506,3.0619,3.5187,2.9618,3.0774,3.0234,3.4371,3.0038,4.0935,3.5791,2.6255,1.7954,3.2002,1.6875,2.4144,1.949,3.0411,3.9431,3.652,3.1588,3.7971,3.992,2.7594,3.3633,2.5731,2.8341,1.9712,3.1685,2.7721,1.6093,3.2496,3.5959,3.5299,2.0844,3.1179,3.1442,3.0876,3.2096,3.4984,3.0358,3.2915,2.9674,3.1179,3.0234,3.0859,3.3979,3.4129,2.7951,3.6018,2.6278,2.6114,2.9052,2.1378,3.4358,2.9581
NF2,2.4063,2.3366,2.6984,1.5216,2.6984,1.4441,1.5661,2.7051,2.8955,1.9601,2.1957,2.5756,2.3788,2.7636,2.2901,2.9857,3.1062,2.8381,2.0912,2.1862,2.1013,2.5061,2.4063,2.2175,2.6278,2.1862,2.8301,2.1606,2.2051,3.3952,2.5487,2.1638,2.8381,2.9857,2.2421,2.7051,2.1734,2.4492,3.0074,2.694,2.3649,2.4386,2.5313,2.59,3.1095,1.6604,2.328,2.8877,2.4279,2.5213,2.7336,2.5112,2.2633,2.4857,2.651,2.036,1.7316,2.77,2.6418,2.0673,2.3649,2.328
NFATC1,2.2299,-0.1993,1.0573,-0.3201,-0.1187,-0.2328,-1.1172,2.5683,-0.3201,-0.1665,1.3735,0.2154,2.3337,0.1648,2.4518,-0.7346,1.3167,-0.9132,-0.1665,-1.0262,-1.9379,0.7916,-0.8599,0.7233,1.3735,-0.3566,0.8246,-0.9406,0.0718,2.118,-0.4719,2.2931,0.3685,-0.1504,-1.7322,-2.2447,0.044,0.3573,1.0779,-0.5332,1.0222,-0.8599,0.9789,0.4552,-0.2159,0.1257,-0.2328,-0.3566,0.4761,2.0912,2.6783,2.4359,1.2455,0.9038,1.8564,0.8568,1.4756,0.7407,-0.3752,0.8082,1.5013,-1.8836
NFATC2,1.5165,1.125,1.0573,1.3454,2.5388,-0.8339,-1.0262,1.7575,-0.8863,-0.1504,2.1411,0.1124,2.1925,1.3623,3.1195,-1.3548,1.2696,1.1833,0.058,1.7316,0.605,1.4228,-1.1172,2.3508,2.1411,2.2206,2.0076,1.6374,2.108,0.547,1.7702,1.0363,2.4252,0.0014,1.5998,1.2934,-0.2159,0.7493,0.605,0.9935,1.9564,0.8488,2.2813,1.7185,2.3953,2.7657,1.6466,-0.3022,1.6695,2.1114,-0.013,1.5758,2.4492,2.1147,0.6239,1.9859,1.614,1.177,1.0079,1.177,2.1411,0.517
