gene_name,TCGA-KL-8324-01,TCGA-KL-8325-01,TCGA-KL-8326-01,TCGA-KL-8327-01,TCGA-KL-8328-01,TCGA-KL-8329-01,TCGA-KL-8330-01,TCGA-KL-8331-01,TCGA-KL-8332-01,TCGA-KL-8333-01,TCGA-KL-8334-01,TCGA-KL-8335-01,TCGA-KL-8336-01,TCGA-KL-8337-01,TCGA-KL-8338-01,TCGA-KL-8339-01,TCGA-KL-8340-01,TCGA-KL-8341-01,TCGA-KL-8342-01,TCGA-KL-8343-01,TCGA-KL-8344-01,TCGA-KL-8345-01,TCGA-KL-8346-01,TCGA-KM-8438-01,TCGA-KM-8439-01,TCGA-KM-8440-01,TCGA-KM-8441-01,TCGA-KM-8442-01,TCGA-KM-8443-01,TCGA-KM-8476-01,TCGA-KM-8639-01,TCGA-KN-8418-01,TCGA-KN-8419-01,TCGA-KN-8421-01,TCGA-KN-8423-01,TCGA-KN-8424-01,TCGA-KN-8425-01,TCGA-KN-8426-01,TCGA-KN-8427-01,TCGA-KN-8428-01,TCGA-KN-8429-01,TCGA-KN-8431-01,TCGA-KN-8432-01,TCGA-KN-8433-01,TCGA-KN-8434-01,TCGA-KN-8435-01,TCGA-KN-8436-01,TCGA-KN-8437-01,TCGA-KO-8403-01,TCGA-KO-8404-01,TCGA-KO-8405-01,TCGA-KO-8406-01,TCGA-KO-8407-01,TCGA-KO-8408-01,TCGA-KO-8409-01,TCGA-KO-8410-01,TCGA-KO-8411-01,TCGA-KO-8413-01,TCGA-KO-8414-01,TCGA-KO-8415-01,TCGA-KO-8416-01,TCGA-KO-8417-01
MYL6,10.6515,10.3457,9.9527,8.5716,9.8137,10.0763,9.9735,10.2861,10.1301,9.7896,10.0555,9.8639,10.4538,9.9155,10.2424,10.1691,9.8625,9.7555,9.9516,9.9191,10.1536,10.093,10.4605,9.6945,9.8261,9.5663,9.8324,10.3594,9.9767,9.5852,10.3473,9.7248,9.6887,9.3998,10.1482,10.0132,10.0452,9.5785,10.3731,10.0994,9.6177,9.8396,10.017,9.2321,10.0719,9.6307,10.25,9.2984,9.8573,10.0404,10.4214,10.2412,9.837,10.3383,9.3154,9.9761,10.1374,10.1505,9.4064,10.3849,9.7151,10.1323
MYL6B,5.5684,4.4919,5.5534,4.3428,5.3702,4.6977,4.5398,6.2194,4.347,3.5324,4.591,4.5693,4.9874,4.8575,4.9658,5.3775,4.1111,5.2791,4.7517,5.2103,5.1268,5.2238,6.1071,3.8935,6.4263,4.3378,5.44,4.8334,5.4108,4.3184,6.3069,4.4476,3.573,5.634,4.1547,4.5675,3.9746,4.1409,6.8621,6.0418,4.1036,2.6873,5.2032,4.2847,4.8768,4.6271,6.0788,5.6314,4.4958,6.7115,4.741,4.518,5.0077,5.3699,4.579,3.2572,4.7044,4.4263,3.9589,5.3875,4.677,4.518
MYL9,5.3723,4.7104,4.7377,5.4545,4.1252,5.2843,5.2335,4.8758,5.5537,6.3291,5.8523,5.5617,4.4803,4.073,6.1571,4.7613,6.5762,3.3492,5.359,5.0588,7.0501,4.5856,4.8704,4.5559,4.404,3.4237,5.6739,6.2396,2.4623,5.9341,4.6165,4.3292,4.041,3.7356,5.2009,5.4026,4.4384,4.1027,8.3267,6.2184,4.7629,4.6938,5.0144,6.1514,5.9778,4.382,4.0162,4.551,5.6693,9.1796,7.3954,4.889,5.6488,7.9351,5.4333,4.4337,4.1875,6.2576,4.7571,5.1453,5.298,4.5808
MYLK,3.0252,4.4569,2.362,0.5763,0.9038,3.0411,3.6054,1.6649,3.9384,5.6617,3.3633,2.6647,2.4831,2.77,1.787,4.3674,3.2737,3.1245,3.4304,4.1244,6.3007,4.0295,2.8877,3.1344,1.3735,2.0111,3.8105,3.6242,1.5902,2.1114,3.0217,3.2647,6.0438,0.9862,5.3082,2.8422,3.1294,3.6714,4.9865,4.3597,4.9175,2.4035,4.1628,1.8762,3.6782,4.1111,3.0515,3.1311,2.6783,1.8404,3.6532,4.5559,3.3076,4.1555,1.196,6.3544,3.573,4.2751,3.506,2.4544,3.1112,3.4543
MYLK2,-9.9658,-5.5735,-4.2934,-3.816,-2.4659,-2.9324,-5.5735,-2.9324,-3.458,-2.6349,-1.8836,-5.0116,-2.4659,-4.035,-5.0116,-2.9324,-2.7274,-3.1714,-2.3147,-6.5064,-1.8314,-5.5735,-2.4659,-4.2934,-5.0116,-6.5064,-9.9658,-5.0116,-4.6082,-4.035,-6.5064,-3.3076,-5.0116,-4.035,-9.9658,-2.0529,-4.6082,-2.4659,1.4962,-2.0529,-0.8863,-5.5735,-4.6082,-3.458,-1.4699,-1.3921,-3.1714,-5.5735,-2.4659,-0.1187,-2.6349,-3.3076,-2.5479,-2.8262,-6.5064,-3.816,-9.9658,-6.5064,-4.035,-1.2481,-4.6082,-3.3076
MYLK3,-3.1714,-3.816,-5.0116,-6.5064,-5.5735,-4.6082,-2.8262,-5.5735,-4.2934,-2.5479,-2.8262,-4.6082,-5.0116,-5.5735,-4.2934,-5.0116,-3.6259,-2.4659,-6.5064,-4.2934,-4.2934,-4.6082,-3.6259,-4.6082,-5.5735,-4.2934,-5.0116,-1.7322,-5.5735,-4.6082,-2.4659,-4.2934,-4.6082,-6.5064,-3.3076,-3.3076,-2.8262,-2.3884,-5.0116,-2.114,-4.2934,-5.0116,-3.0469,-2.8262,-3.1714,-5.0116,-4.035,-4.6082,-4.6082,-4.6082,-3.458,-4.035,-6.5064,-4.6082,-6.5064,-3.6259,-4.6082,-2.2447,-4.6082,-5.5735,-3.3076,-4.2934
MYLK4,-2.8262,-1.9379,-3.816,-3.6259,-2.4659,-3.1714,-2.5479,-2.4659,-3.816,-3.0469,-2.6349,-4.035,-2.8262,-2.4659,-2.2447,-3.458,-2.3147,-1.1488,-3.6259,-2.4659,-1.7322,-3.458,-2.1779,-3.1714,-2.2447,-2.4659,-1.5951,-2.3147,-3.3076,-4.6082,-0.1828,-2.9324,-1.7322,-3.1714,-2.0529,-2.4659,-1.6394,-3.458,-2.8262,-3.816,-2.5479,-3.1714,-1.9379,-2.9324,-3.0469,-1.8314,-2.5479,-1.4699,-2.9324,-2.9324,-2.3884,-2.5479,-3.6259,-2.8262,-3.816,-3.1714,-2.9324,-1.8314,-1.9942,-3.0469,-2.9324,-2.9324
NAIP,1.2209,1.7744,0.1776,2.4492,-0.6643,1.3567,0.8246,1.7316,1.1316,1.6327,1.5366,0.3231,1.9034,2.1013,1.0573,1.196,1.1577,0.7321,1.7229,0.2998,1.3901,0.8082,0.9568,-0.0725,1.4011,0.2522,1.412,1.0293,1.0293,1.9302,1.5266,0.679,-0.6193,1.9638,1.1641,1.7446,2.0535,1.7141,1.5563,1.7009,2.7615,0.2522,1.7995,1.0079,1.5709,2.2663,0.605,0.8961,1.6964,3.5009,1.7403,1.0503,1.6281,1.5465,0.7493,1.0433,0.9642,1.5854,2.1247,1.2756,0.9935,1.7744
NAMPT,3.335,5.8334,2.0218,3.3605,3.6905,5.0584,4.1036,4.3751,6.7174,6.9879,4.9468,5.3245,5.447,4.5644,4.4628,5.9552,4.5802,6.4709,5.6619,5.5107,4.2578,6.1041,4.6445,4.4803,3.9175,4.2048,5.4486,5.3653,4.0419,4.2009,3.8013,5.4572,6.5595,6.2242,5.1859,6.1801,4.7997,5.6625,5.822,5.8475,5.3049,4.1119,6.3958,3.8218,5.3234,6.8868,4.7756,4.774,5.0162,5.0527,5.6445,5.3579,4.437,4.6938,2.9167,4.528,7.1728,5.1107,4.0304,5.2235,4.8763,4.6271
NANOG,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-5.5735,-4.6082,-9.9658,-9.9658,-5.0116,-3.816,-9.9658,-3.0469,-6.5064,-6.5064,-4.6082,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658
NANOGP8,-5.5735,-9.9658,-3.816,-4.2934,-3.816,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.6082,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-5.5735,-3.6259,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-3.816,-9.9658,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
NBL1,1.2636,-0.1665,3.7571,2.3592,4.131,2.3077,0.0854,1.6558,1.8643,4.0909,1.3283,3.9737,1.8801,2.7465,2.6325,5.0497,2.2268,0.2522,2.1313,2.1444,5.2434,1.9859,0.2998,1.5465,3.1311,0.4016,2.5413,1.7229,1.8078,2.4359,3.3076,2.7249,1.6093,3.4609,0.8647,1.9786,1.0983,0.8647,5.07,2.1345,1.5266,1.3283,1.2333,2.3451,2.4597,1.125,2.4252,2.6828,2.0673,7.2102,4.2412,1.3567,2.1147,2.6647,1.4388,1.3051,1.3397,2.2175,1.7954,2.3649,2.6828,1.0007
NCF1,-0.2159,-1.4305,-1.7322,-0.5543,-1.1172,2.6805,-1.4305,-1.2481,1.0151,2.1606,1.2023,-1.0262,1.0711,-0.7834,0.03,0.0158,-0.1993,-1.8836,1.3109,-0.3752,0.1903,-0.8863,-3.1714,-0.3383,-0.0877,-0.8863,0.4233,0.4552,-2.5479,0.0014,1.105,-0.2671,-0.1828,-1.6394,0.3573,1.7995,1.8484,1.334,0.8647,0.9268,0.6517,-0.3752,0.3907,2.0004,1.8078,-1.3183,-1.2481,1.334,1.6374,3.4791,2.5061,-0.8599,0.9568,0.3573,0.9191,0.0014,-0.2845,2.2633,1.0573,1.7912,1.1117,-0.5756
NCK1,1.9675,3.6451,1.46,0.7493,2.6533,3.2811,2.9128,2.8994,3.1876,3.5779,3.2343,2.9618,3.4609,3.0533,2.6624,3.4437,2.8897,3.6691,2.5634,2.8974,3.5486,3.3773,2.5948,2.6302,2.9839,2.9167,3.2267,2.9413,2.6348,1.9073,2.9581,3.0927,2.3337,2.1894,3.1079,3.4411,2.7249,2.4279,4.741,4.1907,3.4843,2.4701,2.8442,1.6695,3.2389,3.9468,2.6395,3.2112,3.1327,3.2929,2.6895,3.027,3.0995,3.0428,0.4233,2.3871,3.3492,2.8321,2.3366,2.1313,2.6918,3.3506
NCK2,3.4183,3.1475,3.6417,1.9226,2.876,4.0189,3.2112,3.0585,3.3661,4.0401,3.1572,2.8137,3.9384,3.0163,2.3564,3.4384,3.4477,3.2796,3.208,4.425,4.0636,4.4277,3.5486,3.0654,5.4175,3.7367,4.7022,2.9655,3.5199,2.3926,4.8192,3.4344,3.3883,2.2391,3.4034,3.5669,3.3549,3.6961,4.7528,4.7719,3.0199,3.4556,4.1571,3.0791,4.2041,3.6838,3.3925,5.0383,3.2796,5.4568,3.6994,3.5224,3.4933,4.0884,2.7379,3.9515,2.7993,3.6195,3.242,3.7783,2.9262,3.7699
NCOA1,2.5061,3.6101,2.6138,1.2756,2.3106,2.8582,3.0234,2.05,3.0637,4.3392,2.9224,2.4544,2.9674,2.59,2.081,3.2826,2.6371,3.5982,2.5163,3.9938,4.2165,3.0791,2.4623,2.3564,3.4237,3.0234,3.8521,3.2405,2.5036,1.614,4.1119,2.9911,3.5608,3.29,3.6289,3.0757,3.0568,2.8381,1.8879,2.8562,3.1278,2.5487,3.2096,1.934,2.9729,3.1572,3.4583,4.0189,2.0707,2.3222,2.0569,2.9765,2.5585,2.4465,1.5514,3.9965,3.1637,2.7422,2.2452,1.884,2.2753,3.1829
NCOA2,2.7357,4.5711,2.1313,0.434,2.6395,3.8228,4.1506,2.9674,3.6077,4.2862,3.6669,3.3925,4.0523,2.2391,2.5585,4.6491,3.3911,4.2699,3.0688,4.2936,4.3737,4.1724,2.7051,2.7073,2.4701,3.831,3.5718,4.1036,3.29,1.0503,3.7857,3.795,3.8116,3.0446,4.9203,4.1409,3.5473,4.4149,3.1653,4.1244,4.3569,2.9013,3.4674,1.3791,3.6532,4.3378,3.2856,3.6748,2.9071,1.2023,2.1894,4.2706,2.9562,2.3222,1.6964,3.9412,2.7657,3.1685,1.9675,2.4117,1.8564,2.96
NCOA3,2.3981,2.8199,1.1577,0.8805,1.4652,2.5536,2.5996,2.4144,2.5413,3.2251,2.4571,1.5661,1.9895,2.1606,1.8604,2.6783,2.6185,3.6219,1.9859,2.2931,3.1112,2.6464,2.1798,1.9968,1.8643,2.8442,2.7487,2.9562,2.1147,0.6145,2.5313,2.5487,1.8078,2.5188,3.5098,2.8701,3.0234,1.7702,4.0064,3.1971,2.651,1.9111,3.0706,1.6234,2.7784,2.9394,2.9507,3.0978,2.0776,3.2313,1.7403,2.7742,2.1957,2.0535,0.9191,2.6043,2.3592,2.6624,2.5087,2.118,1.8323,2.7594
NCOR1,4.0046,4.7746,4.0454,3.5887,3.1892,3.8421,4.3827,3.4251,4.1612,5.2736,3.6748,3.1653,3.7773,3.7335,3.8857,4.2033,3.5982,4.7104,3.9865,4.9298,5.1277,4.3133,3.8269,3.335,5.1635,3.5971,5.1177,4.7485,3.9468,3.5436,5.322,3.6994,4.6404,3.7182,4.926,3.6172,4.0824,3.8729,4.4277,4.3499,4.0383,3.3521,4.3442,3.7006,3.9608,4.0118,4.7872,5.2487,3.5584,4.7735,3.6703,4.4673,3.6657,3.3675,3.2018,5.4081,3.7083,4.5186,3.8054,3.8167,3.4237,4.2442
NCOR2,5.8473,5.8753,5.0947,4.8709,6.0635,6.2733,6.1012,6.362,5.3803,5.2373,6.0279,5.5558,6.033,6.1256,5.8832,5.3417,5.9395,6.015,5.7788,5.9649,5.0601,5.8968,6.5407,5.7568,4.3097,5.862,4.3716,5.9122,6.211,4.9477,4.6514,6.2797,5.7597,6.2275,6.0159,5.927,5.8199,5.4233,6.4306,5.5506,6.0244,5.8022,5.3481,5.2223,6.6081,6.3841,6.0674,4.2126,5.5031,6.4386,4.5723,5.9665,6.1102,6.1414,5.2499,5.0418,5.4912,5.2589,6.4725,5.5107,5.7002,6.2203
NCSTN,4.9045,4.8284,5.5448,4.4894,5.1445,5.1453,5.3622,5.1966,4.686,4.8202,5.1027,4.5952,4.6059,5.1273,5.1591,5.0558,4.847,4.7533,5.2177,5.7151,5.1119,5.284,5.1926,4.9691,6.0618,5.0505,5.6247,5.0317,5.1404,4.6474,6.2694,5.1599,4.9218,5.3768,4.7629,4.9303,4.7485,5.0917,5.993,5.3495,4.9924,4.7945,5.1575,4.5199,4.8934,4.8983,4.8223,5.6147,4.8515,6.3221,5.0519,4.9369,4.9924,5.0981,4.5392,4.7323,5.5741,5.2612,5.4293,5.2854,4.7104,4.8625
NEK7,3.0757,3.8471,3.1955,1.0573,2.3308,3.3952,3.6543,2.5338,3.3264,4.4243,3.3148,3.2328,2.9875,3.4331,2.5585,4.4483,3.1079,3.3492,3.0393,3.9865,3.4817,3.1062,2.9319,2.7868,3.1749,3.6939,3.9819,3.4726,2.7572,1.8957,3.7116,3.449,3.6066,3.5337,3.9737,3.4411,3.3321,3.2158,3.7378,3.7529,3.5911,2.7826,4.7762,2.4063,2.8542,3.4116,3.795,4.0765,2.4985,2.9375,2.7826,3.2677,2.9394,2.9618,1.5854,3.8749,3.2297,3.2959,3.3076,2.8219,2.3508,3.5237
NEO1,3.4102,4.1244,2.2268,2.1734,3.5187,4.3951,3.7625,4.4223,3.0927,3.5187,4.9691,4.0782,4.4122,4.7269,3.6872,3.2988,3.958,3.2251,4.2204,3.3407,3.8837,4.6988,3.6793,2.826,3.0978,3.9393,3.1458,4.1027,4.4203,2.3222,2.6371,4.0331,3.1749,4.1111,3.4331,4.582,4.4135,3.8218,2.2603,4.5964,4.4142,2.3981,6.6196,2.727,4.3807,4.3965,5.0113,3.6125,3.1733,2.7951,2.8838,4.5436,3.449,3.2617,1.46,3.074,3.9599,3.5237,4.0935,3.551,3.7302,4.3541
NF1,1.8996,3.637,2.2144,1.2209,1.5064,3.0376,3.0358,2.3677,2.7572,3.7453,2.7636,2.6624,3.1278,2.5804,1.8801,2.8897,2.6738,4.0662,2.3251,3.8064,4.0082,3.1733,2.2082,2.0254,2.2872,3.0145,3.1955,3.222,2.6918,1.1641,3.2359,2.8994,3.3759,2.1345,3.6578,3.2677,3.1685,2.4144,3.838,3.2526,3.0287,2.2144,3.0234,1.2934,2.945,3.4556,3.6195,3.2557,2.1378,2.4252,2.043,3.3952,2.0218,1.8323,1.0151,3.3856,2.7379,2.5413,1.7995,1.9895,2.1213,3.1939
NF2,5.0462,4.2691,3.623,2.609,3.992,4.2465,3.5299,3.7971,3.6725,3.3745,4.0445,3.6289,3.0181,4.14,3.7582,2.9186,4.197,4.3371,3.0825,3.755,3.4061,3.6894,4.8299,2.727,2.9655,4.3111,3.8769,3.9251,4.5632,3.4881,3.7667,3.7582,4.1539,3.2143,4.7104,3.5424,4.2631,4.1252,5.2204,3.863,3.5547,3.7919,4.287,4.2593,3.5887,4.2751,3.2049,3.5742,2.4857,4.2533,3.309,3.6994,3.3206,4.3562,3.8521,4.6994,3.1195,4.1547,4.8334,3.9412,3.4437,4.2196
NFATC1,-0.9686,-1.7809,1.7575,0.2642,0.346,0.6517,0.4016,-0.7834,0.2154,3.2034,0.7579,2.4008,-0.2498,0.7579,0.5568,-0.2845,0.03,0.0718,1.3567,1.2209,1.5316,1.2875,-1.4699,1.0983,3.3163,0.5271,3.2158,0.5763,-0.9686,0.3685,4.3903,1.8683,1.816,-0.1993,-0.5332,0.7916,0.4865,1.5465,2.872,2.2872,1.6512,-0.1031,0.1519,1.8801,0.7321,-0.8339,0.1519,2.667,1.0983,2.8542,1.6234,0.8408,1.0433,1.8282,-0.0725,1.766,1.2516,0.9038,0.346,-0.013,1.0433,0.1776
NFATC2,-1.3921,0.1903,-0.2845,1.0573,-0.3752,0.5763,-3.0469,0.0158,-0.1187,2.2391,1.2992,-0.0277,0.1776,-1.2142,-0.5125,0.6517,0.3907,0.9191,0.7233,0.9493,0.4761,1.2455,0.7321,-1.3183,0.4967,0.7407,1.9527,-0.8599,-1.0262,-0.9406,-0.1187,0.7916,0.8488,-4.2934,-0.2328,1.6045,-0.0725,0.4125,-0.4921,1.5563,1.6374,-1.9942,-0.7346,-1.0262,1.0293,1.46,-2.6349,-0.3752,0.8568,1.2147,0.346,0.7407,0.8164,0.3231,-2.0529,1.2394,1.8918,0.2762,-0.8339,0.1257,-0.5756,0.537
NFATC3,1.7273,2.685,-0.2498,0.2998,0.8488,2.1734,1.6512,1.5366,1.6604,2.2693,1.8762,1.6466,1.2696,1.4494,1.0222,1.3679,1.5514,2.828,1.5612,1.7273,2.5948,2.5948,1.2333,1.0642,0.5859,1.614,1.8036,2.2113,1.8801,-0.4131,1.9931,1.9564,0.9115,1.7912,2.6019,1.9527,1.9822,1.2394,2.0218,1.105,2.1734,1.1184,2.609,0.688,2.3106,2.5487,2.6348,1.9822,0.7579,1.3956,0.5955,2.108,1.2992,0.0158,-0.2671,2.0465,1.7575,1.5115,1.8282,1.1641,1.2271,2.1894
NFATC4,2.7868,0.3231,1.2147,3.0305,3.2526,2.0776,1.7273,2.609,1.8444,2.7847,2.4597,1.2023,1.9149,4.2173,2.0254,1.3735,2.4279,3.2189,1.9601,1.4756,2.7029,3.335,0.8327,1.3567,1.2455,2.0147,0.9268,3.4411,3.0038,2.0076,0.2762,1.6875,0.7321,1.5661,0.9716,1.6785,0.1257,0.3115,1.5415,3.4102,1.6649,0.9419,2.1345,1.674,3.2481,2.8219,2.1247,1.125,2.0465,6.4516,2.9109,2.0183,2.7805,2.3222,1.125,2.9839,1.8404,2.362,1.7617,2.0604,3.2374,2.128
NFKB1,3.1781,4.2736,1.8683,1.4335,2.3898,3.838,3.9856,3.3407,4.0977,4.1716,3.4237,3.3105,3.5149,3.4277,3.4411,3.6793,3.5249,3.695,3.7105,2.9581,3.5124,3.7836,3.2841,2.828,3.4596,3.345,3.7116,4.6393,3.2158,1.5758,3.325,3.3703,4.7798,3.2189,4.425,4.1466,3.9403,4.0515,3.1987,3.0791,3.6509,3.0791,3.8023,2.8877,3.9965,3.5887,3.9051,3.4804,3.3619,2.2901,3.9571,3.6612,3.1844,2.4649,1.8643,4.6165,3.8501,4.5868,3.2359,2.945,2.9984,3.7709
NFKB2,3.9041,2.004,1.9895,2.2813,2.0076,2.4306,2.6395,2.1702,3.6417,3.3421,3.0706,2.1606,2.2513,2.3843,2.7139,3.027,1.9675,1.7316,2.9413,1.4011,3.2526,1.6093,2.2842,3.0145,3.833,1.5366,3.4997,4.2526,2.2175,2.0638,3.3591,1.8879,4.4602,1.9786,2.8838,2.8199,2.6828,3.7867,4.9189,2.299,2.6019,2.8341,2.3222,2.7095,2.5683,1.9149,1.7446,2.7742,3.1294,4.3979,4.3744,2.233,2.971,2.6067,2.6715,3.6725,1.8564,5.0505,2.826,3.4765,2.3816,1.9264
NFKBIA,5.4503,4.8084,3.8944,3.6703,3.668,5.2758,4.847,3.9374,5.3886,6.6178,4.8202,4.4236,6.1285,4.9421,5.1784,5.3837,6.1102,4.2781,5.4486,3.5473,4.3931,5.3191,5.7426,5.0717,5.3751,4.3249,6.2707,6.2858,4.4377,4.848,5.067,4.1417,7.5921,5.6756,5.2958,5.243,5.1567,7.0481,4.847,4.838,4.6124,4.8167,5.1547,4.8294,4.865,4.2465,4.9084,4.6854,5.1887,6.546,6.2681,4.6815,4.5104,4.7587,4.3702,6.0577,5.2048,7.5163,4.1764,5.4263,4.9663,6.3315
NFKBIB,4.4771,3.3745,3.4971,3.4674,4.3213,3.8228,3.9608,4.0019,4.2609,3.7475,4.3017,3.47,3.5694,4.1302,4.3227,4.1086,3.8935,3.1685,4.3428,3.5274,4.0558,3.7486,3.772,3.6916,4.7645,3.421,4.0739,4.2111,3.7464,4.1652,4.6554,3.8136,3.5911,4.2126,3.9204,4.0662,3.863,4.3653,3.2018,3.836,3.8126,3.6486,4.2855,3.5839,4.1923,3.9147,3.9774,3.928,3.8167,4.4829,3.9308,4.0037,4.3646,3.8973,4.0584,3.6486,4.5405,4.1764,4.1628,4.391,3.9673,4.0935
NFKBIE,2.874,1.934,1.4652,2.0289,1.8918,2.1638,2.2051,1.6374,2.6161,2.6138,2.0604,1.7828,1.7229,2.4805,2.3788,2.9618,1.125,1.105,2.9186,1.7786,2.2513,1.3735,2.4831,3.245,4.3477,1.0079,3.7709,3.9261,1.2756,2.1476,3.7039,1.3454,5.2289,1.2394,2.609,2.5238,2.5924,3.6838,2.4465,2.5487,1.6093,2.3135,2.0111,2.9839,1.6785,0.9789,1.4911,2.6918,2.5163,4.4673,4.2661,1.3511,1.9226,3.1572,2.7029,3.5523,1.9377,5.2415,2.4908,3.9356,1.6187,1.412
NGF,1.5514,-3.3076,-0.5125,0.7999,0.5955,-2.2447,-0.1345,-1.0862,0.9191,2.4779,0.9568,0.3685,-0.5756,-0.5332,0.6517,-0.3566,0.346,0.2998,0.3115,1.0222,1.8801,-0.5332,-1.685,1.6785,0.4552,-1.7809,1.9264,-1.0862,-3.0469,0.1257,-0.3566,-0.3752,1.196,0.03,-0.9971,-0.6873,-1.9379,-0.7346,-0.6643,0.605,-0.3022,-0.0277,1.2209,-1.4305,1.3623,-0.5125,-0.8084,1.2875,0.5859,1.1447,0.0854,-0.2845,1.2085,1.4911,0.1124,-0.5125,0.1388,2.3816,0.4447,0.099,-0.7346,-0.3566
NGFR,0.6239,5.5373,0.4016,1.8564,4.3765,4.0046,4.0662,3.8935,4.3944,3.6861,6.0027,4.6764,2.9167,4.6071,4.7388,-0.1993,3.8739,-2.1779,6.7404,1.6512,0.8647,3.8993,5.691,4.8699,1.3846,3.3911,2.3871,4.6358,5.1102,4.1044,0.9419,4.8294,1.1897,3.7625,3.4517,3.9041,2.7183,0.9789,-0.1828,4.6364,3.1145,5.7629,3.1162,1.4962,4.6106,-1.6394,4.0515,1.1706,3.2541,-2.6349,1.692,2.7487,3.0808,5.2502,2.6043,1.4756,5.0955,1.0363,3.3119,1.8404,2.5213,3.2707
NKD1,-6.5064,-5.0116,-4.6082,-5.0116,-1.9379,-3.6259,-9.9658,-3.816,-2.9324,-3.0469,-3.3076,-3.816,-5.5735,-6.5064,-3.816,-5.0116,-4.035,-4.6082,-5.5735,-2.5479,-2.114,-4.2934,-4.6082,-5.5735,-6.5064,-5.5735,-4.2934,-2.6349,-4.2934,-5.5735,-3.6259,-4.6082,-3.6259,-9.9658,-3.0469,-3.458,-3.816,-4.2934,-3.3076,-3.458,-5.5735,-6.5064,-3.6259,-3.3076,-2.1779,-4.2934,-3.1714,-4.6082,-3.3076,-1.5522,-2.9324,-5.5735,-3.816,-3.1714,-5.5735,-2.6349,-5.0116,-5.0116,-5.5735,-4.035,-4.2934,-5.5735
NKD2,-0.5543,0.03,-0.1345,-1.3921,1.1833,1.4174,1.5902,1.2333,-1.1811,0.3796,2.2783,2.2082,0.4761,0.6425,0.8408,-0.7108,0.6969,-0.3752,0.4552,0.7916,-3.0469,-0.8084,-2.2447,0.9789,-2.5479,1.6187,-1.0862,1.5854,2.0325,0.3685,1.177,0.058,1.2992,-2.1779,0.2642,1.105,2.5413,3.8481,-1.3921,3.0842,2.2051,0.7999,4.7608,3.5249,2.1734,-2.114,0.346,-0.7346,-1.0262,-6.5064,2.0325,-0.2328,0.3573,2.0569,2.9032,0.6969,-1.1488,0.2762,4.0875,2.296,0.6239,0.1388
NLK,1.8996,3.0163,2.5213,1.787,1.787,2.3222,2.7594,1.6512,2.7205,4.1531,2.6918,2.4063,2.561,2.4035,1.9712,2.3704,2.4008,2.8779,2.5634,3.5009,3.5161,2.7249,2.0604,2.0776,3.6623,2.6255,3.8749,2.6161,1.7097,1.3454,3.8896,2.7249,2.753,2.8955,2.9784,3.2662,2.6255,2.3193,2.2901,2.7993,2.7205,1.9859,2.6624,1.2875,2.6624,2.3788,2.3423,4.3119,2.4623,2.2206,2.4225,2.7487,2.409,1.9452,1.3679,2.7422,2.8994,2.6348,1.9452,2.0878,2.4492,2.824
NLRC4,-3.6259,-1.3921,-2.114,-2.3884,-1.5522,-1.9942,-2.2447,-3.458,-1.0559,-1.5951,-1.5105,-3.1714,-1.7809,-3.1714,-3.458,-0.3383,-1.9379,-4.035,-2.4659,-3.6259,-1.5105,-3.3076,-2.8262,-1.8836,-1.8836,-1.7809,-2.1779,-2.3147,-3.458,-3.458,-1.7809,-1.685,-3.816,-1.0559,-2.2447,-0.9132,-1.8314,-2.8262,-0.6643,-2.5479,-1.8314,-3.6259,-2.8262,-0.8599,-2.7274,-2.9324,-3.458,-2.3884,-2.4659,1.5902,0.0854,-4.035,-1.685,-2.114,-2.2447,-1.5522,-2.7274,-1.8836,-3.3076,-2.2447,-3.0469,-2.5479
