gene_name,TCGA-A5-A1OH-01,TCGA-A5-A2K3-01,TCGA-A5-A2K4-01,TCGA-A5-A2K5-01,TCGA-A5-A2K7-01,TCGA-A5-A3LO-01,TCGA-A5-A3LP-01,TCGA-AJ-A23N-01,TCGA-AJ-A2QM-01,TCGA-AJ-A3BD-01,TCGA-AJ-A3BF-01,TCGA-AJ-A3BH-01,TCGA-AJ-A3BK-01,TCGA-AJ-A3EK-01,TCGA-AJ-A3NG-01,TCGA-AJ-A3OJ-01,TCGA-AJ-A3OK-01,TCGA-AJ-A3OL-01,TCGA-AJ-A3TW-01,TCGA-AX-A2HH-01,TCGA-AX-A3FS-01,TCGA-AX-A3FT-01,TCGA-AX-A3FV-01,TCGA-AX-A3FW-01,TCGA-AX-A3FX-01,TCGA-AX-A3FZ-01,TCGA-AX-A3G4-01,TCGA-AX-A3G8-01,TCGA-AX-A3G9-01,TCGA-AX-A3GI-01,TCGA-B5-A0JN-01,TCGA-B5-A0K9-01,TCGA-B5-A1MS-01,TCGA-B5-A1MW-01,TCGA-B5-A3FA-01,TCGA-B5-A3FB-01,TCGA-B5-A3FC-01,TCGA-B5-A3FD-01,TCGA-B5-A3FH-01,TCGA-B5-A3S1-01,TCGA-BG-A0MK-01,TCGA-BG-A3EW-01,TCGA-BG-A3PP-01,TCGA-BK-A0CA-01,TCGA-BK-A0CC-01,TCGA-BK-A139-01,TCGA-BK-A13B-01,TCGA-BK-A26L-01,TCGA-BS-A0V4-01,TCGA-BS-A0V7-01,TCGA-D1-A2G0-01,TCGA-D1-A3DA-01,TCGA-D1-A3DG-01,TCGA-D1-A3DH-01,TCGA-D1-A3JQ-01,TCGA-DF-A2KN-01,TCGA-DF-A2KU-01,TCGA-DF-A2KV-01,TCGA-DF-A2KZ-01,TCGA-DF-A2L0-01,TCGA-DI-A1BU-01,TCGA-DI-A2QT-01,TCGA-DI-A2QY-01,TCGA-E6-A2P8-01,TCGA-E6-A2P9-01,TCGA-EO-A1Y7-01,TCGA-EO-A22U-01,TCGA-EO-A22X-01,TCGA-EO-A22Y-01,TCGA-EO-A3AU-01,TCGA-EO-A3AV-01,TCGA-EO-A3AY-01,TCGA-EO-A3AZ-01,TCGA-EO-A3B0-01,TCGA-EO-A3B1-01,TCGA-EO-A3KU-01,TCGA-EO-A3KW-01,TCGA-EO-A3KX-01,TCGA-EO-A3L0-01,TCGA-EY-A1GL-01,TCGA-EY-A1GO-01,TCGA-EY-A1GP-01,TCGA-EY-A1GX-01,TCGA-EY-A210-01,TCGA-EY-A2ON-01,TCGA-EY-A2OO-01,TCGA-EY-A2OP-01,TCGA-EY-A2OQ-01,TCGA-EY-A3L3-01,TCGA-EY-A3QX-01,TCGA-FI-A2EY-01,TCGA-FI-A3PX-01,TCGA-H5-A2HR-01,TCGA-K6-A3WQ-01,TCGA-KP-A3VZ-01,TCGA-KP-A3W0-01,TCGA-KP-A3W1-01,TCGA-KP-A3W3-01,TCGA-KP-A3W4-01
KCNMA1,3.7345,4.1002,0.099,3.0706,2.2663,1.1833,2.6441,2.1247,1.2934,4.2158,1.6466,3.1604,1.9859,5.0304,3.981,2.6693,3.1294,1.2023,2.6873,5.7843,1.6281,2.7465,3.0808,-0.4131,1.2209,4.7872,4.3951,2.6895,0.1519,2.1444,0.7146,3.0774,0.9115,2.2872,2.5804,1.2992,1.683,-0.8339,2.2901,4.4189,2.299,1.6187,2.4544,3.22203035046,1.17376750229,2.98108578991,4.1579,2.05868317893,5.6476,5.1326,-0.1504,2.6019,3.027,1.3454,4.3449,4.6253,8.0243,4.8856,2.2901,2.6738,3.0481,1.8564,3.0463,3.0092,4.5479,0.4657,0.03,2.6579,1.6374,3.9792,0.6608,3.3647,3.8147,3.0859,5.9395,2.8014,0.7664,2.7051,1.4911,3.4971,-0.2159,3.7182,2.9186,2.5948,0.8647,2.2931,3.3605,0.679,4.7404,3.8788,-0.0277,-1.2481,2.6805,1.6327,5.0171,2.0183,2.6114,2.1147,2.2872
KCNMB1,0.537,-0.9686,-1.2142,1.1641,0.6517,0.2762,-2.3884,-0.8863,-2.0529,-1.4699,-2.4659,0.1903,-1.5105,1.1184,-0.1031,-0.0574,0.5955,-0.7346,-0.7834,-1.6394,-0.1345,0.5069,2.3193,-3.816,-0.1504,-2.5479,2.1444,-3.6259,-0.7108,-4.2934,-3.0469,-0.0574,-3.0469,-2.9324,-1.5105,-2.5479,-2.4659,-1.685,-3.0469,-1.7809,-2.7274,-1.3548,1.2209,-0.84682855104,-2.17785527137,-0.734558617842,-1.5105,-0.0724696482376,-1.7809,-2.8262,-3.6259,-1.8314,-2.9324,-1.685,-1.9942,0.8961,-0.2845,-1.0559,1.4547,-1.7809,-2.3147,-2.6349,-2.3147,1.7954,-2.0529,-4.035,-1.6394,-0.5973,0.9935,0.044,0.3685,-1.7322,0.9789,1.6785,0.517,-2.6349,-1.2481,-2.7274,-0.0877,-0.6193,-1.1811,0.6969,-4.6082,-0.5332,-2.3884,-0.4719,-3.458,-2.8262,-1.8314,-0.7834,-1.7809,-2.4659,-9.9658,-2.5479,-3.1714,0.7058,0.1257,-0.6416,-0.0277
KCNMB2,2.118,-4.2934,-2.1779,-6.5064,-3.458,-4.2934,-5.0116,-1.6394,-0.7834,-3.458,-1.0862,-1.0262,-6.5064,-1.7322,-2.114,1.4174,1.9073,-1.685,-2.2447,-3.816,-4.035,-3.0469,-4.6082,1.2992,-4.2934,-2.9324,-3.0469,-3.6259,-2.2447,-2.3884,-3.1714,-2.6349,-0.1504,-9.9658,-4.035,0.2522,-9.9658,-1.7809,-1.8836,-0.5125,-0.6873,-0.9406,-5.0116,1.99313001052,2.24364279742,0.953055320644,-0.1345,1.53656236832,-1.2142,-9.9658,-5.5735,-2.2447,-3.816,-4.6082,-0.9686,-2.1779,-6.5064,-2.9324,-3.458,-9.9658,-2.3884,-4.035,-0.6193,-5.5735,3.2632,-4.2934,-3.0469,-2.3884,-0.7834,0.1257,-1.5105,-9.9658,-9.9658,-3.3076,-1.7809,0.1519,-0.1993,-1.685,-2.5479,-2.1779,-4.035,-1.2142,-3.0469,2.496,-2.3884,-2.0529,-0.0277,2.3308,-0.9132,1.2271,-2.3147,0.0158,-3.458,1.5465,2.4701,-0.7588,-5.0116,-1.8836,-1.4305
KCNMB3,1.8404,0.8164,0.5666,1.5465,0.2998,0.03,-0.3383,0.2762,-0.2671,1.0711,0.7407,-0.394,-0.8599,0.5859,-0.1828,-0.4521,0.5069,0.8568,0.9716,0.9568,-0.2328,0.3231,-0.1828,1.4704,1.8879,0.537,1.8879,-0.7834,-0.1665,1.3791,-0.0725,0.3346,0.2762,-1.1172,-0.013,-0.8339,-0.9132,1.2271,0.8961,-0.2671,0.099,0.4233,0.346,0.619186251393,1.20223775779,1.63041194636,-1.9379,0.864697838889,1.4704,3.5035,0.0854,-0.0877,1.7053,1.7702,1.1641,0.2029,0.7233,0.5859,-0.6416,2.8137,1.4441,0.6425,2.4544,0.2029,0.1519,0.7664,-0.0425,0.679,0.8327,-0.8863,1.2516,0.0014,0.3115,0.605,-0.2328,1.2815,1.9415,0.2762,0.6608,-1.8836,0.6608,0.9343,0.4552,2.0673,-0.013,-0.2845,0.9038,-0.3383,0.688,2.1476,1.5216,2.9747,1.6649,1.4065,1.7141,0.8568,1.2147,1.9895,1.2576
KCNMB4,2.6895,-2.9324,-1.1172,-3.458,-1.0862,-1.8314,1.7053,1.9073,-1.9379,1.7185,3.7182,-2.4659,-1.4305,2.1574,1.1382,0.605,0.1124,-0.5332,-3.0469,-1.1488,1.7702,-2.6349,0.5666,-4.035,-1.9942,-1.3183,1.1706,-2.6349,1.5612,-1.9942,-1.6394,-3.458,2.0946,0.5955,1.9149,-1.5105,0.7493,-1.685,-4.035,2.3222,1.884,-2.3147,-1.5105,-0.522825847374,-0.241293970165,-0.232725997521,-3.3076,0.71020144627,-1.0262,1.125,1.1833,0.9115,1.9712,0.517,1.0363,-0.8339,-3.0469,-1.8314,-0.6416,-2.5479,2.5948,-0.6873,1.5998,1.7446,-3.816,-2.9324,1.3283,0.3115,1.5165,-1.8836,-1.9379,-3.6259,-2.3884,2.7422,-2.2447,1.9377,0.1776,0.4447,-2.5479,2.0638,5.6617,1.3735,-3.1714,-1.4305,-1.0862,2.1378,-0.394,-0.9971,3.4061,0.6699,-3.458,1.7185,-0.8339,1.6558,1.6327,-1.2481,-1.685,0.7493,1.7575
KCNU1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.3884,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-3.81600457548,-4.6082,-3.04688850701,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.6259,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.906,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658
KDR,2.4908,-1.0262,2.0844,-1.2481,0.8647,0.9568,1.3051,1.412,1.2516,0.2277,1.7575,1.0915,-0.0425,2.2206,2.1957,1.2455,3.091,1.8242,0.2154,1.3454,1.0642,0.7233,0.2998,-0.1031,1.4808,1.105,3.154,-0.8084,0.4233,1.2576,0.547,0.9789,1.7009,1.5366,0.8726,0.6517,1.6558,1.3511,1.3956,1.1316,2.1476,3.0944,0.1903,1.79325465302,1.80777697479,2.79720692725,1.3167,2.91187467082,-0.7588,-1.685,0.1648,3.5009,0.9343,0.6425,1.4388,1.6649,-1.685,0.4125,2.6325,-2.6349,0.9493,0.6517,0.1388,1.0151,0.9935,-0.4719,0.537,0.9716,1.4808,2.2931,1.1382,-1.6394,-2.1779,0.1776,2.1345,0.7233,1.3109,0.2154,0.9789,1.0007,0.5568,2.9839,1.2576,-0.8599,2.3536,3.0723,0.7407,0.7916,2.1147,0.6145,-0.8339,2.2693,-1.3183,1.1117,0.6699,0.9716,1.6093,1.7828,2.8158
KIDINS220,3.4945,0.8164,3.6804,0.3796,2.5238,3.3911,3.1765,4.4764,4.664,1.7532,3.8126,3.325,2.4908,3.4907,4.9275,3.1327,2.8502,4.4054,2.4805,5.0237,4.2661,3.3605,2.5137,3.7667,2.7249,4.6759,3.1393,1.4704,3.4464,3.9506,4.1335,3.4661,3.7248,4.3009,3.2096,3.2707,2.5413,1.7912,3.4116,3.8571,2.8137,4.4054,3.7846,4.99279523091,4.68097851025,5.15205639026,2.6325,5.7948205313,-0.9686,0.3231,1.9264,3.7291,2.8955,3.1442,3.6301,2.7422,1.6045,2.2113,2.4518,0.0014,2.9109,1.8404,3.1028,3.1955,3.4958,2.6232,2.8661,2.8462,3.6359,3.3321,2.3926,0.0014,0.1519,3.5682,4.3406,3.838,3.7656,3.6905,3.3264,3.0961,3.8847,4.4101,3.4411,2.8178,2.7422,4.1748,3.9289,4.4919,4.034,3.4451,0.537,3.9232,-1.6394,3.8769,3.871,3.9938,2.5585,4.1351,4.3328
KIF3A,1.3051,-0.0725,2.0218,0.8246,0.6145,0.5666,1.8201,1.6374,1.9712,0.9419,1.6045,1.0151,0.4761,1.7097,2.8974,1.3901,1.8604,1.8444,1.2576,1.9073,2.5972,1.412,2.118,0.9419,0.7832,0.5955,1.2516,0.8647,1.0503,2.4035,1.46,2.2082,2.4306,1.4228,1.7532,1.7229,1.5165,0.5069,2.7551,1.614,2.876,2.3816,2.2543,4.1010446134,2.64179569676,2.53005575843,1.1447,2.25884135126,-0.7346,-1.3183,0.5069,1.3454,1.4174,1.7828,2.8799,1.9188,0.5859,0.5069,0.4552,-1.8314,1.4652,0.6517,1.2209,1.4859,2.6185,0.9343,2.1213,1.1184,2.4198,1.2576,0.2642,0.7321,1.0847,1.1512,1.7316,1.6604,0.8488,1.8444,1.1897,0.8883,1.3791,1.4808,2.043,0.7407,1.9786,2.1444,1.5465,2.5213,2.2175,0.7493,0.4761,2.5852,0.7058,1.6512,2.0218,1.6234,-0.013,1.1577,2.2663
KIF7,3.0995,-1.3548,-0.1345,-1.685,2.2813,0.4016,0.3907,1.7954,1.7575,1.3679,2.9375,-0.5543,0.8488,-1.0862,1.1447,0.2029,0.346,3.1212,1.4335,1.5902,2.7007,1.7995,-1.685,0.2277,2.1509,2.6647,3.1572,-1.3548,-1.1488,2.6325,1.9377,-0.1345,2.6185,1.5998,1.736,1.7575,1.766,2.5061,0.2881,2.6738,0.0158,0.8647,0.2642,0.282162563109,1.00788122084,0.39062000954,-0.0877,1.23325066424,0.2881,2.2513,-1.2481,-1.7322,2.3871,1.5415,1.8404,-0.4325,-0.7108,1.3167,-0.1187,-0.9132,2.2633,0.0014,2.9875,1.6875,-0.2498,0.2642,0.1648,2.1988,-0.4521,0.4552,0.537,-0.4521,0.3796,0.1903,1.5266,2.7051,-1.2481,2.2482,1.412,-0.2845,0.3573,1.2934,1.8722,1.8078,-0.8339,0.8246,1.6466,1.3109,2.5288,1.4281,1.7097,2.1988,2.0465,1.6604,1.787,0.537,-1.3548,1.9226,0.6332
KIT,0.8327,-2.6349,-0.8339,-2.5479,-2.6349,-1.3921,0.2154,-0.3383,1.9034,-2.5479,-0.7588,-1.3921,-2.7274,-1.7322,-2.2447,-0.8339,1.0503,0.8488,-4.6082,0.5666,-2.6349,-0.1031,4.3827,-5.0116,-1.1811,3.9002,-0.6193,-5.0116,-3.458,-1.2828,1.4808,-1.8314,-0.7346,-1.3921,-2.2447,-1.8836,-2.3147,-1.4699,-1.685,1.1316,0.3346,0.7999,-0.2159,-0.997080434101,2.27229897454,0.1388314718,0.7493,1.30508803987,-9.9658,-1.3921,-1.4699,0.1519,1.7185,1.6695,-0.3566,-1.4699,-4.6082,-1.9942,1.0363,-3.816,-2.7274,-2.5479,-1.5951,-0.1187,-0.6193,0.434,2.876,-2.4659,-0.9971,0.4016,-3.3076,-3.816,-4.035,-0.0277,0.6517,-0.1187,-1.7809,-0.6193,-2.7274,1.2085,-0.4719,0.9115,1.0847,1.0363,-0.6643,0.8961,0.2998,0.5069,1.6785,-2.2447,-1.5105,-0.1665,-6.5064,0.0014,0.7579,-1.8836,-1.4699,-0.5332,1.2696
KITLG,2.6441,-1.1488,1.9564,-2.4659,1.0573,2.376,2.7615,0.0718,3.3787,0.7916,-0.5125,1.2455,-0.5973,0.5955,0.7579,2.3816,1.9859,1.3225,-1.685,1.6695,1.6512,5.7769,-2.8262,0.9642,0.3685,0.1388,0.9191,-0.3566,0.7916,-0.0725,2.4727,-0.6193,1.0079,3.2002,1.412,1.6045,0.1903,0.5859,0.5568,2.9413,0.6145,4.1376,0.3115,2.82292672756,7.23643052258,4.13715865874,2.3135,2.69733484449,-1.5522,-1.0262,4.1069,3.091,2.4779,-1.9942,0.6969,2.2813,-0.5756,-0.0877,1.3567,-0.6416,-0.3201,2.4701,0.6699,-0.1345,1.8683,1.6187,1.5758,0.9115,0.7664,2.7951,5.1989,-1.685,2.4934,1.5514,1.736,0.099,-0.5125,1.3567,0.3573,1.3567,2.6185,3.2929,0.688,-0.1345,0.3685,2.4171,2.1734,-0.0574,-0.3201,2.7117,1.1447,-0.4131,-3.1714,0.6145,-0.8863,-1.0862,0.1903,-0.1187,2.1047
KLF2,1.614,3.1344,1.0293,1.196,1.8722,1.8201,0.4125,1.6964,2.5163,1.9601,1.5514,0.2762,2.0569,2.0535,1.9302,1.7617,4.6899,2.2206,0.6239,0.7233,1.1316,2.7422,1.6604,0.8647,1.9226,-1.0262,2.9984,0.3573,0.2642,-0.8339,0.7748,1.5612,1.5902,1.5514,1.5998,0.434,2.9581,2.3019,1.2516,0.4016,3.0038,1.1897,0.8408,0.692435361832,0.68794312988,-0.543711425837,1.9226,-0.586372484603,2.59,4.3328,2.2603,2.4035,2.1345,-0.1031,1.2815,2.7763,2.5388,1.8444,2.2421,0.6425,2.1862,-0.2328,1.3623,2.5756,1.1117,0.4761,1.674,2.0569,1.9601,1.9564,2.0289,0.3685,2.5036,1.5661,1.9302,0.3346,0.9716,0.4967,1.934,2.1247,1.7995,2.9674,1.4547,1.7273,1.4494,2.7465,-0.5973,1.1706,1.3167,0.6425,0.9642,-0.2159,1.2271,1.0079,-0.1504,1.9712,2.6441,1.0573,2.5137
KLF4,1.7009,0.3573,3.3206,-0.0277,3.1507,4.3349,3.5424,1.7053,3.9393,1.2516,1.6964,2.6715,0.8961,2.7763,4.0722,1.4065,3.1458,2.9948,0.517,4.5994,0.8568,3.2328,4.4608,2.1702,1.2394,4.6468,1.2992,1.0711,2.6348,2.1345,0.6969,1.816,2.2901,3.6207,2.3451,3.421,2.8361,0.7321,3.242,3.402,2.6371,2.3451,2.1734,2.62083563518,5.26532123838,1.72289058244,3.1011,1.3873890341,0.6699,1.2756,1.3454,3.6006,2.3564,1.4441,3.2096,3.9468,1.2696,1.8722,2.1766,-2.7274,1.8957,0.8883,0.099,3.6905,1.8564,0.9343,3.573,3.2692,3.0463,4.7919,3.492,1.7912,1.5366,1.5854,0.4657,1.949,1.0222,3.7453,2.5948,5.7629,0.2522,3.8739,3.5349,1.2333,-0.1187,2.9394,3.981,1.5998,-0.3752,2.876,-2.2447,-0.7834,0.7321,0.8568,3.4752,2.5462,1.5465,1.3791,2.6114
KNG1,-5.5735,-5.5735,-4.035,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.0469,-3.6259,-9.9658,-9.9658,-9.9658,-5.5735,-2.6349,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-2.9324,-9.9658,-5.0116,-4.60819860798,1.47821064747,-3.04693558272,-9.9658,-3.17134204255,-9.9658,-9.9658,-3.6259,-4.6082,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,-9.9658,-4.6082,-3.0469,1.9895,1.4441,-3.458,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.035,-4.6082,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,6.0902,1.6785,-0.8084,-6.5064,-9.9658,-5.5735,-9.9658,0.7916,-9.9658,0.1388,-0.6193,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658
KRAS,4.0584,1.7229,3.1685,1.5661,2.4753,3.7269,2.2051,3.652,2.8701,3.3307,7.4041,3.3321,1.9564,3.7269,3.4984,3.4661,2.3106,3.1939,3.1749,3.5299,3.3869,2.5011,3.8208,2.7742,2.0638,4.5754,2.3019,2.4805,3.1212,3.3703,3.7688,3.2018,2.4439,2.8955,3.0481,3.38,2.7993,2.7379,3.6405,3.5875,3.1426,3.2692,3.3407,4.33742379065,4.71953733156,5.21631386729,3.2049,4.90744249709,0.2642,0.547,2.7292,3.1717,3.4971,3.1393,2.8522,3.2065,1.9111,2.5462,2.3926,1.2085,3.3421,2.1798,2.496,3.5791,3.2034,2.4934,3.1458,2.8341,3.1426,3.5608,2.6232,1.5216,1.3511,3.3148,4.4706,3.4765,3.0893,3.2405,2.8701,2.5948,3.5009,3.4933,2.8819,2.2723,2.6067,3.6838,3.3177,3.3119,4.0118,3.1442,1.2455,4.1668,1.5998,3.1844,3.6463,2.6693,1.9188,2.7379,3.2065
KRIT1,4.0454,1.0711,3.9393,1.6964,2.8482,4.1036,3.1045,3.002,3.6254,1.8036,3.4739,3.1653,2.2543,3.6714,4.5249,2.9319,2.7422,3.838,3.2343,3.6324,4.001,3.5161,3.4713,3.3591,3.5766,4.0782,3.5149,0.4233,3.2096,4.4162,2.7551,3.6612,3.9374,3.3076,3.0637,3.3364,2.4753,3.186,3.2481,3.3017,3.2002,3.4116,2.945,4.49894101575,4.36039725856,3.90650295023,2.6114,4.35657348158,-0.0877,0.547,2.0946,2.7636,3.7699,2.9071,3.8054,3.1294,2.1734,2.6395,1.9931,-1.1488,3.3966,2.7465,2.8137,3.1245,3.5287,3.4674,3.3105,2.8955,3.1971,3.0995,2.8076,0.6332,-0.8599,2.945,3.325,2.9281,3.0602,3.8905,2.9319,3.2282,3.4596,4.235,3.837,2.6693,2.6043,3.2915,3.154,2.9911,4.696,3.4648,2.3677,3.7072,1.1897,3.6827,4.6514,3.8601,3.3647,3.6771,3.8105
KRT10,4.7372,3.5274,2.4518,4.4719,3.5124,2.4649,3.7783,3.1717,3.4251,4.2472,2.1411,2.7487,3.3003,3.1572,3.5174,3.9901,4.1652,4.9007,2.5683,2.971,3.716,4.1145,4.0162,3.0498,3.2826,3.66,2.9784,4.149,4.435,3.6928,5.4135,3.1924,5.3395,3.222,3.7678,2.4252,4.0943,4.5199,2.6208,3.5887,3.4034,2.8897,3.1294,2.33513688835,1.81389430661,1.20541104338,4.3435,1.90535820693,3.5766,3.0842,4.597,3.907,4.018,2.3106,3.4061,3.7836,3.9719,4.251,4.2072,4.2803,4.2373,2.7594,4.6195,3.0944,3.074,3.0774,3.8531,3.9051,2.8602,7.4987,2.9507,3.1797,3.8033,2.3164,3.5547,4.2389,3.6872,4.1555,3.7105,3.695,4.3814,4.3625,3.8075,2.9875,3.1971,4.0366,3.2602,2.0912,4.8279,3.8157,4.866,3.5875,3.4318,4.4013,4.0773,2.4805,2.8381,4.4848,3.2328
KRT12,-1.685,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-2.2447,-9.9658,1.949,-6.5064,-9.9658,-9.9658,-2.9324,-6.5064,-6.5064,-5.0116,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-1.8836,-4.035,-4.6082,-5.5735,-1.7809,-9.9658,-9.9658,-3.0469,-4.44219525251,1.8682641099,-6.5064,-5.26536511837,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-2.6349,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,1.0779,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-3.1714,-6.5064,1.0007,-9.9658,-6.5064,-9.9658,-9.9658
KRT13,-0.2498,3.6018,-9.9658,-9.9658,-1.8836,1.3454,-4.2934,-1.7322,-2.7274,-0.4921,0.1257,1.1382,3.0252,-3.1714,1.0983,-2.0529,-2.1779,5.0396,-0.4131,2.1957,4.6142,1.3791,-9.9658,-3.1714,-3.816,-9.9658,-0.4521,-0.0877,3.1095,-2.7274,-0.0425,-0.4131,4.7404,-1.7809,-3.3076,-1.3548,-4.035,-1.3183,4.6651,0.9191,2.3981,-2.7274,-1.6394,1.78077207238,-0.9971000907,-1.83133071697,1.6964,-1.23106349675,-5.0116,-2.5479,5.5889,1.125,2.8402,-9.9658,1.9415,-0.3566,-4.6082,-1.3548,-0.4131,-2.7274,-0.7588,-2.6349,2.6395,3.5669,-4.6082,-9.9658,5.4047,-2.6349,-0.394,3.8778,0.2154,4.2366,2.2543,0.0014,3.2389,-3.1714,-3.6259,1.0642,-2.5479,1.736,-2.3147,-0.5332,1.7185,-6.5064,-5.5735,2.5634,-1.5951,-3.1714,-2.3147,0.0158,2.6984,-3.816,2.0289,0.1124,-0.2159,-5.5735,-9.9658,-0.6416,-5.0116
KRT14,-0.0877,-4.6082,-1.5522,0.3573,-0.2671,0.4125,-6.5064,-0.5332,-5.5735,-1.0559,0.6699,-9.9658,0.0158,-9.9658,1.6964,-5.5735,-6.5064,3.8876,-3.816,4.1036,9.0802,-3.3076,-4.2934,-4.6082,-4.6082,-6.5064,-9.9658,1.9111,3.7804,-0.4921,-1.6394,-3.1714,1.5902,6.2422,-1.0862,-2.8262,-1.6394,-2.9324,-0.8863,0.7579,-1.7322,-6.5064,-5.5735,-1.4500824604,-0.452084126019,-4.03502620104,3.0234,-0.821093660864,-1.5105,1.9527,-0.8863,0.5763,0.0014,-3.3076,0.3907,-2.0529,-3.6259,-3.458,-1.1811,-4.2934,-5.5735,-2.0529,0.5666,1.196,-3.6259,-9.9658,3.421,-3.1714,-1.3183,6.4189,-1.685,2.5852,-5.0116,-3.1714,-0.394,-1.3183,-0.8339,-3.458,-3.6259,4.7082,-3.816,-1.9379,-0.5756,-2.114,-2.6349,2.0254,-0.4325,2.1345,-2.8262,-4.6082,-2.1779,-4.6082,2.7183,-2.9324,3.1813,-3.0469,-9.9658,4.4582,0.346
KRT15,-1.0262,-1.9942,0.434,1.8444,2.1345,2.971,2.1378,0.5568,4.1392,2.9911,2.0465,3.5187,1.7141,0.7664,6.8198,-0.2845,-0.0574,4.97,3.1892,1.5514,2.9784,2.5561,-3.3076,-2.1779,-0.5332,-9.9658,-0.7346,3.5547,4.5367,2.1013,2.2783,1.5013,2.3479,7.1228,2.3451,-0.8339,-3.3076,0.5763,2.7931,4.0136,1.9859,0.1648,-1.3548,0.880498466899,0.071779525888,-1.83132751365,2.7007,0.0579906311841,2.0111,0.1903,3.8769,2.93,4.3463,0.5955,2.4359,0.7832,-2.6349,1.683,2.5036,0.3685,3.0127,1.3623,3.1228,6.2205,-0.5756,0.5666,3.3633,1.0293,0.3573,4.3793,2.1734,1.8036,3.9384,1.3623,1.7316,0.9038,0.4233,-0.1665,0.4761,3.5349,3.3952,1.7273,-0.0725,0.3346,1.5366,3.0463,6.3922,-2.6349,-0.8084,5.1165,3.3017,-1.6394,0.8246,2.7422,0.9115,0.7058,0.0158,2.6828,0.4552
KRT16,-3.0469,-5.5735,0.9493,-0.5973,3.1212,5.4239,3.3047,0.1257,3.3206,0.3796,4.8345,2.1798,4.347,-2.0529,5.3519,0.8082,-0.0574,5.3569,-0.6643,8.619,3.4997,2.9562,-2.9324,-3.0469,-3.458,-9.9658,-1.685,7.326,5.4803,0.9268,-1.9379,4.433,0.2642,8.1734,2.2573,-0.2498,-1.9942,-1.1172,4.7033,-0.3752,3.6463,-0.6193,-0.9132,0.899910909224,-0.873014693985,-1.51044477268,5.9598,-1.19759052123,1.7097,1.9302,3.0056,3.4778,0.1124,-1.3183,-2.114,1.683,-3.458,0.1776,2.0776,0.8961,-0.2159,2.0878,-0.8339,6.5468,-2.8262,-2.9324,4.7192,-2.2447,-0.7588,10.1018,2.971,5.2056,1.8444,-5.0116,-1.5522,3.011,2.1114,0.6425,0.7916,11.2182,-1.1172,3.1491,0.9343,-3.0469,-2.3884,3.1939,4.8992,-0.5332,-9.9658,-0.4921,0.1257,-9.9658,3.38,-1.5951,1.7489,3.3235,-2.3884,1.595,-2.9324
