gene_name,TCGA-OR-A5J2-01,TCGA-OR-A5J3-01,TCGA-OR-A5J6-01,TCGA-OR-A5J7-01,TCGA-OR-A5J8-01,TCGA-OR-A5J9-01,TCGA-OR-A5JA-01,TCGA-OR-A5JP-01,TCGA-OR-A5JR-01,TCGA-OR-A5JS-01,TCGA-OR-A5JT-01,TCGA-OR-A5JV-01,TCGA-OR-A5JW-01,TCGA-OR-A5JY-01,TCGA-OR-A5JZ-01,TCGA-OR-A5K0-01,TCGA-OR-A5K1-01,TCGA-OR-A5K3-01,TCGA-OR-A5K4-01,TCGA-OR-A5K5-01,TCGA-OR-A5K6-01,TCGA-OR-A5K8-01,TCGA-OR-A5KO-01,TCGA-OR-A5KU-01,TCGA-OR-A5KW-01,TCGA-OR-A5KX-01,TCGA-OR-A5KY-01,TCGA-OR-A5KZ-01,TCGA-OR-A5LD-01,TCGA-OR-A5LG-01,TCGA-OR-A5LH-01,TCGA-OR-A5LJ-01,TCGA-OR-A5LK-01,TCGA-OR-A5LL-01,TCGA-OR-A5LM-01,TCGA-OR-A5LN-01,TCGA-OR-A5LO-01,TCGA-OR-A5LP-01,TCGA-OR-A5LS-01,TCGA-OR-A5LT-01,TCGA-OU-A5PI-01,TCGA-PA-A5YG-01,TCGA-PK-A5H8-01,TCGA-PK-A5H9-01,TCGA-PK-A5HA-01
MED14,2.8602,2.5313,1.6045,2.3337,3.2343,2.2051,3.4596,2.0076,3.0127,3.603,2.9488,3.5312,2.9281,3.1311,3.9728,2.5731,3.1344,1.3167,3.9022,1.5612,2.1988,2.1476,3.8033,2.7183,3.9543,2.876,2.3077,3.1475,0.4233,2.561,3.2374,3.4778,1.7912,3.0446,2.2813,1.3623,3.7741,2.9544,2.7249,2.1702,3.1195,3.3336,3.1045,3.4817,2.1862
MED16,4.4417,5.845,5.9402,5.5274,5.7013,6.3427,5.8319,6.7943,5.429,4.8455,5.2854,4.162,4.9477,5.2407,5.0054,6.2512,5.3954,6.1603,5.8834,6.7097,5.4473,6.0547,5.79,6.2495,6.0586,6.9364,5.6186,6.052,5.8051,5.5901,5.4793,3.9561,6.0023,4.5236,5.9616,5.3363,5.5018,5.3806,5.2791,5.7586,3.8581,4.9552,5.8316,5.1899,5.8276
MED17,3.3521,2.5561,2.8462,3.1797,3.0568,2.0707,2.5163,2.6161,3.0056,3.3235,3.242,3.2251,3.345,3.2096,3.7149,3.3773,2.5011,1.7617,3.287,3.2466,2.2513,1.7954,3.3828,3.4881,2.8442,3.3206,3.2662,4.0593,1.6327,3.1813,2.3106,3.0181,2.0465,4.2281,2.6185,1.884,2.8858,3.2267,3.1442,2.6278,3.7127,3.0323,2.7993,3.9421,2.7227
MED24,4.6089,4.8846,5.2739,3.6148,5.81,5.1461,4.9137,5.5781,4.6628,4.0541,4.9341,4.3992,4.1376,5.2574,4.7777,5.9289,5.1052,4.5217,5.2188,5.3934,5.6795,4.3177,4.7965,4.7861,4.5249,5.7099,3.9691,5.6059,5.7774,5.0229,4.6376,4.9755,4.3889,5.3427,4.858,5.0059,2.6371,4.3126,4.1335,6.007,3.4424,4.0977,5.3726,4.8243,4.3625
MED27,3.9346,3.652,2.9507,4.4189,4.3378,5.5744,4.5423,5.1559,3.1179,4.1285,3.4907,3.7518,4.2766,3.6759,3.2065,4.5318,3.4156,2.9281,3.9079,4.858,4.232,4.0419,4.4223,3.9204,3.7291,3.7248,5.4456,4.3177,3.7699,4.2442,3.8431,4.756,2.4985,3.5523,3.1781,2.5036,4.048,3.1908,4.7603,3.6266,4.7209,3.2929,3.3938,3.335,3.4971
MED30,2.1444,1.334,2.8096,1.6695,2.8916,3.5572,2.2813,2.2633,2.6138,2.5852,3.47,2.6533,2.1114,2.6487,2.7679,2.6556,2.9747,1.0363,3.9691,2.2452,2.9984,1.674,3.5161,2.0218,2.6067,3.5718,1.1382,4.2676,0.5763,2.3871,2.5112,2.6984,1.3511,2.2663,2.0912,2.3508,2.3222,1.7403,1.7053,2.1313,1.7575,2.1734,2.7422,3.4726,2.2753
MED4,4.7788,4.3834,4.5614,3.5899,4.7825,5.2196,4.7788,4.8973,4.6485,4.5577,4.5675,4.5826,4.1652,4.3979,4.6189,4.585,4.7735,3.7656,5.1314,4.1086,5.3406,4.8535,5.406,3.3869,5.3374,5.0514,4.7971,4.4067,4.1409,5.0409,4.664,4.7055,3.0688,4.6059,4.9883,3.6793,4.1506,4.2661,3.3105,4.4634,4.2847,4.3841,4.8375,4.917,4.1252
MEF2A,3.1145,3.1162,2.5363,2.2051,3.7061,3.6474,3.3856,3.0876,3.2112,3.6301,3.2158,4.1915,3.6883,3.3773,3.3163,2.5683,2.9488,2.2144,3.5224,2.1509,3.0056,2.1766,2.9413,3.055,3.7302,2.3926,3.3842,3.2692,1.2147,2.6208,3.2526,2.9205,2.7336,3.7324,3.0688,2.5011,2.4198,3.1245,2.3479,2.5487,2.9674,3.3675,2.9674,3.6136,2.5511
MEF2B,-1.4699,0.1388,5.4266,-0.0877,0.8647,0.3573,-0.9971,-0.8863,0.2154,-1.1811,2.1147,-1.0559,-0.3752,-1.0862,2.8076,0.9642,2.6715,2.9966,4.2862,1.2992,-0.8084,1.595,2.8321,0.058,-0.5543,1.334,-0.6643,1.1706,1.9149,-1.6394,-0.6193,0.9862,-0.4921,0.044,-0.6416,-0.4921,-1.6394,-0.7588,-0.4921,0.7407,-0.7346,-1.4699,4.6787,-1.8314,-0.1187
MEF2C,2.5188,0.2154,3.6463,1.642,3.0481,3.6566,2.1766,3.5947,4.3335,2.299,4.6938,4.8095,4.0136,3.2632,3.9829,3.0411,3.7888,1.816,4.6588,2.909,2.1734,1.9452,3.074,3.3364,1.9895,2.4306,2.233,3.8788,3.2929,3.9543,3.1145,0.3796,3.002,4.5367,2.4063,2.561,2.2693,4.1086,2.5487,1.8201,2.376,4.506,3.5473,4.0488,2.0147
MEF2D,5.2672,3.4075,2.6067,4.0765,3.5706,4.2736,3.6148,3.9746,3.8749,4.5047,3.773,4.5838,4.0401,4.2929,3.6827,4.6977,3.0602,2.7073,3.9691,4.1368,3.6939,2.4359,3.3407,3.1245,3.402,3.4609,3.5596,3.5584,2.7161,4.1194,3.6759,3.0056,3.0533,3.9002,3.9118,3.2236,4.6949,4.3177,3.6782,2.5683,4.6,3.9308,3.0842,3.8571,4.8987
MEFV,-4.6082,-3.816,-3.0469,-6.5064,-1.3921,-4.6082,-3.458,-5.5735,-5.0116,-4.2934,-5.5735,-1.685,-3.6259,-4.6082,-5.5735,-5.0116,-9.9658,-6.5064,-6.5064,-5.0116,-4.6082,-6.5064,-6.5064,-5.5735,-4.2934,-4.6082,-4.6082,-5.0116,-5.0116,-4.2934,-3.816,-3.6259,-5.5735,-4.035,-3.816,-5.0116,-4.6082,-3.1714,-3.3076,-5.0116,-4.035,-3.1714,-2.5479,-2.7274,-2.7274
MEGF8,2.8661,4.3342,3.5224,3.7992,2.8462,3.9617,3.5863,3.2034,2.9875,2.753,1.8643,1.7828,3.3731,3.9608,1.2147,3.9108,1.3167,2.409,2.3479,2.5972,2.9148,2.4571,3.7443,3.1765,3.2282,3.2359,3.1475,2.8361,1.8363,1.5366,2.3788,3.6195,1.6093,2.0912,1.8484,0.099,3.5187,3.5086,4.1203,2.7357,3.1876,2.4144,2.9205,3.7356,2.1147
MET,0.3346,0.044,-1.4305,-1.4305,-1.1811,0.679,-1.4699,-1.6394,3.2587,-1.3183,1.674,-0.1031,-0.1828,2.7487,-0.013,1.1184,0.058,-0.4131,0.517,-4.035,-2.2447,-0.3022,-0.3022,-0.7834,-0.1031,-1.2142,-0.9686,-1.3921,-2.1779,-1.5105,1.0363,-0.1031,0.6969,-2.5479,-0.5973,1.692,-0.1031,3.7625,-0.1345,1.1706,0.688,1.0007,-1.4305,2.0604,-0.013
MFN1,3.6543,2.6418,1.4494,3.027,2.3843,2.376,2.3508,1.6785,3.2737,2.5658,2.3423,3.8198,2.6067,2.5011,2.6984,2.1509,2.0979,1.4859,2.874,2.5413,2.5363,1.4808,3.9156,2.496,2.0912,2.8936,2.233,3.1228,1.4281,2.2299,2.4386,3.9874,2.1509,3.1344,2.3193,1.6649,2.8542,2.9205,3.6172,2.7742,3.9496,3.4997,2.9013,3.2692,2.6647
MFN2,5.248,4.1523,4.7856,4.2906,4.8167,4.2103,4.4945,4.5681,4.8043,4.1628,4.7825,4.1498,3.7028,5.1371,4.2803,5.3209,4.2503,4.1788,5.0,4.3848,3.7464,3.0961,3.8391,4.0969,3.9261,3.4277,4.2743,4.4951,3.3321,3.4061,4.3827,3.9412,3.186,3.4517,3.7083,2.8858,3.6983,4.6725,3.928,3.4868,4.1069,4.4263,4.0713,5.2048,3.7529
MFNG,1.9415,0.7058,2.8442,1.5514,3.6113,1.7786,0.8726,0.679,1.5064,1.3846,1.0573,2.9875,1.4281,1.3283,2.2206,-0.0725,2.2082,0.7916,0.3685,1.0151,1.5316,0.4967,0.6145,0.6699,1.3109,2.0395,1.4441,1.7702,0.5666,2.1313,2.0004,1.7141,1.884,0.1124,0.8805,1.2576,0.2154,2.2931,0.7233,-0.1665,1.0433,2.6984,1.8282,1.9931,2.6441
MGRN1,4.8729,4.9892,4.1604,3.795,3.9468,4.9132,4.834,5.1014,5.5407,4.8812,5.6197,5.2634,5.1227,4.6628,6.1014,4.9251,5.4357,4.2281,5.9315,4.677,4.2173,4.0679,5.3427,5.1416,5.0597,4.306,4.6668,4.8934,4.208,3.4451,4.2706,3.9636,3.1045,4.4706,4.4216,3.6077,3.8208,4.84,4.6445,4.3639,4.9792,4.6662,5.1843,5.4838,4.3702
MICOS10-NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIOS,2.9394,4.3413,2.0673,2.4439,2.5388,1.9749,3.5839,1.7185,3.7421,2.5658,2.8562,4.7214,5.2442,3.2511,2.236,2.5011,2.3843,2.9413,2.5924,2.4439,2.909,3.5947,4.6866,6.2685,3.3535,2.0673,2.2237,2.4701,1.0079,2.1894,3.9534,2.676,1.9415,3.1062,3.0145,1.5806,3.1971,4.2958,4.5717,3.8876,4.1119,3.4907,3.3897,3.0961,2.1862
MKNK1,3.0163,2.7972,3.0358,3.208,4.5161,2.8502,3.0056,2.3816,3.074,2.3308,2.9243,4.1612,2.8301,3.4687,3.0217,3.4143,2.9802,2.4171,4.2281,3.3393,2.6693,2.3106,3.0978,3.4277,2.5658,3.6101,3.5287,4.1732,2.4649,2.7292,3.1475,2.9071,3.0706,1.9822,2.5338,2.3251,2.6715,2.9544,2.5036,2.8034,2.7139,3.7571,3.5022,4.0436,3.3605
MKNK2,6.4133,6.2634,5.6401,7.4748,6.926,5.9964,5.9755,6.7094,6.4769,6.0968,6.3544,5.2118,6.4451,6.047,5.6144,5.8761,5.3934,5.5512,5.8888,6.6909,5.5853,5.8112,7.1186,5.9946,6.0723,6.4598,6.8025,6.366,6.191,7.2006,6.0065,5.741,5.8263,7.009,6.2817,6.0691,7.3133,6.7447,5.9736,6.2875,5.5565,6.257,6.3281,5.1453,6.2623
MLKL,0.346,0.547,0.9716,2.3193,3.0463,1.1184,-0.0574,0.9038,0.9115,2.0535,0.2762,2.296,0.7832,0.7058,2.004,0.4447,2.1378,-0.1828,-0.3022,0.8568,0.6425,0.7407,0.2881,2.3077,-0.3383,-0.1828,0.4016,2.3193,-0.7588,0.7748,0.4125,1.5415,0.8805,1.5115,0.1519,0.7999,-0.0725,1.6093,0.2029,0.8082,1.0983,1.1512,0.346,1.8801,1.5758
MLST8,4.4816,5.0505,4.5367,4.7746,5.5543,5.4637,5.5662,5.3363,5.8844,4.6815,6.2717,5.6332,5.2354,4.6277,5.8914,5.9136,5.9558,5.5091,6.8834,5.6685,5.0317,4.7394,4.944,5.5568,4.9556,5.1989,4.9737,5.9619,4.3541,4.4673,5.2694,4.1628,3.6172,5.3399,5.0379,3.9534,4.3889,5.6537,5.0291,4.7464,5.2434,5.81,5.966,5.0726,5.0264
MLYCD,1.5465,2.3816,2.2175,1.5854,1.0642,2.4675,2.4753,2.3732,2.7051,2.5972,3.2617,2.1509,2.5561,1.0151,2.2268,1.4547,2.7314,1.8078,3.2236,2.004,2.4386,1.4174,2.3649,2.3843,2.7314,2.5087,1.9415,1.3051,-1.2481,1.595,3.034,1.6234,0.24,1.9188,1.9675,0.5069,2.4727,2.496,3.5959,1.4228,3.2541,3.0145,2.2113,2.578,1.8201
MMP1,-2.8262,-1.6394,-9.9658,-1.2481,5.5562,-3.6259,0.058,2.328,1.5115,-3.816,-3.6259,-2.3147,-2.7274,0.4657,2.7826,0.8568,-1.0559,0.2154,-1.6394,0.099,-5.5735,-2.3147,-0.5332,-1.5105,-1.8314,-6.5064,-4.6082,2.2723,-9.9658,0.1648,0.2154,-1.3548,-1.2481,-5.5735,-1.2142,-3.1714,1.3567,-2.9324,-5.5735,-0.0574,-9.9658,-1.685,-2.8262,-9.9658,0.1903
MMP13,-9.9658,-5.5735,-9.9658,-6.5064,4.3364,-6.5064,-4.6082,-3.6259,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-3.816,-4.2934,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MMP14,4.8177,4.1458,5.4887,5.7318,9.8676,6.3056,4.9016,6.7221,2.7594,5.1534,2.2482,3.8983,3.2328,2.1444,3.2617,-0.3566,3.3119,2.6232,3.1327,5.7703,4.7044,4.174,5.218,5.0679,4.8167,6.2075,5.4416,6.0453,3.5237,3.4635,1.9034,4.3992,2.6278,2.8701,2.6114,1.595,5.0206,3.0393,4.5205,4.6206,5.8097,3.5199,3.0585,5.0536,4.582
MMP2,4.4964,1.8484,-0.0277,1.6466,8.4379,3.6335,0.8164,3.4609,2.1345,-0.0574,0.7916,3.5754,1.4388,-0.5125,2.0325,1.5266,2.5112,1.1447,1.2085,0.4865,0.679,1.412,1.7995,2.7401,1.9149,2.9674,3.6759,6.132,2.3337,3.0515,0.6699,2.9319,2.6114,1.9601,1.0915,1.9859,2.2931,4.5274,2.3536,1.177,4.5255,3.0706,0.9493,1.6512,3.5899
MMP3,-4.6082,1.7532,-9.9658,-9.9658,0.2642,-9.9658,-3.458,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-1.5522,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-4.2934,-4.035,-6.5064,-9.9658,-2.6349,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-3.816,-4.6082,-9.9658,-2.3884,-9.9658
MMP7,-2.6349,-3.1714,-9.9658,-9.9658,2.4359,-9.9658,-2.0529,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-2.6349,-5.0116,-2.7274,-9.9658,-4.6082,-0.1828,-9.9658,-4.035,-2.9324,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-4.6082,-5.5735,-4.6082,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MMP9,2.05,-0.4131,-1.2828,-1.9379,4.166,-0.4521,0.9862,3.4344,-1.9379,0.2029,0.9419,2.3508,-1.0559,0.4865,1.8323,-1.5951,-1.1811,-0.4921,-0.4719,0.3796,1.9931,-1.2142,1.0779,0.1903,-2.3884,1.934,0.1257,7.3107,0.6425,-4.035,1.334,-0.1031,-0.4719,-2.3884,-0.4719,-1.3548,-3.458,-1.2828,-1.1172,1.5709,-0.5543,-0.9686,-1.6394,-2.114,3.3842
MOB1A,4.7437,3.8769,4.2304,4.6253,5.037,4.4142,4.01,4.2676,4.026,3.7846,4.3534,4.9865,4.0242,3.834,4.5626,4.4732,4.4964,3.991,4.9098,3.9792,4.3632,3.3264,4.523,3.6928,3.7094,4.9036,4.0471,4.5192,3.3647,3.4958,4.3576,4.3002,3.2988,3.6804,4.0207,2.945,4.2227,4.1425,4.14,4.0892,4.1844,4.0567,4.0824,4.8248,3.5349
MOB1B,1.5612,1.0779,1.3109,1.7954,1.0779,3.2158,1.9149,2.9674,2.7073,2.296,2.4359,2.3508,2.2452,2.8681,1.816,2.2421,0.9493,0.4016,2.1766,0.9935,2.0254,1.2023,2.5972,2.3898,2.3251,2.1798,2.4492,2.6255,1.2209,1.766,2.4465,2.2482,1.5013,2.3508,2.1988,1.9822,2.6348,1.46,2.5828,2.1798,2.0742,1.4011,1.3791,2.05,1.412
MOSMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPL,-4.6082,-6.5064,-6.5064,-5.5735,-9.9658,-5.0116,-5.0116,-6.5064,-6.5064,-5.5735,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658
MRAS,4.6697,4.8846,3.8827,4.9388,2.081,4.5772,4.9987,3.2781,3.9478,6.1637,3.9002,4.9402,5.0747,4.322,3.6136,4.3855,3.5645,1.6466,4.3758,4.9151,4.7464,3.6816,5.4604,4.8739,5.1127,3.1195,3.5547,3.6451,2.7465,4.327,5.018,4.8968,2.2901,4.6206,3.6054,1.7446,5.2732,3.7656,6.5289,3.483,5.6364,4.7176,0.3907,4.8505,3.2856
MS4A2,-2.4659,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-3.0469,-6.5064,-2.6349,-9.9658,-3.6259,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-4.035,-9.9658,-4.2934,-9.9658,-9.9658,-5.5735,-3.3076,-3.816,-6.5064,-4.6082,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,2.0325,-5.0116,-5.5735,-4.2934,-9.9658,0.1776,-5.0116,3.1079,-2.9324,3.1344,-3.1714,-0.9686,-3.3076
MST1,3.9002,4.0427,6.9969,1.1833,1.4388,1.7702,3.5547,2.3704,3.6566,7.5113,3.4197,3.0287,0.9789,5.3082,2.5996,6.1277,2.4675,2.4306,4.0807,4.741,6.2173,-0.2671,3.7028,2.9375,2.036,4.433,1.1316,4.7861,4.2706,3.7561,3.2297,3.603,2.0147,3.9099,2.1862,3.6782,1.6785,1.2085,0.9268,4.0419,-0.3022,1.3397,4.2892,3.8023,3.0127
MST1R,-3.1714,-3.1714,-0.9971,-2.5479,-1.5951,-1.9379,-1.8836,-3.816,-3.3076,-3.1714,-3.6259,-4.035,-4.035,-2.114,-3.1714,-1.7322,-2.6349,-5.0116,-3.816,-4.6082,-3.458,-3.0469,-3.3076,-9.9658,-2.3884,-1.5522,-2.2447,-3.458,-3.816,-3.458,-2.7274,-1.8836,-2.9324,-9.9658,-3.1714,-2.9324,-1.9379,-1.5522,-6.5064,-1.6394,-2.114,-1.0262,-3.6259,-4.035,-2.6349
MTCP1,2.0776,5.8071,3.7421,2.5437,4.1498,2.0742,8.0702,3.6771,4.0419,3.6961,4.3597,2.6043,4.4686,5.153,5.3948,6.5677,4.6242,5.4094,5.1903,4.3097,4.0541,3.9242,5.3674,6.824,6.5949,7.627,4.1019,5.1543,5.3965,4.4216,5.2969,3.2541,5.6186,4.1946,6.4754,4.7307,4.8675,3.7561,3.2018,5.17,2.4252,3.8023,5.8674,3.7582,3.5887
MTOR,2.8641,3.7127,3.2251,4.0713,3.5047,3.0515,3.5124,3.4817,2.8994,3.835,2.9929,2.0638,3.1278,4.1335,2.7379,3.8964,2.6647,2.0979,2.8502,3.2781,3.38,1.9302,3.2018,3.0234,2.9765,2.6371,3.5982,3.2602,2.5487,2.4386,2.9948,4.3779,2.1925,2.5313,2.4225,1.884,1.9968,2.8819,3.0217,2.7972,2.8096,2.2543,3.0217,3.3017,2.4439
MUC5AC,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MUC5B,-5.0116,-5.0116,-9.9658,-3.0469,-9.9658,-2.8262,-6.5064,-6.5064,-9.9658,-2.9324,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-1.1172,-9.9658,-9.9658,-5.5735,-5.5735,-2.7274,-3.816,-4.035,-5.0116,-3.6259,-3.6259,-9.9658,-5.5735,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-3.1714,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
MYB,3.945,-4.035,-9.9658,-9.9658,-0.8339,0.4865,-2.9324,-6.5064,-3.458,-3.3076,-5.5735,-2.5479,-5.0116,-0.9686,-3.3076,2.7161,-3.1714,-4.035,-1.7322,0.6332,-2.3884,-4.2934,-2.8262,2.2391,-6.5064,-9.9658,-1.2481,-0.5973,-5.0116,-1.0559,-5.5735,1.6234,-2.2447,-0.3383,-5.0116,-9.9658,-4.035,-3.0469,-3.458,-3.6259,-2.6349,-1.3183,-2.9324,-4.2934,-3.458
MYC,3.8064,2.4753,2.9911,3.6657,6.2802,4.4569,2.5263,3.506,2.1766,4.3046,2.0218,1.8564,2.7889,2.7487,2.2421,5.6276,2.4412,0.0718,2.5972,3.3148,4.1433,0.7146,4.2773,3.0671,3.0252,1.8683,4.0756,4.8084,0.099,2.8402,2.4727,4.085,0.9642,4.2541,2.1444,0.4233,2.7007,2.5388,2.4332,2.4279,3.8866,2.4857,2.0254,2.4171,3.0774
MYD88,3.7982,3.0602,2.7868,3.0961,4.5547,0.7058,2.6255,2.3251,2.9052,3.3717,2.8994,4.026,2.2901,0.8726,3.0411,-0.4325,2.609,1.5758,2.7007,3.208,3.8531,1.0915,2.5163,3.0944,3.3619,3.6195,1.2636,3.5237,0.9862,3.3619,3.0199,3.7614,2.6895,2.3677,2.5487,2.1013,-0.5332,2.9875,2.4518,3.2647,0.4233,3.1145,2.5707,3.4318,1.949
MYH6,-4.6082,-6.5064,-5.0116,-9.9658,-5.5735,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.0116,-3.1714,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-3.6259,-3.6259,-9.9658,-4.6082,-3.3076,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-3.6259,-6.5064,-9.9658
MYH7,-6.5064,-5.0116,-5.5735,-6.5064,-6.5064,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-3.3076,-9.9658,-5.0116,-9.9658,-5.5735,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-9.9658,-3.816,-2.6349,-4.6082,-9.9658,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658
MYL2,-3.6259,-2.5479,-9.9658,-4.2934,-3.6259,-9.9658,-4.6082,-5.0116,-9.9658,-2.4659,-2.7274,-9.9658,-4.035,-3.6259,-2.4659,5.1478,-2.3147,-4.035,-9.9658,-1.8314,-2.3147,-9.9658,-4.6082,-0.6193,-2.6349,-9.9658,-4.6082,-9.9658,-9.9658,-0.4131,-0.8339,-4.6082,-9.9658,-9.9658,-3.6259,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-2.6349,-1.5951,-9.9658,-9.9658
MYL3,0.2029,-1.685,-1.3921,-2.5479,-1.8314,-1.0559,-1.0559,-9.9658,-3.816,-3.816,-9.9658,-5.0116,-2.114,-2.1779,-9.9658,-0.5543,-9.9658,-9.9658,-1.8314,-1.0262,-5.0116,-3.3076,-2.0529,-1.9942,-0.3201,-5.0116,-3.816,-0.9686,-3.6259,-1.2142,-1.2142,-0.2845,-9.9658,-1.5105,-3.1714,-9.9658,-9.9658,-3.3076,-9.9658,-4.6082,-2.0529,-3.3076,-3.0469,-2.2447,-3.458
MYL4,-2.2447,-2.3884,-3.458,-0.2328,2.7868,-0.9971,-0.4521,-1.7809,-2.4659,-3.6259,-1.2142,-1.5951,-2.3147,-0.8599,-3.6259,-3.1714,0.0854,-1.3921,-2.8262,-1.1488,-1.3548,-0.8863,-1.8314,-2.8262,-2.0529,-0.6643,-0.9686,-0.2159,-2.6349,-1.6394,-1.0559,-2.6349,-1.6394,-9.9658,-0.8599,-1.7809,-1.3548,-2.5479,-0.8599,-1.8836,-1.9942,-1.7322,-1.3183,-4.2934,-1.3548
MYL6,11.2277,11.2253,10.9896,11.8725,10.9473,10.8193,11.8369,10.7404,10.7665,10.2896,10.5965,10.0101,11.4919,11.1169,10.9654,10.6283,10.6202,10.0738,10.3038,11.8933,10.7208,10.5373,10.8235,10.6947,11.3618,11.3336,11.4947,11.0757,9.7605,11.1478,10.9789,10.691,9.9348,9.4825,11.6322,9.6163,10.3377,10.4902,10.6766,10.4312,11.1536,10.606,11.0028,10.2531,10.9273
MYL6B,6.2691,5.5531,6.1268,5.9757,6.5715,6.6152,5.2862,6.947,4.9098,6.0088,5.6634,4.0824,3.8964,6.4055,5.6611,5.8022,5.435,4.551,6.6768,6.6629,5.9432,5.2536,4.5796,5.381,6.4511,5.8156,5.2242,6.592,6.1753,6.5286,4.5142,4.5796,4.4463,4.5392,5.689,4.6938,5.4081,4.573,4.5717,5.6109,4.9146,5.4223,5.4516,4.4628,4.6212
MYL9,9.617,7.661,10.2444,9.8177,5.5454,9.4882,8.9839,8.944,10.1469,9.7376,9.8935,9.5635,8.8739,8.4224,10.3778,8.3409,10.3117,9.603,10.4929,9.6227,8.8084,9.2741,8.8923,9.013,7.4482,10.2468,9.3645,9.6574,10.2625,10.4879,9.2343,9.5325,8.8212,9.8387,9.1598,10.3256,7.9081,9.645,9.1826,9.12,9.14,9.7538,10.3378,9.6473,9.026
