gene_name,TCGA-N5-A4R8-01,TCGA-N5-A4RA-01,TCGA-N5-A4RD-01,TCGA-N5-A4RJ-01,TCGA-N5-A4RM-01,TCGA-N5-A4RN-01,TCGA-N5-A4RO-01,TCGA-N5-A4RS-01,TCGA-N5-A4RT-01,TCGA-N5-A4RV-01,TCGA-N5-A59E-01,TCGA-N5-A59F-01,TCGA-N6-A4V9-01,TCGA-N6-A4VC-01,TCGA-N6-A4VD-01,TCGA-N6-A4VE-01,TCGA-N7-A4Y0-01,TCGA-N7-A4Y5-01,TCGA-N7-A4Y8-01,TCGA-N7-A59B-01,TCGA-N8-A4PI-01,TCGA-N8-A4PL-01,TCGA-N8-A4PM-01,TCGA-N8-A4PN-01,TCGA-N8-A4PO-01,TCGA-N8-A4PP-01,TCGA-N8-A4PQ-01,TCGA-N8-A56S-01,TCGA-N9-A4PZ-01,TCGA-N9-A4Q1-01,TCGA-N9-A4Q3-01,TCGA-N9-A4Q4-01,TCGA-N9-A4Q7-01,TCGA-NA-A4QV-01,TCGA-NA-A4QW-01,TCGA-NA-A4QX-01,TCGA-NA-A4QY-01,TCGA-NA-A4R0-01,TCGA-NA-A4R1-01,TCGA-ND-A4W6-01,TCGA-ND-A4WA-01,TCGA-ND-A4WC-01,TCGA-ND-A4WF-01,TCGA-NF-A4X2-01,TCGA-NF-A5CP-01,TCGA-NG-A4VU-01,TCGA-NG-A4VW-01,TCGA-QN-A5NN-01
GRK6,4.1327,4.2235,4.3744,4.3242,4.3883,3.3745,4.5808,5.248,6.2315,4.3917,4.1053,4.889,4.1228,5.1347,5.1461,4.5173,4.7798,3.7149,4.7033,4.6242,4.3031,4.4443,4.5015,4.1203,3.9468,3.793,4.8968,4.7437,4.3965,4.2227,4.8978,3.7815,4.6422,4.0189,4.3972,4.0765,4.3883,3.9645,4.7693,4.3234,3.9213,4.8017,4.8793,4.1186,4.1433,3.6277,5.1997,4.7388
GRK7,-3.816,-3.6259,-4.2934,-5.5735,-4.2934,-3.816,-4.6082,-5.0116,-9.9658,-9.9658,-3.816,-5.5735,-4.6082,-5.0116,-9.9658,-4.035,-6.5064,-4.2934,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-3.458,-3.1714,-5.0116,-6.5064,-3.6259,-3.458,-3.0469,-5.5735,-5.0116,-6.5064,-3.458,-4.035,-3.1714,-9.9658,-5.0116,-5.0116,-5.5735,-4.6082,-6.5064,-5.0116,-5.5735,-6.5064,-1.7809,-5.5735,-9.9658
GRM1,-2.1779,-3.6259,-3.816,-4.2934,-3.816,-5.5735,-1.7809,-5.0116,-2.7274,-6.5064,-2.4659,-6.5064,-5.0116,-9.9658,-5.0116,-2.3147,-4.6082,-9.9658,-5.5735,-6.5064,-5.0116,-2.9324,-6.5064,-2.5479,-3.816,-2.114,-3.0469,-3.1714,0.1648,-3.0469,-4.6082,-4.6082,-6.5064,-2.6349,-2.1779,-5.0116,-4.6082,-5.0116,-5.0116,-6.5064,-3.3076,-9.9658,-2.3147,-2.9324,-4.035,-4.6082,-1.7809,-5.5735
GRM2,-0.2498,-0.6873,1.105,-1.8314,-0.6873,-0.6193,-2.114,-3.6259,0.099,-0.8084,0.0158,-1.3921,-4.2934,-4.2934,-2.6349,-0.5973,0.3907,-3.6259,-1.4699,-2.9324,-2.8262,-2.3147,-2.9324,0.434,0.2762,-3.3076,-0.1828,-2.114,-1.2481,-1.0559,-4.2934,-2.3884,-3.816,-0.8084,-1.5522,-1.6394,-3.458,-1.3921,1.5115,-1.3183,-3.3076,-3.3076,-0.7588,-1.3921,-0.7346,2.1766,1.4911,-1.5522
GRM3,-5.0116,-4.035,-0.5332,-9.9658,-9.9658,-4.6082,-2.5479,-5.5735,-2.9324,-6.5064,-4.2934,-9.9658,-3.816,-4.2934,-2.0529,-5.0116,-9.9658,-6.5064,-5.0116,-9.9658,-3.6259,-0.8863,-6.5064,-5.0116,-6.5064,-2.6349,-5.5735,-2.4659,-3.0469,-4.6082,-0.9686,-3.458,-9.9658,-3.1714,-4.035,-9.9658,-4.6082,-5.0116,-9.9658,-6.5064,0.1903,-4.2934,-2.9324,-9.9658,-1.3548,-6.5064,-5.5735,-6.5064
GRM4,3.0074,2.0076,1.2333,-1.2481,1.5064,-0.1187,-2.3884,0.3685,1.1382,-1.8314,2.0604,-0.7346,0.9642,-2.2447,-1.6394,0.9935,-5.0116,-2.114,-1.5105,-4.2934,-3.458,-0.4921,-1.685,1.1706,-0.3022,-1.9942,0.1388,1.2085,-0.7346,0.6425,0.2029,-1.685,1.5216,0.346,0.03,-0.2845,-2.5479,-0.2328,1.7744,-0.0277,-1.8836,-5.0116,0.044,-4.035,-0.3752,0.5271,-0.2328,-1.0262
GRM5,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-5.0116,-4.2934,-2.9324,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-4.035,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-9.9658,-3.3076,-9.9658
GRM6,-2.7274,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-3.0469,-6.5064,-6.5064,-0.5756,-1.9379,-9.9658,-6.5064,-2.2447,-3.0469,-5.0116,-4.6082,-6.5064,-4.6082,-4.2934,-3.816,-4.035,-6.5064,-2.9324,-6.5064,-6.5064,-2.5479,-6.5064,-6.5064,-5.5735,-5.0116,-6.5064,-1.685,-6.5064,-1.5522,-6.5064,-4.035,-6.5064,-9.9658,-3.3076,-6.5064,-9.9658,-9.9658,-2.8262,-9.9658,-9.9658,-4.2934
GRM7,0.3346,-4.035,-5.5735,-4.035,-4.6082,-9.9658,-6.5064,-2.0529,-6.5064,-6.5064,-1.1488,-1.9379,-2.9324,-6.5064,-9.9658,-0.8863,-9.9658,-2.2447,-5.0116,-5.5735,-0.9686,-3.0469,-1.5951,-2.7274,-1.3183,-9.9658,-1.5951,-1.6394,-1.9942,-9.9658,-0.9132,-2.6349,-6.5064,-0.6416,-0.4521,-0.5332,-6.5064,-4.6082,-3.458,-3.458,0.24,-6.5064,-1.9379,-9.9658,-4.035,-9.9658,-2.9324,-4.2934
GRM8,0.0014,-1.9379,-4.035,-3.0469,-1.3921,-3.6259,-3.458,-1.1172,-3.0469,-5.5735,0.044,-0.9406,1.0573,-2.5479,-2.4659,-0.2671,1.5465,-5.5735,-4.2934,-3.0469,-1.2828,0.2522,-9.9658,-2.9324,-2.3147,-1.7322,0.044,3.4291,1.105,-4.035,-2.8262,-4.6082,1.0363,-2.5479,-0.3383,-2.0529,-0.8084,2.6067,-1.5951,0.7999,-3.458,-2.0529,-3.816,-1.2142,-0.8599,-1.5951,1.1833,-1.2142
GRPR,-4.6082,-9.9658,-2.3884,-4.2934,-9.9658,-1.3548,-3.458,-6.5064,-0.2328,-1.5105,-6.5064,0.679,-2.8262,-1.1488,1.1447,-3.0469,-4.2934,-9.9658,-9.9658,-9.9658,-3.458,-4.6082,-4.035,-2.8262,-2.8262,-4.035,-0.5543,-2.3147,-3.6259,-5.0116,-3.0469,-6.5064,-5.0116,-1.8836,-3.816,-6.5064,-2.8262,-1.3548,-0.1504,-4.6082,-2.4659,-2.8262,-1.4699,-9.9658,0.5763,-4.035,-2.9324,-2.6349
GSDMD,5.1534,4.9103,5.4373,6.1322,7.2405,5.7942,4.3883,6.7075,4.0091,7.1712,4.9275,6.0334,5.9538,4.9122,5.591,5.5448,5.8392,1.6695,6.4239,7.3554,6.2363,5.366,5.7626,4.6341,6.031,5.8607,6.7413,5.0108,4.9824,4.3723,5.1647,3.5224,6.2786,5.373,2.1988,3.7094,4.0901,6.0599,1.0915,6.607,4.174,5.8733,5.4047,5.9217,6.2612,4.4732,6.417,7.429
GSK3A,5.3541,5.6124,6.3849,6.2593,7.3154,6.0993,5.9734,5.554,6.2281,6.5962,6.2804,6.3835,6.1185,5.5008,5.723,6.011,6.1863,5.858,6.6902,6.2692,5.6165,7.0799,6.0536,5.3726,6.1759,5.6491,5.7772,6.3676,7.0841,5.66,6.04,6.6282,5.9234,5.2083,5.4283,5.0054,6.0683,5.1752,6.5652,5.7679,6.2426,5.698,6.0611,6.1433,5.7809,5.0751,5.7853,6.2286
GSK3B,3.2282,4.0357,3.5523,3.0602,4.0357,3.8778,4.4108,3.6578,4.2243,3.9792,3.3925,3.4291,3.3773,4.1748,3.5959,3.7593,3.7061,4.1244,4.5448,3.838,3.6872,2.6255,3.6451,4.717,3.5706,4.5632,3.3549,3.4129,3.47,4.2669,4.2158,2.9562,3.2692,4.1203,3.8601,4.4216,2.8522,2.9929,4.5922,3.7226,3.8013,3.2435,2.5585,4.2457,3.9956,3.8421,3.6635,4.0773
GTF2I,4.9089,4.5442,4.975,3.3003,3.9468,5.7085,6.1274,3.9421,5.4216,3.8239,2.7161,4.4081,6.1819,5.347,5.8871,4.9828,3.5411,4.5224,2.5137,2.004,5.6505,5.6637,4.0383,5.8004,5.7908,6.0936,5.1231,6.4106,5.6927,4.3435,3.9051,4.3513,3.3647,6.0433,5.7924,5.822,5.7436,5.4118,7.0835,2.2573,6.2261,5.4832,4.9151,6.0299,6.1041,4.8885,6.1048,4.2358
GTF2IRD1,5.6308,6.0162,5.4433,5.3155,5.4009,5.291,5.1433,6.1514,4.3435,5.0614,5.5859,5.1086,4.6183,4.8022,4.425,4.7698,5.5392,5.542,5.5075,5.5463,3.644,4.2601,4.8141,4.245,4.8284,4.7913,4.6691,5.4236,4.918,5.6396,4.4829,5.6511,4.433,4.7005,5.1248,5.2891,4.3068,4.1376,4.4855,4.8187,4.9458,4.1474,4.6713,4.837,4.3889,4.7426,4.1555,4.3834
GTSE1,3.6894,2.4439,2.6487,2.2633,2.5112,3.4517,3.8279,2.299,3.3221,3.1685,3.5473,3.2707,2.3106,3.4984,1.9452,2.791,3.7646,2.5313,2.328,2.1147,1.9188,3.5237,2.1541,3.7699,3.4843,2.9205,3.4868,2.8076,2.6624,3.027,3.6543,2.8542,1.7995,3.1409,3.4907,2.1862,3.222,2.3788,5.3667,1.8078,2.9262,2.4518,3.9299,4.306,3.3293,1.6327,2.9167,3.3717
GYS1,5.7195,5.0926,5.2487,5.0943,3.4424,4.0807,4.5473,5.3434,5.3381,3.2602,3.8208,4.4476,4.5311,3.867,5.0867,4.2025,5.4084,5.8951,4.839,3.5851,5.4667,6.1027,5.0939,3.9543,4.0558,5.2423,5.3413,3.8421,5.1847,4.073,5.4033,4.6253,3.1062,3.5718,5.4777,4.6651,4.7929,3.5718,6.5189,4.4196,4.4516,4.579,4.5142,4.773,4.8233,5.5314,4.3702,5.2706
GYS2,-3.3076,-4.6082,-4.6082,-5.5735,-6.5064,-6.5064,-6.5064,-5.5735,-5.0116,-6.5064,-6.5064,-5.5735,-4.6082,-5.0116,-3.1714,-3.6259,-5.5735,-4.6082,-5.5735,-9.9658,-6.5064,-5.5735,-6.5064,-5.0116,-9.9658,-4.6082,-5.5735,-3.816,-5.5735,-4.6082,-3.6259,-5.5735,-5.0116,-5.5735,-3.1714,-4.6082,-4.6082,-3.458,-6.5064,-5.5735,-9.9658,-6.5064,-2.5479,-9.9658,-6.5064,-4.2934,-6.5064,-6.5064
HAMP,0.1388,-3.1714,-2.6349,-0.3201,0.1124,-1.5951,-1.7809,0.2154,-2.7274,-0.6873,-2.1779,4.3841,-0.4325,-0.6193,2.4753,0.434,-2.7274,-9.9658,-0.5543,1.6604,-0.0725,-1.8314,-0.7588,-0.8599,-0.5332,0.6239,-0.6873,-0.6193,-0.6193,-1.1172,3.6983,-1.4699,2.043,0.044,2.2783,-0.3201,-0.5125,1.8957,-1.685,0.9493,0.3346,0.058,-1.9379,-0.8084,0.1776,0.3796,-2.0529,-1.7322
HBEGF,2.0946,0.7579,2.4035,1.736,1.334,2.4623,1.2815,2.0844,1.125,1.0007,1.787,1.5612,2.9839,2.0912,2.3077,1.6466,2.0979,1.2394,0.2998,0.8805,2.3222,2.7117,2.9262,1.2455,3.6054,1.7828,4.1875,1.3511,1.9564,2.4727,0.9038,1.177,2.128,2.0076,2.685,3.0145,2.9071,2.3222,1.1577,1.6785,0.5859,1.6558,1.9111,1.5266,3.1844,2.609,1.9712,2.3394
HCAR1,1.5902,-2.6349,-1.4305,0.7664,-1.2828,1.3225,-1.6394,1.0363,1.0711,-3.1714,-0.3022,-0.2845,-3.3076,0.6517,1.0983,-1.2481,-0.2498,-5.0116,-1.3548,-1.9942,-1.4305,-0.5756,-1.3921,0.4447,-0.2328,-1.0262,-1.4699,0.1257,0.3685,-1.9379,-0.4131,-0.9971,-1.3921,-0.9971,-5.5735,-4.035,0.1776,-1.0862,-4.2934,-0.0574,-1.5522,-5.0116,-3.816,-2.7274,0.1388,-5.5735,-2.2447,0.4447
HCAR2,-1.9942,-1.9942,-2.6349,-0.9406,-3.458,-0.6416,-3.458,-1.1172,-1.5105,-2.9324,-2.9324,-0.9406,1.9149,-0.3752,0.9862,1.6604,-2.6349,-4.6082,-4.2934,-9.9658,-1.7322,-1.3921,-2.1779,-2.2447,-1.685,1.9638,-2.1779,-2.3884,0.9038,-5.5735,-2.2447,-0.7108,-2.6349,-1.3548,-4.6082,-2.7274,0.03,0.2881,-5.0116,-1.2142,-2.0529,-1.6394,-5.5735,-3.0469,-0.7346,-9.9658,-1.9379,-3.3076
HCAR3,-0.5543,-3.1714,-3.816,-2.7274,-9.9658,-1.5105,-5.0116,-4.035,-4.6082,-4.035,-2.8262,-0.1504,-2.2447,-2.0529,0.3685,-0.4521,-5.5735,-6.5064,-5.0116,-9.9658,-2.7274,-1.5951,-4.6082,-2.3884,-1.5522,1.5266,-4.6082,-4.6082,-2.0529,-9.9658,-3.3076,-3.1714,-2.5479,-1.4699,-5.5735,-4.2934,-2.114,-2.3147,-6.5064,-1.7809,-4.035,-2.3147,-4.2934,-9.9658,-2.114,-9.9658,-5.5735,-2.1779
HCK,-1.0262,0.1776,2.3135,1.8078,1.7912,1.412,0.5955,1.4808,3.074,1.5064,1.3283,3.4674,2.0638,1.5998,4.2412,3.0181,-1.7322,-0.4921,0.2881,2.7227,2.4279,1.0433,1.8996,2.0707,2.4934,3.5149,3.1844,1.4859,3.1685,1.0079,2.2633,1.6785,4.2706,2.6464,1.3956,2.2482,2.609,3.5473,1.595,4.2165,2.5413,1.2576,1.5266,2.8661,3.242,1.6374,0.8961,3.1733
HDAC1,5.4233,5.4499,6.3595,6.5514,6.0542,6.2737,5.6168,6.6662,6.5454,6.1697,6.283,6.2256,6.1449,7.0134,6.3336,6.5494,7.0952,5.6103,6.8117,6.373,5.3512,7.1882,6.6398,5.5549,6.8758,6.792,5.6364,6.8544,5.4226,4.865,7.0673,6.1447,6.1737,6.4534,5.1494,5.7192,6.7296,5.9656,5.0648,6.2192,6.2428,6.8627,5.4745,6.2924,6.473,4.9393,5.7976,5.9143
HDAC2,6.7192,6.9857,6.979,6.9155,6.501,7.2077,7.4881,5.5472,7.5549,7.6218,6.8618,5.939,6.8354,7.6291,6.8723,7.1902,7.4516,6.0993,6.1241,6.3127,6.5211,6.5429,6.8564,6.8424,7.9953,6.6809,6.8206,7.2642,6.6561,7.37,6.6601,7.0527,6.4052,6.2536,7.2472,7.2221,6.299,5.9418,7.3458,6.2491,6.6564,6.707,7.338,7.0174,6.3695,6.6272,6.716,5.6637
HDAC3,5.2483,6.0219,6.2904,6.2548,6.4338,5.4874,6.5488,6.1494,5.033,7.2338,5.6617,5.6619,5.9458,6.2491,6.1575,6.4666,5.7648,4.3299,6.2331,6.254,6.035,6.1585,6.3124,5.3367,5.2843,5.6988,5.9407,5.5438,5.3227,5.4367,5.7745,4.854,5.3473,5.6471,5.7007,5.6865,5.8235,5.3216,6.5506,5.7347,5.4549,6.0501,6.2813,5.5534,5.1526,4.9379,5.7905,6.1703
HDAC4,1.3901,3.0723,1.8604,1.8801,0.8647,1.5064,1.9895,3.0323,1.8363,0.3907,1.9527,2.1606,1.0642,2.5683,2.3308,1.6604,1.2147,3.3421,1.614,1.4228,1.7229,2.5137,1.46,3.6816,3.0568,1.8643,2.2113,2.7249,1.6045,1.7185,2.4439,1.9786,1.3791,2.876,2.9525,2.8301,2.5313,3.1393,3.027,1.3956,2.5658,1.5902,1.5366,1.6649,2.0465,2.9655,2.5061,2.0147
HDAC5,4.8253,3.9663,4.4996,5.2698,4.6271,5.3005,5.2634,4.5286,3.7888,6.1375,4.8197,4.0739,3.8177,4.3695,4.6364,5.2653,2.1798,5.0418,4.1571,4.2343,4.551,5.8392,4.0055,5.3306,5.124,5.382,5.1127,5.341,4.6358,4.6702,5.1384,3.7625,4.4784,5.9336,5.6716,4.7231,4.3992,4.0884,4.162,4.9658,5.8765,4.1351,4.7846,4.9374,4.4887,4.8243,4.3385,4.582
HES1,5.5607,4.9796,5.0562,6.0117,5.0453,5.2552,5.5976,6.6565,5.4307,5.0229,6.4613,6.55,6.2627,6.3987,5.7777,5.391,4.073,4.809,4.9374,4.6594,5.5435,5.5002,5.0588,5.2529,4.8207,4.0488,5.9374,5.8025,5.2095,5.5641,7.256,4.9887,3.4674,4.8846,4.3951,4.551,6.3728,4.2312,5.0871,3.991,6.1347,6.4642,5.6494,3.8391,5.2146,3.7507,4.4797,5.5874
HES5,-6.5064,-4.2934,-0.9406,-2.114,-4.2934,0.9343,-9.9658,-3.6259,-9.9658,-9.9658,-1.9379,0.099,-3.816,-9.9658,-1.7322,-0.6643,-3.816,-3.458,-3.458,-9.9658,-2.5479,-3.0469,1.0983,-1.9942,-1.7322,-9.9658,-2.0529,-2.5479,-3.816,-5.0116,-5.5735,-2.8262,-3.3076,-1.0262,-5.5735,-3.6259,-0.4521,-4.6082,-9.9658,-3.6259,-1.0559,-9.9658,-1.7809,-3.3076,-0.6873,-5.5735,-5.5735,-1.0262
HEY1,4.3569,4.7474,5.281,2.081,3.0842,2.2237,2.6693,3.9137,4.3938,-0.2328,4.641,2.2051,5.8738,4.9132,5.342,5.6744,0.8883,5.0148,3.2885,-0.3022,2.05,2.5462,2.667,3.7836,4.0688,3.8925,4.3148,2.7847,3.5572,5.1664,4.0136,5.4229,-0.4325,3.3492,5.3302,3.9524,5.4496,3.0533,2.9148,4.7274,3.9147,0.5069,3.9213,2.5561,5.7877,6.5574,2.2813,4.7209
HEY2,2.0254,2.9637,2.3953,-0.8339,1.6281,1.2815,0.9343,2.5313,3.9308,0.8488,3.2915,3.2189,2.1047,2.2206,3.2617,2.5163,3.8411,1.766,-1.1172,1.787,2.3394,-1.0262,2.8522,3.8541,1.4808,-0.4921,0.9642,1.2147,-0.2328,3.3003,2.9966,1.1184,-0.1031,2.7117,4.3119,1.8762,-0.1665,2.6579,3.4739,0.2881,0.4233,-0.7346,2.0776,0.7058,3.0411,4.2041,0.9789,0.346
HEYL,2.9893,4.8944,4.5934,3.772,2.0218,1.8879,1.7141,2.0076,3.4984,0.434,1.5563,2.8522,1.9034,1.3623,1.4388,2.6441,-0.6193,4.2818,2.2723,-1.3183,2.3193,3.0428,3.9883,5.8235,2.3592,2.4252,3.3856,3.2796,1.2516,4.4122,0.9268,4.5754,-0.2845,2.0979,4.1852,4.9566,3.5274,2.4465,2.824,3.1179,2.236,0.8961,3.551,1.0711,3.2662,4.7597,0.517,1.4011
HGF,2.5536,2.2901,5.0423,-2.3147,-0.9132,7.7712,7.0954,-1.685,5.4806,-2.0529,1.3679,-1.0559,0.1519,-1.5105,-2.2447,0.3115,0.4865,-2.4659,0.1903,-1.9379,-0.8339,1.7141,1.0079,-1.3183,-0.1504,4.9584,1.105,2.4386,1.3051,3.5349,-0.4921,4.0722,0.4233,2.6114,0.7664,3.7961,2.5163,0.1903,-2.5479,0.8647,-1.7809,-1.2481,2.5263,-0.4521,-0.013,0.2998,6.4172,-2.6349
HHAT,1.7786,0.8568,0.9862,1.4281,2.3788,3.0515,1.6512,2.3394,1.9149,2.0776,1.9302,1.4388,3.0393,2.4727,1.4859,1.7786,-0.8339,-0.4719,0.7233,0.24,0.099,2.3135,0.044,2.6533,2.0742,0.547,1.6327,1.9264,2.1798,2.0183,1.5854,1.6558,-0.2845,2.5634,1.5661,1.3679,2.3394,0.688,0.3907,0.0158,1.8242,-0.3383,1.3511,1.7053,0.9642,0.9642,1.6558,0.099
HHATL,2.945,3.7836,1.8363,-1.5522,2.7931,-2.1779,-1.1488,0.1776,-3.816,-4.2934,-0.0725,-1.8314,-9.9658,-0.7588,1.2756,-0.3022,-9.9658,2.8916,-0.5332,-1.3183,-9.9658,-9.9658,-3.816,2.6647,-0.2159,0.2029,0.7579,0.6332,-9.9658,2.3366,-2.4659,2.5388,-9.9658,-1.4699,3.8759,2.8055,-9.9658,-4.6082,-9.9658,0.2998,1.8762,-3.1714,0.7058,-3.1714,-3.816,4.2609,-0.9686,-9.9658
HHIP,0.537,0.517,-0.7834,3.3061,-4.6082,1.2209,-0.7588,-4.2934,0.8164,-1.7322,3.9156,-4.2934,-1.5105,-2.2447,-1.8836,2.727,-4.6082,-3.0469,0.5763,-1.8836,1.8957,-3.3076,-1.2142,0.2642,-0.3201,-0.1345,0.9343,2.9071,-0.9132,-1.9379,-3.458,0.8805,-6.5064,1.2023,0.4016,1.683,0.9038,-1.1811,7.4455,0.9862,-2.1779,-0.6873,0.1903,2.8542,-0.0725,4.2258,-0.3022,-1.0862
HIF1A,4.5958,4.3198,4.2795,3.8289,2.7679,4.6387,4.7898,4.4536,5.1514,3.835,3.8905,4.2518,4.8182,5.2765,5.9901,5.0321,4.1875,3.7507,2.3479,4.14,6.3853,4.2204,3.8759,4.8748,5.3292,5.6259,5.1044,4.6571,5.7629,4.2965,4.9298,4.1178,3.0252,6.0011,4.9519,5.7121,5.9973,5.4142,5.6955,4.7767,4.3406,6.592,4.7247,5.8597,6.2873,4.2795,5.4851,4.6206
HK1,5.4595,4.8675,5.005,4.1539,5.1664,4.5663,6.3333,4.8329,4.9631,5.9791,4.6843,5.0514,5.0879,6.7118,5.4552,5.4644,5.6696,4.7426,5.2032,5.1334,6.2217,6.1536,4.435,5.4172,5.0807,5.5509,6.0974,5.7315,4.2404,4.6933,5.4206,4.7132,4.3951,4.8007,5.044,5.2814,5.2095,4.7872,5.2438,4.7929,6.1906,5.0523,5.009,5.5286,5.6244,5.8961,5.6713,5.7973
HK2,4.9117,3.4881,4.7388,3.0893,3.3979,1.0007,5.5227,3.7699,3.4997,3.7992,2.7227,2.8819,4.9369,4.38,3.9654,2.5163,3.2127,2.5061,3.5645,0.7321,4.0541,5.0584,3.4517,1.674,1.8604,4.5299,2.3048,3.6077,2.7763,2.6918,3.5935,2.982,2.362,2.3649,5.2965,3.5572,3.74,2.5852,4.4203,2.6533,3.5959,4.5136,3.2313,2.7572,4.1036,4.4977,2.5828,2.0254
HK3,0.2998,-0.1031,0.5763,0.2522,0.3115,0.24,-2.0529,-0.5332,-0.2845,1.2875,2.1047,2.3077,-2.7274,-0.9406,1.334,1.3846,0.9115,-1.0262,0.0854,2.6895,1.9073,0.6145,1.3511,0.4016,0.8647,2.3019,1.3567,-0.013,0.2522,0.4233,1.4174,0.3796,3.0876,0.4552,-0.1993,0.9935,1.3167,2.1247,-0.1828,3.3148,0.1124,0.7407,0.7748,1.7995,1.6466,-0.4521,0.4552,2.167
HKDC1,-4.035,-5.5735,-0.4719,2.3077,-3.458,-1.3183,-3.3076,2.7763,-9.9658,-1.5522,0.9862,1.1577,-1.5522,5.6851,0.1776,-2.6349,-1.4305,-6.5064,-9.9658,0.0718,-2.0529,3.9636,2.8641,-3.3076,-2.114,2.1345,0.7664,3.245,-2.7274,-4.6082,2.5263,-4.2934,3.4791,-0.5756,-4.035,-1.8836,3.0978,3.1011,-2.9324,2.4934,2.8301,4.7571,-4.035,-1.5105,-1.1488,-3.1714,0.7832,-1.9379
HMGCR,3.1749,3.1393,3.3307,3.2002,2.4144,2.8838,4.4162,3.7324,3.3647,2.4008,2.6984,3.8167,4.0935,3.7094,4.0427,4.0985,3.6347,1.9786,2.1476,3.4331,3.3773,2.7073,4.2381,3.7443,3.3148,3.4648,4.3421,4.4562,3.2707,2.0742,3.2856,2.982,2.6232,3.8719,3.4277,3.9166,3.1179,3.7453,4.6877,2.1925,3.6748,4.0401,3.5237,2.6918,4.3378,2.2753,6.9716,4.0994
HMGCS1,3.871,3.8993,3.637,3.5947,2.9857,4.4101,4.6776,3.4674,5.176,3.6405,4.588,3.2359,3.9654,3.741,5.3413,4.1515,2.8076,4.0901,1.736,2.8779,3.0358,3.7625,2.8361,4.3075,4.0331,3.9478,4.846,4.3834,4.1186,3.5779,3.5287,4.0679,2.5585,4.0722,5.0939,5.0786,3.7475,3.5608,4.8575,2.8034,3.6691,4.5091,4.5015,3.5274,4.9805,4.5516,4.7442,4.2766
HMGCS2,-3.1714,-9.9658,1.4859,4.0383,-9.9658,-9.9658,-5.5735,-3.3076,-0.2159,-6.5064,4.041,0.7748,-2.114,-4.035,-1.5105,2.2513,-4.6082,0.9268,-4.2934,-5.5735,-0.2671,-3.0469,-1.3548,-3.0469,-6.5064,-2.5479,-0.6873,4.8729,-2.114,-5.5735,3.5461,-3.0469,2.4544,-0.2671,-0.3566,-4.6082,5.1811,-1.685,-4.2934,-3.1714,1.3397,-9.9658,-0.9406,-3.1714,-6.5064,0.3573,-1.3183,-9.9658
HMOX1,5.2013,4.8924,6.1617,6.1975,6.2992,3.6555,3.7656,2.4035,4.0242,4.2833,4.2381,5.4293,4.162,2.7784,4.8724,3.4264,4.2472,3.5337,4.2833,4.2048,7.5349,4.8069,5.6619,4.3569,4.6747,4.551,4.6617,4.4621,4.3848,3.9992,3.5449,3.6054,5.2173,5.2601,4.0019,6.6421,4.7404,4.3378,5.1656,5.7342,3.9356,3.4596,4.3313,5.5726,6.3789,4.5167,4.0216,5.7027
HNF4A,-4.6082,-5.5735,-2.4659,4.5565,-5.0116,-4.6082,-6.5064,-5.5735,-9.9658,-4.2934,3.0181,-2.6349,-6.5064,-6.5064,-6.5064,-2.2447,-5.5735,-9.9658,-3.458,-9.9658,-9.9658,-4.035,-3.458,-4.035,-9.9658,-4.2934,-3.816,1.787,-9.9658,-9.9658,-2.3147,-1.9942,2.1444,-1.4305,-3.458,-3.816,3.6018,-3.816,-4.035,-1.0559,-3.3076,1.9527,-9.9658,-9.9658,-4.6082,-4.6082,-5.5735,-4.2934
HOMER1,2.2144,0.9642,2.1574,0.7999,1.7744,1.196,2.8158,2.0776,2.4649,3.6054,1.177,1.2934,3.1556,1.6466,1.9822,1.0222,2.2693,1.3567,0.24,-0.0877,2.3898,1.8404,0.4447,2.0776,1.4911,0.8408,0.7233,2.0147,2.043,0.3685,1.1382,1.0642,0.0718,1.4547,2.667,2.2813,2.3164,1.196,-0.394,0.7321,1.2271,1.3167,1.6234,1.2209,1.2875,2.5511,3.0411,1.0079
HOMER2,4.6171,3.9412,3.0654,1.7009,2.2813,2.8582,2.9507,3.222,4.3133,1.5854,3.4007,3.0002,3.0287,4.3889,5.5012,3.38,1.7744,2.9148,3.3235,4.3313,2.5511,1.4494,3.9819,5.857,3.8591,3.6589,3.8259,2.9488,3.4881,4.0233,2.9338,3.8915,2.7357,3.8896,4.5211,3.3703,0.3685,4.5405,5.225,2.4063,3.8218,4.6566,2.4623,4.3328,6.0179,3.8461,4.6491,2.8936
