gene_name,TCGA-2H-A9GF-01,TCGA-2H-A9GI-01,TCGA-2H-A9GL-01,TCGA-2H-A9GR-01,TCGA-IC-A6RE-01,TCGA-IG-A3I8-01,TCGA-IG-A3QL-01,TCGA-IG-A3Y9-01,TCGA-IG-A3YA-01,TCGA-IG-A3YB-01,TCGA-IG-A3YC-01,TCGA-IG-A4P3-01,TCGA-IG-A4QS-01,TCGA-IG-A50L-01,TCGA-IG-A51D-01,TCGA-IG-A5B8-01,TCGA-IG-A5S3-01,TCGA-IG-A625-01,TCGA-IG-A6QS-01,TCGA-IG-A8O2-01,TCGA-IG-A97H-01,TCGA-IG-A97I-01,TCGA-JY-A6F8-01,TCGA-JY-A6FB-01,TCGA-JY-A6FD-01,TCGA-JY-A6FE-01,TCGA-JY-A6FG-01,TCGA-JY-A93E-01,TCGA-JY-A93F-01,TCGA-L5-A43C-01,TCGA-L5-A43H-01,TCGA-L5-A43I-01,TCGA-L5-A43J-01,TCGA-L5-A4OE-01,TCGA-L5-A4OF-01,TCGA-L5-A4OG-01,TCGA-L5-A4OH-01,TCGA-L5-A4OI-01,TCGA-L5-A4OJ-01,TCGA-L5-A4ON-01,TCGA-L5-A4OP-01,TCGA-L5-A4OQ-01,TCGA-L5-A4OR-01,TCGA-L5-A4OS-01,TCGA-L5-A4OT-01,TCGA-L5-A4OU-01,TCGA-L5-A4OW-01,TCGA-L5-A4OX-01,TCGA-L5-A88W-01,TCGA-L5-A891-01,TCGA-L5-A8NE-01,TCGA-L5-A8NF-01,TCGA-L5-A8NI-01,TCGA-L5-A8NJ-01,TCGA-L5-A8NK-01,TCGA-L5-A8NL-01,TCGA-L5-A8NQ-01,TCGA-L5-A8NS-01,TCGA-L5-A8NT-01,TCGA-L5-A8NV-01,TCGA-L5-A8NW-01,TCGA-L7-A56G-01,TCGA-L7-A6VZ-01,TCGA-LN-A49K-01,TCGA-LN-A49L-01,TCGA-LN-A49M-01,TCGA-LN-A49N-01,TCGA-LN-A49O-01,TCGA-LN-A49P-01,TCGA-LN-A49R-01,TCGA-LN-A49S-01,TCGA-LN-A49W-01,TCGA-LN-A49X-01,TCGA-LN-A49Y-01,TCGA-LN-A4A1-01,TCGA-LN-A4A2-01,TCGA-LN-A4A3-01,TCGA-LN-A4A4-01,TCGA-LN-A4A5-01,TCGA-LN-A4A6-01,TCGA-LN-A4A9-01,TCGA-LN-A4MQ-01,TCGA-LN-A4MR-01,TCGA-LN-A5U5-01,TCGA-LN-A5U6-01,TCGA-LN-A5U7-01,TCGA-LN-A7HW-01,TCGA-LN-A7HX-01,TCGA-LN-A7HY-01,TCGA-LN-A7HZ-01,TCGA-LN-A8HZ-01,TCGA-LN-A8I0-01,TCGA-LN-A8I1-01,TCGA-LN-A9FO-01,TCGA-LN-A9FP-01,TCGA-LN-A9FQ-01,TCGA-LN-A9FR-01,TCGA-M9-A5M8-01,TCGA-Q9-A6FU-01,TCGA-Q9-A6FW-01,TCGA-RE-A7BO-01,TCGA-S8-A6BV-01,TCGA-S8-A6BW-01,TCGA-VR-A8EO-01,TCGA-VR-A8EP-01,TCGA-VR-A8EQ-01,TCGA-VR-AA4D-01,TCGA-VR-AA7B-01,TCGA-X8-AAAR-01,TCGA-XP-A8T6-01,TCGA-Z6-A8JD-01,TCGA-Z6-A8JE-01,TCGA-Z6-A9VB-01,TCGA-Z6-AAPN-01
PLA2G2C,-3.816,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-2.2447,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-4.6082,-9.9658,-3.3076,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-4.2934,-9.9658,-3.1714,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-2.3884,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-4.035,-5.0116,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116
PLA2G2D,-3.3076,-1.685,1.2394,0.9935,1.2934,-5.5735,-6.5064,-3.458,3.2065,-0.4131,1.3167,2.6556,-4.6082,-3.6259,-0.7588,-5.5735,-0.7588,0.9343,-6.5064,-0.3752,-5.5735,-2.7274,-9.9658,-9.9658,-3.3076,-1.685,-5.0116,3.3577,-5.5735,-1.2481,-0.4325,-1.3921,-5.5735,-0.0574,-2.6349,0.605,-2.3884,-2.8262,-1.4699,-6.5064,-0.8863,0.2277,-1.1172,-2.3147,-1.6394,1.0007,-2.3147,-1.3921,-5.5735,-9.9658,-3.458,-2.9324,-4.2934,-3.0469,-5.5735,-4.035,-1.1488,1.4228,1.3397,-0.5973,2.1957,-4.6082,-3.816,0.5568,1.5758,-9.9658,0.1519,-2.6349,3.4609,-5.5735,-2.7274,2.9747,-0.3022,-5.0116,-6.5064,-4.6082,-3.458,-9.9658,-1.9942,-5.5735,-4.035,-6.5064,-6.5064,-1.2481,-4.6082,-9.9658,-9.9658,-6.5064,-3.0469,0.3346,-3.6259,-3.816,-2.8262,-2.3884,0.8408,-2.4659,-5.5735,-1.9942,-2.3147,-0.2159,-9.9658,-2.9324,-5.0116,-4.035,-2.7274,-1.9942,-4.6082,-2.9324,1.1577,-2.7274,-0.1504,-4.6082,-2.3884,0.2522
PLA2G2E,-9.9658,-4.035,-5.5735,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-3.1714,-9.9658,-5.5735,-5.5735,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-5.5735,-9.9658,-9.9658,-4.2934,-3.458,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.035,-4.6082,-4.035,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658
PLA2G2F,1.6187,-5.0116,-2.6349,0.03,0.03,-3.458,-9.9658,2.6624,-4.2934,-5.5735,2.9375,-1.9379,1.5165,-9.9658,-2.7274,2.5313,-6.5064,-6.5064,-1.1172,-9.9658,-1.5522,-1.3921,-9.9658,-9.9658,-1.4699,-9.9658,1.2815,-3.0469,-0.4131,2.1047,-9.9658,1.4962,-3.0469,-2.3147,-5.0116,-0.8084,-1.1488,-3.6259,-2.2447,0.7832,0.4233,0.8805,-1.8314,-4.2934,-0.8599,-3.6259,1.6093,3.7888,0.5666,-1.4699,0.9191,-5.5735,-3.3076,-1.4699,-1.7322,-6.5064,-1.7809,-2.3147,-1.6394,-4.6082,-0.7346,-1.5105,1.766,-2.4659,1.2085,1.2455,-1.9379,-2.3147,-2.7274,-0.3566,-3.1714,-0.2671,-0.5125,-4.035,0.346,-2.3884,0.1388,-6.5064,-3.6259,-9.9658,0.8408,-3.458,-3.1714,-9.9658,0.8408,-5.5735,-2.8262,2.9394,-6.5064,-3.458,-3.0469,0.537,-3.1714,0.605,-6.5064,-0.9406,-9.9658,0.3231,-0.6873,-2.4659,0.5271,2.4727,-5.5735,-5.5735,-2.3147,-2.114,-1.9942,0.099,1.125,-1.8314,-4.6082,-3.0469,-1.3548,-0.4521
PLA2G3,-6.5064,-9.9658,-9.9658,-3.6259,-1.3921,-0.1504,-3.458,1.0151,1.3901,-9.9658,0.547,1.9452,-6.5064,2.8442,-1.8314,-5.5735,-2.3147,-4.2934,1.9749,-4.6082,-4.6082,1.3567,-3.3076,-9.9658,1.0642,-6.5064,-1.0262,-9.9658,-0.2671,-4.2934,0.03,-4.2934,-6.5064,1.9111,-3.816,-3.458,-9.9658,-0.7346,-0.1345,-4.6082,-9.9658,-6.5064,-2.5479,-9.9658,-3.6259,-2.2447,-1.5951,1.5514,-9.9658,-9.9658,-1.3921,-2.4659,-0.4719,0.0014,0.7233,-3.0469,1.5165,-1.7809,-5.5735,-3.1714,2.2842,1.4065,-3.3076,1.2023,-2.6349,3.3264,-0.8863,-2.7274,0.7832,0.2522,-0.0574,-4.035,-2.114,-3.458,-0.6643,-2.9324,-0.7834,2.5163,-2.4659,0.3231,-4.6082,-0.4325,-4.2934,-3.6259,-2.4659,-0.3201,-1.3548,-3.816,-3.816,-3.0469,0.9038,2.4386,-2.8262,-1.1811,-0.3566,1.4808,-4.2934,-0.1504,-2.5479,0.1776,-9.9658,-2.3147,3.1733,2.9356,0.5859,0.1388,-5.0116,-6.5064,-3.458,2.0844,-3.816,-0.4131,2.3732,-5.5735
PLA2G4A,2.1798,3.3717,0.1776,2.1766,4.7022,2.4359,4.7214,2.7931,0.7321,-0.8339,1.0151,2.0465,-0.394,4.6793,2.5876,4.0926,2.1444,3.1212,-1.9379,2.694,2.4727,-3.0469,2.9356,4.9566,3.6737,-1.2142,0.9568,2.3953,2.409,1.4011,2.6487,2.8602,1.0573,0.9343,1.5115,2.0076,2.0979,2.2543,4.4013,3.616,2.8522,1.9111,3.9403,0.5955,3.6184,3.0825,2.7183,5.1215,2.9052,-3.6259,3.1377,2.1766,2.753,3.345,2.7073,1.0433,1.2696,3.4384,1.4011,2.3898,3.3134,2.4386,3.5645,3.6532,1.736,3.506,0.4233,2.0289,1.4011,4.01,2.1894,0.605,0.679,-0.8863,-0.9406,4.3342,1.1833,2.1444,1.766,3.83,0.0718,3.9185,3.0671,4.506,-0.7346,1.9786,2.7551,1.1447,-0.3022,3.3521,2.5561,3.4102,1.1577,-0.0725,0.7407,4.6877,1.2394,3.9691,0.9862,3.1588,2.4332,4.0627,2.0076,2.9128,1.3511,2.6828,4.0401,1.9377,3.0287,4.7132,2.2872,3.4143,3.7017,1.7702
PLA2G4B,0.3796,2.1925,0.4016,2.0395,1.5806,2.9243,2.0111,2.9224,2.945,2.2543,1.9377,1.8524,1.0573,1.5806,1.177,2.8877,3.2602,2.8838,2.7357,2.5263,1.949,2.5511,-0.8339,1.1117,3.2632,1.0293,2.2237,1.7786,4.3869,1.3225,2.9109,1.177,1.8404,1.9564,1.3567,2.409,0.4125,0.8805,0.0718,1.2934,2.1798,1.1382,1.7702,1.2576,0.1519,1.4441,1.1316,2.1606,3.5657,1.0503,0.679,1.4962,1.0007,1.6785,3.8481,1.1641,4.9463,1.642,1.2333,2.3451,3.4984,4.2181,1.0222,3.6006,2.0979,3.3379,2.6738,0.5763,2.5112,3.7688,4.4476,2.4883,1.4228,4.1563,1.4547,1.6558,2.3732,3.0688,0.6239,2.7336,2.4831,3.4183,4.2766,1.4228,1.3167,1.4281,2.2237,3.2282,1.692,2.6232,4.3442,3.6066,3.3221,1.3109,1.1512,1.3735,1.2756,-0.394,0.8488,1.2636,0.9268,1.8524,4.2616,1.3225,3.3336,1.5612,2.3337,1.1897,0.8164,2.8936,0.5568,2.4985,4.5466,2.4492
PLA2G4C,0.8408,0.3907,4.0748,2.108,1.8119,3.832,0.537,1.2516,3.2189,3.5199,1.4228,2.6161,3.793,1.6234,0.5955,2.0535,2.4306,1.1184,2.0604,1.3167,3.034,1.6785,-0.4521,0.7916,-0.3566,3.2466,-0.6643,2.4492,-0.2671,3.8218,1.7053,-1.7322,-0.4921,0.2881,2.876,0.7146,1.6281,-0.5125,0.6517,0.4865,0.03,2.1444,3.287,2.5112,1.8444,3.3842,0.6608,0.4552,-0.6416,4.3674,-0.5125,0.537,1.1184,0.4967,0.688,1.9415,1.6327,2.118,2.043,3.2692,0.688,0.6145,1.3846,2.2813,2.0254,0.03,2.4492,1.2576,3.8136,2.2573,0.7233,3.6589,1.6327,0.4865,1.5216,1.7009,1.3846,1.0779,3.8391,-0.1031,2.9966,0.3346,2.8661,0.9568,0.2642,0.9419,0.7058,-1.3183,2.0742,1.0007,0.1124,1.7828,1.6045,2.6556,3.0393,2.3677,3.1669,-1.3548,3.5287,0.6332,1.3846,3.9571,3.644,1.7229,-0.8863,2.6783,-0.9971,0.2998,1.5854,3.2526,1.614,1.3846,-0.394,0.9038
PLA2G4D,-1.2828,-0.5332,-3.0469,-3.816,-4.035,-0.9686,-3.816,1.8722,-2.3884,-0.2498,-0.3752,-2.4659,-4.6082,-2.3147,-1.0862,-1.2142,-2.4659,-3.458,-0.4921,-3.816,-0.7108,-1.5522,-3.816,-3.1714,-0.8863,-5.0116,0.517,-3.3076,0.537,-2.7274,-2.9324,-5.5735,-9.9658,-1.5951,-1.685,-2.9324,-5.5735,-2.5479,-1.2481,0.2277,-1.5951,-2.114,-3.816,-4.6082,-4.6082,-4.6082,-2.6349,-3.458,0.5763,-0.8084,-2.4659,-3.1714,-4.6082,-0.0725,1.9034,-3.458,-1.9379,-4.2934,-2.7274,-3.6259,-0.5973,0.3573,-1.0559,-1.2828,-0.9132,2.8137,-1.1811,-2.6349,-3.6259,0.24,-0.013,0.7321,-5.5735,-2.6349,-1.5951,-3.816,0.4657,-9.9658,-0.8863,-2.8262,-1.5522,-2.9324,1.412,-3.458,-2.3884,-2.4659,-3.0469,-1.2481,-2.4659,-4.035,-0.5332,-2.7274,-2.5479,-0.5125,-5.5735,-5.0116,-6.5064,-3.0469,-3.3076,-0.8863,-6.5064,-3.0469,-1.7809,-4.6082,1.1641,-3.6259,-3.3076,-2.8262,-2.9324,1.0079,-0.7834,-1.9379,-0.4921,0.8883
PLA2G4E,-1.7809,-1.1811,-6.5064,-5.5735,-0.5973,2.2603,0.346,3.1079,1.7489,-3.1714,1.4547,1.8683,-2.7274,-0.9971,3.2343,5.7581,-1.3183,-0.5973,4.1859,-4.2934,3.8915,1.3225,-3.458,-4.035,4.0322,-9.9658,4.504,-4.2934,6.3209,-1.5105,0.7999,-4.035,-0.9132,3.9232,-1.4699,2.3394,-4.6082,-3.1714,-3.0469,-0.4719,-1.6394,-2.5479,-3.0469,-2.114,-3.3076,-4.035,-0.9686,-2.6349,5.4699,-2.6349,-6.5064,-4.035,-6.5064,-1.1172,0.4865,-3.6259,4.2691,-4.6082,-5.5735,-0.1345,3.9194,4.182,-2.1779,3.7039,-0.0425,4.6628,1.3167,1.766,-0.5332,3.5815,3.5523,2.6043,1.0007,-1.9942,3.245,0.9268,3.7529,0.1388,-2.5479,-0.394,3.1813,0.2029,4.6988,-4.2934,1.0642,2.0325,2.4805,4.2404,-0.5756,0.0014,2.4306,2.578,0.4865,1.3225,-1.685,1.4547,-4.6082,-0.3383,-2.114,2.3536,-6.5064,-1.2481,2.296,-6.5064,3.0376,-2.8262,-1.8836,-3.6259,-3.816,3.3521,1.0711,-1.9379,3.907,3.7259
PLA2G4F,2.0289,3.6289,-0.4921,0.3115,1.692,-2.9324,1.0915,3.1278,1.1577,3.8033,1.8444,2.4857,3.0585,-1.6394,2.5163,-0.0574,-0.4325,2.685,-0.3022,-0.5332,0.9642,2.5188,3.2692,1.4441,1.9415,-6.5064,3.3814,-2.2447,5.0492,0.044,4.5429,2.5036,-3.458,2.0742,1.0503,0.6145,1.7954,3.5851,3.1829,3.7345,3.0671,1.1382,3.2737,0.2029,0.5069,-2.9324,1.595,2.1541,1.674,3.4713,1.2756,2.0638,-2.0529,3.9031,2.77,1.1447,3.8401,-0.4719,-0.5756,1.8762,3.4477,2.1988,4.2289,0.3573,1.0363,3.8218,1.8404,-9.9658,1.1316,0.0158,3.3379,1.3901,-1.5105,1.2516,1.2209,0.8961,1.8643,3.3731,-0.2159,2.081,0.099,-0.2328,3.2526,-1.5522,1.334,0.4761,1.0222,3.0791,-1.0262,-2.9324,3.4661,1.5266,-0.1993,-0.7834,0.1257,-0.4921,-0.1504,0.7233,3.5337,1.2333,2.4701,3.4075,3.3192,-3.3076,2.6302,4.5754,2.3592,0.8164,-0.5332,1.642,-0.9132,-2.6349,2.6873,3.0074
PLA2G5,-0.4325,-2.9324,-1.5951,-1.5522,0.2762,0.9343,-1.5105,0.7146,0.9191,1.1833,-0.1345,-0.8599,-5.5735,-0.5332,-0.1665,-3.3076,-0.8084,-0.9406,-1.1488,1.2875,-4.035,-0.6416,-5.0116,-2.3147,-4.6082,-3.6259,-0.9132,0.6699,-4.6082,-0.5543,-1.8836,-5.5735,-0.7834,-2.2447,-1.7809,-5.5735,-5.0116,-3.3076,-4.035,-2.3884,-2.3884,-2.114,-5.5735,-1.5522,-0.9406,-0.8339,-2.9324,-2.8262,-0.9686,-0.8599,-4.2934,-2.8262,0.434,-4.6082,-0.6193,-0.5973,1.5563,0.2277,1.2756,-0.5543,-2.9324,-4.2934,-5.0116,-0.2159,-1.5105,-3.1714,1.0363,-2.8262,0.5859,-1.8836,-1.2828,-0.3752,-0.1993,-0.7834,-2.1779,-2.114,-2.9324,-0.6416,2.1957,-2.2447,-0.5543,-1.685,-1.9379,-2.3884,-0.0574,-5.5735,0.517,-1.5951,0.8726,-1.4305,-4.035,-1.2828,-2.9324,-1.0559,1.6558,0.4447,-1.1811,-3.1714,-2.3147,-3.458,-1.4305,-1.685,-0.1828,-1.4305,-4.6082,-2.2447,-5.0116,0.1776,-0.8339,0.3115,-1.5522,-0.4521,-3.6259,-1.9379
PLA2G6,4.9146,3.0757,5.2285,3.8064,3.8581,4.6352,3.9478,2.6918,3.5982,3.2959,3.3435,3.0654,3.6066,1.949,2.824,1.1577,4.3986,3.1685,2.6464,5.1334,3.4358,3.5535,2.183,2.9109,2.7889,2.8117,3.1765,4.1086,2.5363,2.4412,4.3597,3.2018,2.7508,1.787,3.6771,2.8137,3.0842,4.2189,3.3966,3.7259,5.2423,3.242,2.9013,4.2714,2.6395,2.6185,3.4034,3.154,1.5064,4.4842,4.1931,3.838,3.034,3.9829,3.2973,2.6918,2.5731,3.3591,3.5596,3.6301,2.5338,2.9525,3.0961,4.131,3.9783,2.2391,3.4569,1.5064,4.1547,4.1939,3.5766,2.6255,2.3308,4.9764,2.4623,2.9802,2.685,3.7496,3.8788,3.4102,3.9156,3.9524,2.5972,3.1507,2.4908,3.0287,3.6289,3.5262,3.3689,3.5911,4.1458,4.3392,4.404,3.3993,3.0234,3.6894,2.0912,3.0127,3.7762,2.5852,2.3451,4.9117,3.1028,4.1515,3.9865,2.4492,3.6289,4.4516,3.3061,3.2205,3.38,3.4277,4.0392,2.0535
PLAAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAT,4.7049,3.011,3.7961,4.1946,3.6066,8.3003,3.4752,3.1426,8.2271,1.6512,3.66,6.3731,3.794,4.7882,3.2915,0.9862,3.992,4.8314,3.5009,4.5669,4.7165,7.5264,2.9262,4.2181,5.3917,7.0563,4.232,4.1764,2.5388,6.2948,5.3169,2.8779,5.1692,3.6172,4.843,7.0694,3.3563,3.1028,2.5137,3.981,3.0163,4.8778,4.2601,5.2246,5.2552,3.668,4.4033,2.9784,4.7645,5.0871,3.5312,4.6462,7.1744,5.0687,3.992,4.9397,3.9992,4.66,6.9296,4.7138,4.756,6.4268,3.0671,5.3934,2.2452,2.9544,6.1424,2.3394,7.4668,4.1915,5.6398,3.668,5.4263,7.4543,4.889,5.9939,4.4745,5.1186,4.3972,5.8273,2.8219,4.9842,4.5874,6.0257,4.0977,2.6715,4.8876,3.7356,5.9677,4.2343,6.1783,5.3848,7.2806,5.7364,4.5454,7.0093,4.4542,4.1804,6.3676,7.0214,3.6006,4.6404,7.2326,5.5847,4.4641,2.9674,2.409,5.7745,3.8411,4.7893,4.1294,3.483,4.3992,5.8503
PLAU,5.3978,4.3986,3.9801,3.2572,4.4061,5.7088,5.6265,6.4415,5.4125,3.8249,4.2639,4.281,3.5174,6.5446,5.1985,8.4849,2.9525,5.2262,6.8609,5.4098,7.695,6.48,2.236,4.5832,6.8908,5.7814,6.5578,3.3842,3.0252,8.9379,5.5435,1.5612,7.0145,5.4266,4.0471,5.8999,4.1867,3.1669,3.0446,4.1433,2.5634,5.327,3.9589,5.9272,5.9093,5.5021,3.9938,3.9617,6.0032,3.7909,4.701,3.1409,5.7806,2.6208,4.4095,6.1665,5.1514,5.005,6.6265,4.5142,3.795,4.5167,4.1547,4.858,4.7777,6.5761,7.9918,7.9488,5.8513,6.1148,5.0462,6.1621,7.2827,5.5308,7.4083,6.4415,5.8875,5.6904,6.0197,4.7258,7.4315,4.9369,5.0854,6.4142,6.4608,6.5958,6.5219,7.3247,5.6082,5.4588,6.796,7.2775,6.2005,6.0794,4.3206,6.8533,7.7846,4.4693,7.0894,5.0751,5.4236,5.2161,7.7072,5.7423,4.0782,4.9421,3.2602,6.8069,2.4518,5.4806,7.9961,5.7498,5.373,7.5729
PLCB1,3.1294,1.9527,5.405,2.167,2.9911,4.2936,2.8502,3.9175,3.3264,3.2526,1.8119,1.8036,1.125,2.9984,3.1079,2.0254,3.8411,1.4335,1.334,2.7095,2.1798,1.6785,2.6715,3.0927,2.7972,1.5266,1.3791,3.4726,0.7058,2.7249,3.8866,3.8228,3.6872,1.949,3.2143,3.3192,3.3925,-0.7588,3.0757,2.5948,3.0056,2.3106,2.676,3.1685,3.5971,2.1862,0.9343,1.5366,0.8408,3.47,2.6208,4.3162,3.1924,2.7336,2.3451,2.8014,2.3423,3.0163,2.826,4.2343,1.8484,1.9601,2.4518,3.3952,2.826,1.3567,2.96,0.0854,2.6805,2.9488,1.5806,1.8242,2.8622,1.8564,1.125,0.5955,3.9108,1.3109,3.8064,3.6714,1.5806,2.296,2.5683,2.609,3.4344,4.6508,3.5971,3.2885,1.2636,2.2543,2.8402,2.2452,3.8411,3.2282,4.0799,3.3206,1.7828,2.3677,3.2143,2.5996,0.7146,3.1987,-1.0262,3.3787,2.4465,2.9281,2.5462,3.3647,2.9525,2.8916,4.0109,4.2646,1.8762,2.0979
PLCB2,3.4398,0.8408,2.299,1.6327,1.8201,0.5568,1.4911,1.3051,2.5388,2.1894,3.0944,2.1047,1.9822,1.3454,1.8762,0.1124,1.2394,0.6332,0.9493,1.6512,1.1641,0.7579,-1.3183,2.0325,-0.0725,2.7805,-0.5973,3.4197,-0.394,3.0074,0.5666,-0.5332,1.196,1.0503,2.4171,1.5316,0.3231,1.8683,0.3573,0.6239,2.6556,2.2175,1.0503,2.8582,2.3135,2.7029,1.9377,2.2842,-0.8084,-0.4921,0.4761,-0.0574,2.043,1.6558,1.1833,2.578,1.0151,2.3366,2.1047,3.3605,1.5165,0.1776,0.6332,1.7097,2.2082,0.1519,1.9564,1.4011,2.3337,1.6785,1.3109,3.0199,1.8564,0.517,1.2992,0.5666,1.0711,0.4865,2.043,1.4756,2.5338,-0.6873,1.8078,1.105,0.9419,-0.7588,0.0718,0.8246,2.1247,2.6533,0.058,0.6517,2.1862,1.6785,1.2934,1.125,1.6093,0.1776,0.8246,1.2455,1.2576,2.0465,0.537,0.7058,0.8246,1.4388,-0.0425,1.3567,0.9419,0.5069,1.6649,0.9115,1.125,1.8484
PLCB3,4.0584,3.7507,3.1556,4.7976,5.0036,3.7867,3.6838,3.9431,3.4945,3.4817,4.026,3.794,4.3583,4.2312,5.6288,4.4647,3.8249,3.1844,5.4483,4.445,4.8944,4.6588,5.9112,5.6413,5.3872,4.5814,4.8495,4.6451,5.1086,3.7486,3.5111,5.4539,4.8625,5.3541,5.124,4.5342,5.9951,6.7382,4.7709,5.7288,4.4088,4.6514,4.4263,2.9839,3.5982,3.9792,4.4868,5.6996,5.2736,4.6594,4.2111,3.6894,4.1907,4.9883,4.4958,4.2639,4.4081,3.795,3.4344,4.3688,4.2009,4.2631,4.182,4.3639,3.242,4.9218,4.1571,4.8861,3.0234,3.2677,3.8136,4.1044,4.1836,2.7805,4.4156,4.8954,4.3413,4.1061,4.5167,4.6218,3.9506,3.5994,4.2289,3.9299,4.5136,4.7517,4.3541,4.7263,3.9892,3.5959,4.2758,4.1883,4.1069,4.5021,3.66,3.3675,4.5994,4.943,4.435,4.1915,6.4883,4.4523,3.7518,4.0304,4.1628,5.9355,3.772,4.149,4.0445,4.8012,4.8038,4.3639,4.4283,4.6364
PLCB4,1.3051,0.4447,3.7345,2.7594,3.6277,3.5324,3.4437,-0.4325,1.412,0.6145,0.0014,0.3907,0.9115,2.3077,-1.8836,-2.6349,3.4358,3.29,-0.6643,0.2029,-0.6873,0.4967,1.3283,3.0074,-1.9379,-3.458,-3.458,3.7877,-4.6082,3.7507,2.0569,0.9038,2.7422,-2.114,1.2333,4.7872,-0.8339,1.7744,3.3993,3.0825,1.3283,4.6393,3.5124,-0.013,3.492,2.0979,3.4224,3.4358,-3.458,-0.4521,4.1103,2.8562,1.9302,-0.4921,-0.2159,2.1894,1.1706,2.9618,3.2915,3.6428,3.0533,0.6239,0.2522,2.1798,0.9268,-2.9324,1.6785,-0.5756,2.3193,1.6045,1.196,0.03,1.3167,-1.7322,-2.2447,0.24,-0.5973,-0.6416,1.2636,-3.6259,0.7999,3.1162,-1.0559,-0.5543,-0.3022,0.7321,1.4281,-1.7809,0.1903,1.4652,2.6624,0.2762,0.8408,-0.1993,3.1212,3.1045,2.9802,3.9185,-0.7346,2.0147,-2.8262,2.4386,-1.2142,3.9204,3.0234,3.863,2.4883,0.8164,3.4868,0.6239,-0.3022,2.4675,2.108,-3.6259
