gene_name,TCGA-BL-A13I-01,TCGA-BL-A13J-01,TCGA-BL-A3JM-01,TCGA-BT-A0S7-01,TCGA-BT-A0YX-01,TCGA-BT-A20J-01,TCGA-BT-A20N-01,TCGA-BT-A20O-01,TCGA-BT-A20P-01,TCGA-BT-A20Q-01,TCGA-BT-A20R-01,TCGA-BT-A20T-01,TCGA-BT-A20U-01,TCGA-BT-A20W-01,TCGA-BT-A2LB-01,TCGA-BT-A2LD-01,TCGA-BT-A3PH-01,TCGA-BT-A3PJ-01,TCGA-BT-A3PK-01,TCGA-BT-A42C-01,TCGA-C4-A0F0-01,TCGA-C4-A0F1-01,TCGA-C4-A0F6-01,TCGA-C4-A0F7-01,TCGA-CF-A1HR-01,TCGA-CF-A1HS-01,TCGA-CF-A27C-01,TCGA-CF-A3MF-01,TCGA-CF-A3MG-01,TCGA-CF-A3MH-01,TCGA-CF-A3MI-01,TCGA-CU-A0YN-01,TCGA-CU-A3KJ-01,TCGA-CU-A3QU-01,TCGA-CU-A3YL-01,TCGA-DK-A1A3-01,TCGA-DK-A1A5-01,TCGA-DK-A1AA-01,TCGA-DK-A1AB-01,TCGA-DK-A1AC-01,TCGA-DK-A1AD-01,TCGA-DK-A1AE-01,TCGA-DK-A1AF-01,TCGA-DK-A1AG-01,TCGA-DK-A2HX-01,TCGA-DK-A2I1-01,TCGA-DK-A2I2-01,TCGA-DK-A2I4-01,TCGA-DK-A3IK-01,TCGA-DK-A3IL-01,TCGA-DK-A3IM-01,TCGA-DK-A3IN-01,TCGA-DK-A3IT-01,TCGA-DK-A3IU-01,TCGA-DK-A3IV-01,TCGA-DK-A3WW-01,TCGA-DK-A3WX-01,TCGA-DK-A3WY-01,TCGA-DK-A3X1-01,TCGA-DK-A3X2-01,TCGA-E5-A2PC-01,TCGA-E7-A3X6-01,TCGA-E7-A3Y1-01,TCGA-FD-A3B3-01,TCGA-FD-A3B5-01,TCGA-FD-A3B6-01,TCGA-FD-A3B7-01,TCGA-FD-A3B8-01,TCGA-FD-A3N5-01,TCGA-FD-A3NA-01,TCGA-FD-A3SJ-01,TCGA-FD-A3SL-01,TCGA-FD-A3SM-01,TCGA-FD-A3SN-01,TCGA-FD-A3SO-01,TCGA-FD-A3SP-01,TCGA-FD-A3SQ-01,TCGA-FD-A3SR-01,TCGA-FD-A3SS-01,TCGA-FJ-A3Z7-01,TCGA-FJ-A3ZE-01,TCGA-FJ-A3ZF-01,TCGA-G2-A2EC-01,TCGA-G2-A2EF-01,TCGA-G2-A2EJ-01,TCGA-G2-A2EK-01,TCGA-G2-A2EO-01,TCGA-G2-A2ES-01,TCGA-G2-A3IB-01,TCGA-G2-A3IE-01,TCGA-G2-A3VY-01,TCGA-GC-A3BM-01,TCGA-GC-A3I6-01,TCGA-GC-A3WC-01,TCGA-GC-A3YS-01,TCGA-GD-A2C5-01,TCGA-GD-A3OP-01,TCGA-GD-A3OQ-01,TCGA-GD-A3OS-01,TCGA-GU-A42R-01,TCGA-GV-A3JV-01,TCGA-GV-A3JW-01,TCGA-GV-A3JZ-01,TCGA-GV-A3QF-01,TCGA-GV-A3QG-01,TCGA-GV-A3QH-01,TCGA-GV-A3QI-01,TCGA-GV-A3QK-01,TCGA-GV-A40E-01,TCGA-GV-A40G-01,TCGA-H4-A2HO-01,TCGA-H4-A2HQ-01,TCGA-HQ-A2OE-01,TCGA-K4-A3WS-01,TCGA-K4-A3WU-01,TCGA-K4-A3WV-01
PPP2R5C,5.74909864574,5.90925121577,5.4951,6.0104,5.9454,5.3678,6.0442,5.9222,6.0542,5.4529,5.5931,5.0135,5.4047,5.7428,5.2358,5.0747,5.8365,5.5472,5.8483,6.1379,5.8043,5.441,6.5023,6.5569,5.2972,5.9971,5.6035,3.6916,5.7522,5.9348,5.1799,6.5264,5.9971,6.4552,5.6862,5.3263,5.0575,5.8382,5.6974,5.7412,6.0609,5.2769,5.517,6.064,5.6041,5.7101,6.1639,5.3948,5.0352,5.6924,6.0689,5.9345,5.9607,5.7761,5.7162,5.5348,6.0257,6.6122,6.7995,6.0385,5.996,5.7453,5.0379,5.7751,6.6956,5.9547,5.853,5.7347,6.049,5.9928,5.6614,5.5732,5.5047,5.5583,6.2839,5.0571,5.4964,5.8238,6.4285,4.1277,6.6272,5.2661,5.6496,5.3045,6.3432,5.3349,6.7143,6.132,6.0168,5.3155,5.7858,5.9858,6.0264,5.6488,5.6562,6.2515,5.6218,5.8761,6.6558,6.0222,5.44,5.332,4.427,5.1152,6.1033,6.2674,5.6253,5.381,4.9782,5.961,5.6784,5.5494,5.1899,6.2715,5.3438,6.1422
PPP2R5D,4.19647581188,3.74966164997,5.1119,4.7688,4.0225,4.511,4.1392,4.3938,4.7143,4.2781,4.1796,4.3765,4.4223,4.6065,4.1571,4.2654,4.287,5.1811,4.1128,5.0383,4.4061,4.352,4.3958,4.597,3.9965,4.9792,4.0497,2.5238,4.0713,3.7215,3.1344,3.865,4.5342,5.2854,4.7159,4.1449,4.7016,4.3527,3.5174,4.7991,4.0073,4.6798,4.4013,4.5772,3.9242,3.4304,3.6872,4.3667,3.8401,3.7561,4.5952,4.836,4.5644,4.0601,4.7517,4.327,4.7356,4.7565,3.4277,4.811,4.3951,4.4919,4.0118,4.3576,5.0409,3.9166,4.466,4.2818,5.3126,4.2434,4.1094,4.1547,4.1772,4.0136,5.0193,4.3604,4.2419,5.0436,4.9663,3.2647,4.2266,4.1466,4.3002,4.7496,4.4122,4.0824,4.3814,4.2892,4.5129,4.1153,4.7819,4.8565,4.7132,4.2973,4.905,4.4641,4.0506,4.5602,4.6358,4.3328,4.1458,3.7992,3.6254,3.8719,4.2088,4.9732,5.0122,3.8187,4.8881,4.8983,3.6872,4.1269,4.7165,4.5705,4.0046,4.7005
PPP2R5E,3.81944569599,4.21525605023,3.6849,3.5111,3.5742,2.9413,4.5072,3.6006,2.9948,3.5249,3.7039,2.4008,3.6301,3.637,2.685,3.1311,3.4997,3.8905,3.4569,3.3293,3.7269,3.1409,4.0462,3.1079,3.0323,3.4843,3.3364,1.5115,3.7367,2.9674,1.7744,4.034,4.01,3.3206,2.2019,3.2959,3.2511,3.3321,3.9031,4.0994,2.8341,3.7116,3.6669,2.9148,3.5249,2.7784,3.5803,3.2065,3.1572,2.7314,3.836,4.1178,3.8847,3.2359,3.9552,3.4622,3.7783,3.0859,2.1541,4.0824,3.3307,3.705,2.5238,4.1027,3.6725,3.2405,3.7752,3.7992,4.1145,3.7083,3.863,3.9022,3.4384,2.8402,4.1474,3.0706,2.791,3.5486,3.7127,2.2842,3.9819,3.1145,3.3307,3.1653,4.4945,3.0825,3.8739,3.3828,3.6219,2.8076,3.5149,3.616,3.9571,3.4451,3.9431,2.9375,3.5111,3.4264,3.5086,3.6497,2.9319,4.4706,3.0791,3.0602,3.2781,4.018,3.8925,3.0287,2.8897,2.7117,2.8381,3.9137,3.869,3.4371,2.9262,5.2548
PPP3CA,4.29823900326,4.09514927957,4.0892,3.4477,3.3897,3.6101,4.2631,4.222,2.9205,4.3499,3.8249,3.1955,3.8391,2.7784,2.727,3.4504,2.4252,4.2189,3.4569,3.4048,3.8611,4.2929,4.222,4.0765,2.9469,3.6077,3.3842,1.8564,2.8422,3.7432,2.4144,3.1145,4.3555,3.1685,2.8321,4.5392,4.041,4.5205,3.9213,3.4933,2.8681,4.2181,4.1796,4.1011,3.6242,2.8622,3.7678,3.6207,3.1062,3.8002,3.6623,4.2266,3.3675,3.7888,3.4007,3.623,3.1426,3.4713,4.0867,3.4183,4.6537,4.964,3.1491,3.3307,4.2847,4.061,2.8994,4.0162,3.7794,4.4906,3.0978,3.1717,4.034,4.838,3.3535,3.705,3.4778,3.6018,4.5009,2.8321,3.7804,1.7053,4.3992,4.2518,5.1895,3.5827,4.2541,3.8411,3.5424,3.5047,3.5657,3.1813,3.4804,2.7508,3.5584,3.3192,3.837,4.5516,2.9948,2.9507,3.2018,3.4437,3.2885,2.77,4.2243,2.2663,3.4251,2.7401,4.0636,2.826,3.5645,3.4291,-0.4921,3.6872,4.5021,2.1378
PPP3CB,4.13046604383,4.15386364562,3.705,4.6736,3.6894,3.154,3.7688,4.2958,3.3952,3.4596,4.0782,4.1343,3.7313,4.2158,3.8085,4.0064,3.9783,4.6821,3.9496,3.7593,3.9792,3.6405,3.5047,3.8249,4.0824,4.3009,3.6018,2.7615,4.0926,3.2374,2.9893,3.9299,4.5066,2.727,3.5547,4.5916,4.2196,4.079,4.0073,4.2111,3.5324,3.9543,4.287,3.8013,4.2173,3.5645,3.309,4.2327,3.1523,3.2374,3.7603,4.2751,3.8105,3.8729,4.2111,3.9865,4.0567,4.4549,2.1574,4.4745,2.6232,3.1556,3.2602,4.4842,3.5374,6.0807,4.0348,4.3256,4.4641,3.8749,4.1482,3.8511,4.4595,3.6509,4.2714,4.0278,4.2389,3.831,4.1748,2.9618,3.7072,3.8847,4.3191,4.554,4.0824,3.8905,3.5249,3.4648,3.4752,3.5199,3.4061,3.4156,3.4088,3.1311,4.5826,4.0153,3.9232,4.3951,3.7773,4.1169,4.0782,2.7508,4.1668,2.7742,4.3548,3.402,2.59,4.0153,4.1458,4.5199,3.5047,3.3773,4.7296,4.5657,4.3779,3.7017
PPP3CC,3.09270688605,2.65328734769,3.7961,2.6208,2.7161,2.1574,3.3633,3.5237,2.2144,2.77,3.2174,2.6138,2.3926,2.376,2.6441,2.824,3.6266,2.081,2.5188,2.3048,2.7227,2.7205,3.2127,2.1925,1.7744,2.2901,2.7551,0.6699,3.3591,2.4701,1.4335,1.766,2.4386,2.9655,2.1013,3.1112,2.6533,2.7007,3.2737,1.9859,1.5465,2.8858,3.2096,2.3479,2.6302,2.9948,2.6624,2.7868,1.8078,2.7357,0.7493,2.7951,3.0181,3.4894,2.4779,3.5374,3.0688,4.2616,2.0325,2.5087,2.6783,2.0878,2.3019,2.6418,2.3337,1.9527,2.7401,3.074,2.1541,1.0847,1.5758,2.9262,2.2573,2.3423,1.0915,3.0568,2.8055,2.5707,2.7805,2.9765,3.136,1.5998,2.4117,1.8242,3.2435,2.1147,3.0757,2.824,2.5972,1.5563,2.8562,3.1971,3.3393,2.2603,2.2693,2.1862,3.0092,2.8974,2.8321,2.4623,4.0653,2.1476,1.6045,1.7097,3.652,1.0222,3.1797,2.9966,3.0305,1.2023,2.651,1.6466,0.2522,2.9432,3.0774,1.4859
PPP3R1,5.57815651144,4.64296180538,4.5844,4.5663,4.7394,4.8395,4.8679,4.9644,4.1409,4.591,4.9969,4.5614,4.6571,4.6159,4.7908,4.4423,4.425,5.1343,4.9327,4.7997,5.0913,4.3618,4.936,4.3169,4.7242,5.191,4.4732,1.0151,4.5832,3.8993,3.4277,4.7027,5.1635,4.6041,3.8501,4.9686,4.511,4.5161,4.8435,5.3205,4.0909,5.3516,4.7165,4.3611,4.4745,4.0375,4.5772,4.4784,4.5123,3.8157,5.2777,4.7908,4.497,4.1498,3.9261,4.6065,4.6159,4.641,4.0549,5.6577,4.7071,4.6195,3.4224,4.3772,4.427,4.8963,4.4243,4.4337,4.6577,4.7165,4.2914,4.5448,4.3848,4.2751,4.677,4.2929,4.3111,4.5311,4.3119,3.5047,3.7688,4.4836,4.4938,5.2312,4.701,4.0488,3.9147,4.7361,4.2601,3.9308,5.3754,4.3841,4.5898,4.8274,4.3513,4.5832,4.6628,4.4938,5.0343,4.4951,3.6771,4.1153,4.6159,4.3562,4.4443,4.6485,5.2865,4.6554,4.5192,4.4457,4.6474,4.9851,5.2335,4.6242,4.4732,4.9397
PPP3R2,-7.85034953677,-7.85034953677,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PPP4C,6.47203850666,6.61257620144,6.3987,6.2886,6.3147,6.5937,7.2867,6.5844,7.5561,6.7657,7.3128,7.0714,6.4829,7.2365,7.134,7.2662,7.5391,6.5108,6.6121,7.4987,7.2365,6.28,6.5865,7.545,7.1778,6.2462,6.761,6.0177,7.5908,7.3095,6.5814,7.2652,7.7201,8.0285,6.6853,6.7114,7.0733,6.6348,6.246,7.0674,6.1801,5.9966,6.6611,7.054,6.3318,7.3521,7.0938,6.4478,8.0459,7.5244,6.7388,7.1499,6.5943,6.7774,8.0913,6.7215,6.4492,6.7943,7.305,6.2036,7.2846,6.9812,6.6363,9.0017,6.7553,7.3804,6.5917,6.2959,6.7903,7.5122,7.9938,7.0514,6.8025,7.5269,6.9634,6.1215,6.479,7.463,7.3713,5.9996,6.6799,6.8166,6.387,7.4024,6.9494,6.2754,7.6169,6.6579,6.9384,8.1331,6.9391,6.7275,6.6424,6.2097,7.0173,7.0372,6.3336,6.9719,6.4895,6.6106,7.1619,9.325,7.6639,6.9226,6.8306,6.8324,6.0341,6.2419,7.0316,7.477,6.5776,7.3538,6.1085,6.8373,6.4529,7.6147
PPP4R3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4R3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4R3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP5C,4.76980233456,4.1312765421,6.246,4.7448,4.7027,5.6448,5.1498,5.5179,5.3593,4.7258,5.2506,4.6177,4.9322,5.0764,5.2784,4.7421,4.6944,5.2095,4.5205,5.5255,5.2612,4.6253,5.4922,4.404,4.9331,5.4874,4.7356,3.6939,5.331,4.8812,4.0841,4.5608,4.8807,5.5469,5.528,4.918,4.917,4.5336,5.0175,5.3576,4.9828,5.0189,4.996,4.9213,5.0635,4.2419,4.597,5.1692,5.0108,5.5292,4.918,5.2877,5.1281,4.6012,5.5925,4.5205,5.4992,4.9151,4.6468,6.0299,5.0273,4.9284,4.6685,5.1478,4.7258,5.5091,4.7887,5.0588,5.4954,4.8992,5.6539,5.5339,4.9016,5.3005,4.2751,4.6148,4.7772,4.5516,5.9633,4.3772,5.0471,5.5398,4.3068,5.7418,4.8983,4.5047,5.7024,5.0326,4.7247,5.3005,5.7629,5.082,4.5796,5.033,5.0562,5.1538,5.2593,5.0934,5.9112,5.5874,5.706,5.5611,5.7506,5.3646,4.8625,5.8071,5.0867,4.7448,5.1543,6.0014,4.4726,5.5769,5.693,5.0875,4.7635,5.6212
PRDM4,3.46000095996,3.32495188558,4.2714,2.4225,3.011,3.6486,2.8936,3.7421,3.7072,3.3731,2.7205,2.6278,3.4237,3.1653,3.3177,2.4701,3.0498,3.3717,3.2662,3.7291,2.9488,3.1637,2.8681,3.1971,2.7139,3.3061,3.3787,2.4571,3.2251,3.1955,3.3897,2.8341,3.3321,3.0619,2.872,2.8014,3.5766,3.4424,3.4344,3.5547,3.2752,3.2496,3.1129,2.7657,2.9052,2.5213,2.7636,3.0463,2.694,2.5756,3.8561,3.1393,3.0723,3.0393,3.5572,3.2251,3.9232,2.7401,2.874,3.7324,2.6693,3.29,2.8936,3.1955,3.3105,3.3235,2.8602,3.3952,2.9655,2.8442,2.5363,2.578,3.1971,3.2781,2.8321,3.2541,2.8819,3.6714,2.7073,2.2391,3.2781,3.4635,2.6487,3.9384,3.2065,2.7868,2.5731,3.4817,3.309,3.0654,4.4061,3.6042,3.3206,3.0893,2.7594,2.8877,3.4569,3.5608,2.971,3.4971,2.727,3.7825,2.8199,3.002,2.6693,3.3759,3.8993,3.3619,3.1327,2.8897,2.4332,3.3605,4.3744,3.0287,3.5399,3.2988
PREX1,5.03464175302,1.84302115499,1.8564,0.9268,2.1574,3.6509,0.099,5.0943,3.4907,2.4279,2.043,1.787,1.4859,3.2466,2.4306,1.412,0.6969,1.5854,2.9032,2.5112,0.679,0.688,3.8075,0.9789,1.334,1.674,0.3907,1.0983,0.8488,0.688,1.5366,2.1509,2.118,1.3901,2.7073,2.2513,1.2271,0.9343,1.8524,2.6873,1.4281,0.605,3.5149,2.9186,1.8036,2.5462,2.2175,4.2669,2.036,1.0573,-0.1504,3.7752,1.9034,3.9737,2.4492,2.6185,3.1311,4.3256,1.7185,0.3907,1.8762,2.2813,1.0847,3.3521,2.6602,3.3689,3.5791,4.1676,0.2642,3.4674,3.4183,2.8442,1.4281,0.8647,2.4252,3.6804,2.3953,2.4518,-0.2671,2.9984,-0.9971,2.9262,2.0535,2.6738,1.0642,1.6695,2.8096,1.5612,-0.2328,0.2881,5.0497,1.3511,2.0535,2.9637,2.0218,1.4011,2.0289,0.3346,3.1844,1.2696,3.3745,2.9338,2.8402,2.236,4.2601,3.7193,2.5263,2.2452,1.3051,2.7931,2.5561,2.4492,1.4859,3.186,3.4596,0.7579
PRICKLE1,0.752181739486,1.61403154411,0.24,-0.5756,0.2642,-0.2498,-1.1811,0.9115,-2.5479,1.9527,2.4934,1.0915,0.9038,0.0718,-0.2671,-1.2142,-1.5951,1.9564,2.5924,-1.3183,-0.2328,0.2642,0.2154,-0.2328,-1.3921,2.4412,-2.9324,-4.2934,-2.1779,-1.5105,-2.4659,1.8604,1.6093,-3.458,-0.8863,2.1894,2.1766,-1.9942,2.828,-1.7809,0.1124,3.1162,1.6875,-2.0529,2.1345,0.2154,1.1382,0.8961,-0.1993,1.1184,3.7571,1.8242,0.1388,0.4125,-1.685,0.3115,1.0503,1.1833,0.9115,2.0707,-0.8863,0.4016,-0.6416,5.8417,2.5707,1.7273,1.6466,1.8119,-2.114,-0.5543,0.2522,2.4805,2.4753,3.1955,0.346,3.1162,1.6327,2.2931,0.9343,-2.2447,-0.6416,-0.8339,1.46,2.7422,0.5568,0.4967,-0.1828,-1.685,-1.8836,-3.816,-0.2328,-0.6873,0.3346,1.6234,1.6045,0.1388,0.9789,1.1316,1.0079,-0.4521,-1.3921,-1.1811,-0.2328,-2.8262,1.3735,-3.0469,0.8805,-3.1714,-0.7834,-1.7809,-0.013,-1.4305,0.5271,2.3898,1.4962,-1.2828
PRICKLE2,3.43974937393,2.1723838487,-0.4131,0.9115,-0.5125,-1.1488,-0.3566,-0.8339,-0.9971,1.3225,1.5165,-0.1828,-0.1993,-0.0277,0.6608,-1.2481,-0.9406,-0.4719,1.46,-0.0425,-0.5973,-0.8084,0.6969,-0.3752,2.0254,4.2196,0.7832,-1.2828,1.2455,1.0983,-1.4305,0.9642,1.2333,-3.0469,-1.0862,0.3115,2.2237,-0.1345,1.9188,-0.4921,0.24,-2.2447,2.8381,-0.5973,2.1147,-0.1187,0.2029,0.8488,0.1648,0.8568,0.9191,1.5998,0.9789,1.1577,0.5666,-2.2447,1.5316,0.2642,-1.5105,-0.6873,-2.9324,0.058,-0.4325,2.4144,0.9568,-0.9406,1.5758,2.5707,0.2881,-0.5543,1.1117,1.7617,0.6145,1.4859,1.9638,2.3077,2.2482,1.5115,0.6332,0.24,-1.8836,0.1903,1.4808,-2.5479,1.5013,-0.2845,0.0158,-0.4521,-3.6259,-0.394,0.4761,-0.4131,0.7916,0.058,1.4281,0.1903,1.5165,1.6093,0.9191,-0.394,0.0014,-0.3022,0.3231,-1.7322,0.5859,-1.2142,0.3907,0.2762,1.0503,-0.0725,0.4016,-1.0559,0.679,2.2723,1.8404,0.044
PRICKLE3,2.42250339355,2.47792491218,2.0604,2.0147,3.9765,3.5274,3.5136,2.6556,3.3177,3.6827,2.1766,3.4622,2.9692,3.4437,5.1392,2.409,3.4687,3.449,3.3264,3.9147,3.47,3.4504,3.2541,2.2543,3.794,3.5349,4.2103,3.4648,3.9856,3.9337,3.2313,2.3843,3.5863,3.3952,4.2921,2.8858,3.9242,3.8289,3.831,2.676,3.7656,3.4304,2.694,3.616,2.5238,2.4492,2.7742,2.233,3.8749,3.3966,3.1971,3.6101,3.705,2.1247,3.1572,3.4424,3.868,2.3193,3.5523,3.9617,3.3307,3.4318,3.4752,2.909,3.7291,2.1444,2.828,2.8858,3.8481,3.5262,2.2573,2.3222,3.4358,3.906,3.2034,2.824,3.603,2.3677,2.1013,2.3193,3.6612,2.8819,2.9802,3.4384,4.2855,2.9911,2.971,3.3925,3.9365,3.8421,4.0601,3.7836,3.9691,3.6737,3.5212,3.6861,3.2236,3.2811,3.7741,3.0358,4.1931,4.4423,3.0181,4.01,2.0465,3.0688,3.2282,3.871,3.1924,2.5487,1.7009,3.2065,5.608,2.9413,2.4753,5.1169
PRICKLE4,1.41734181525,1.40107718338,0.9789,0.688,2.9319,1.4808,1.334,1.6785,2.9637,2.7139,2.4279,2.3649,2.8955,1.5612,2.7572,1.4388,2.4675,3.2602,2.8779,3.4556,-0.013,0.4016,2.1988,0.8164,3.4765,1.0642,4.9887,2.8916,2.874,3.9774,3.38,0.8082,0.8327,3.0199,3.8905,3.0446,2.7551,3.5399,2.0289,2.9747,2.0004,0.8647,2.3953,2.9802,2.1798,0.8082,1.0293,1.334,2.9319,3.8719,0.3115,2.1444,2.8819,1.0642,4.298,2.1638,2.5731,1.7141,1.0983,1.2696,3.453,2.8799,3.868,0.9268,2.0946,1.1641,0.4657,1.4494,1.7575,1.4962,1.787,1.3679,3.1507,1.4652,2.0707,0.8488,3.1733,3.7486,2.7721,2.2082,3.2158,1.8604,3.4143,1.125,0.6699,2.9262,0.4552,2.7572,2.0218,2.8502,2.1313,2.6208,3.6497,2.0325,3.2405,2.6873,3.5473,3.5935,1.7316,3.755,1.5465,1.2455,0.4552,1.5612,2.4492,2.4883,1.4228,2.8582,2.7784,2.3732,2.9413,3.3017,1.9895,3.0323,3.6136,1.8323
PRKAA1,5.00079893303,4.71283591901,3.8228,3.755,3.5584,3.5009,5.6693,3.9719,4.1923,4.0216,3.7061,3.5827,4.2389,3.5815,3.1162,2.4544,3.4517,4.9796,3.7105,4.3611,3.5535,3.6566,4.3583,4.5066,3.4713,4.1409,4.1523,3.0791,4.4013,4.1764,2.0076,3.928,4.4128,5.2208,3.3869,4.2289,3.9709,4.6628,3.7688,3.603,3.9118,3.9459,4.3097,4.3364,3.6125,2.5437,3.3966,3.9365,2.7183,2.3788,2.93,4.6888,2.7784,3.7226,5.1863,3.2752,4.7099,3.4609,3.1653,4.2204,3.5899,4.9982,3.5669,3.8837,3.9965,3.0323,3.6148,5.0184,4.2289,3.9515,3.5312,3.9847,3.7083,3.4075,4.3555,4.0055,3.3293,4.0765,3.2174,3.2511,4.5736,3.5899,3.9079,4.7372,3.1409,4.4784,3.6872,3.3869,3.5875,3.4609,3.6555,4.2995,4.5072,4.0445,4.2714,3.866,4.3477,3.8105,3.5947,4.6691,4.0462,3.6266,3.0056,3.5098,3.3105,3.9534,4.7751,4.182,3.7432,5.1408,3.4687,5.1396,3.9691,3.5657,4.2041,2.7721
PRKAA2,-0.568475150355,-1.11716588372,1.1833,-4.2934,-2.9324,-0.3022,0.3907,-0.0725,-1.9942,-2.4659,-4.6082,-5.0116,-1.1488,-2.9324,-0.6643,-4.2934,-6.5064,-0.6416,-5.5735,-1.9942,-4.2934,-0.8863,-2.7274,0.1903,-6.5064,-4.6082,-3.458,-9.9658,-5.5735,-1.4305,-9.9658,-5.5735,0.7493,-5.5735,-3.0469,-2.2447,-2.5479,-3.458,-1.3921,-2.0529,-3.816,-3.816,-1.6394,-1.2142,-1.2481,-5.5735,0.044,-0.3383,-3.6259,-3.0469,0.4967,-6.5064,-2.4659,-2.0529,-4.035,-9.9658,-2.2447,-3.1714,-2.7274,-0.7108,-1.5522,-2.6349,-2.9324,-3.816,-1.5951,-2.4659,-2.8262,-1.3183,-3.6259,-3.1714,-0.2328,-1.3921,-1.0559,-5.0116,-1.4699,-1.2481,-2.9324,-0.7108,-0.6193,-1.1488,-3.0469,-3.6259,-3.816,-9.9658,-9.9658,-3.0469,-3.3076,-9.9658,-5.5735,-6.5064,-1.5522,-0.4921,-2.4659,-2.2447,-0.2498,-4.035,-3.3076,-2.5479,0.7321,-3.6259,-6.5064,-2.6349,-2.114,-6.5064,-3.3076,-1.0262,1.8404,-6.5064,-2.7274,-0.6193,-4.6082,-0.7346,0.6517,-1.7809,-0.9406,0.1388
