gene_name,TCGA-18-4721-01,TCGA-18-5592-01,TCGA-21-1071-01,TCGA-21-1076-01,TCGA-21-1081-01,TCGA-21-5782-01,TCGA-21-5784-01,TCGA-21-5786-01,TCGA-21-5787-01,TCGA-22-1011-01,TCGA-22-4591-01,TCGA-22-4607-01,TCGA-22-5471-01,TCGA-22-5472-01,TCGA-22-5473-01,TCGA-22-5474-01,TCGA-22-5477-01,TCGA-22-5478-01,TCGA-22-5480-01,TCGA-22-5482-01,TCGA-22-5485-01,TCGA-22-5489-01,TCGA-22-5491-01,TCGA-22-5492-01,TCGA-33-4532-01,TCGA-33-4547-01,TCGA-33-4566-01,TCGA-33-4582-01,TCGA-33-4586-01,TCGA-34-2596-01,TCGA-34-2608-01,TCGA-34-5231-01,TCGA-34-5232-01,TCGA-34-5234-01,TCGA-34-5236-01,TCGA-34-5239-01,TCGA-34-5241-01,TCGA-34-5927-01,TCGA-34-5928-01,TCGA-34-5929-01,TCGA-37-4133-01,TCGA-37-4135-01,TCGA-37-4141-01,TCGA-37-5819-01,TCGA-39-5019-01,TCGA-39-5021-01,TCGA-39-5022-01,TCGA-39-5024-01,TCGA-39-5028-01,TCGA-39-5029-01,TCGA-39-5030-01,TCGA-39-5031-01,TCGA-39-5035-01,TCGA-39-5037-01,TCGA-43-2578-01,TCGA-43-3394-01,TCGA-43-5668-01,TCGA-43-6143-01,TCGA-43-6770-01,TCGA-43-6771-01,TCGA-46-6025-01,TCGA-46-6026-01,TCGA-56-5897-01,TCGA-56-5898-01,TCGA-56-6545-01,TCGA-56-6546-01,TCGA-60-2698-01,TCGA-60-2708-01,TCGA-60-2709-01,TCGA-60-2710-01,TCGA-60-2711-01,TCGA-60-2713-01,TCGA-60-2719-01,TCGA-60-2720-01,TCGA-60-2721-01,TCGA-60-2724-01,TCGA-60-2725-01,TCGA-60-2726-01,TCGA-63-5128-01,TCGA-63-5131-01,TCGA-63-6202-01,TCGA-66-2727-01,TCGA-66-2758-01,TCGA-66-2766-01,TCGA-66-2767-01,TCGA-66-2770-01,TCGA-66-2773-01,TCGA-66-2777-01,TCGA-66-2778-01,TCGA-66-2781-01,TCGA-66-2782-01,TCGA-66-2783-01,TCGA-66-2785-01,TCGA-66-2788-01,TCGA-66-2791-01,TCGA-66-2794-01,TCGA-66-2795-01,TCGA-66-2800-01,TCGA-70-6722-01,TCGA-70-6723-01,TCGA-85-6175-01,TCGA-85-6560-01,TCGA-85-6561-01
HKDC1,-3.0469,-0.1504,-0.9406,-0.630410270146,-1.5522,-0.7346,-0.6193,-1.4305,-0.8863,-1.3548,-1.0559,0.1648,-1.5105,1.3454,-1.1172,0.5568,-2.5479,-0.9686,-1.2142,3.616,0.6425,-4.2934,-4.6082,-0.4719,-0.4921,1.7954,2.128,-1.1172,-1.4699,-1.1172,-0.4921,2.0569,-2.114,1.125,2.9784,-3.0469,-1.7322,-1.1172,-1.5951,0.8082,0.7233,-2.5479,-3.3076,2.6019,-0.6416,-1.5105,-1.1172,-0.9971,0.2642,-1.685,-2.114,-0.9406,-1.2828,-0.1504,-0.6873,-0.7346,-2.3884,-1.685,0.4016,-3.3076,-0.4521,0.1519,1.2333,0.7407,-0.3201,-0.0277,0.8805,-0.7346,-1.2142,-0.3201,-3.0469,-3.0469,-1.2142,-2.7274,0.6699,1.949,-0.9406,-1.7322,-0.1504,0.7664,-1.1172,-1.4305,-1.5951,-6.5064,-1.4305,-0.4131,3.83,0.8805,-1.0262,-3.6259,-2.6349,-3.1714,-3.816,-1.1811,1.3167,-3.816,0.8647,0.1124,-0.3566,-2.0529,0.3685,-4.2934,-2.1779
HMGCR,4.6798,3.6054,4.7725,3.8475943526,4.2281,3.3105,2.6185,4.892,2.5263,3.8136,4.8851,3.4156,3.616,3.2647,4.506,4.1595,5.0466,4.1203,4.562,3.8719,3.4739,4.623,4.6657,3.7182,4.8329,4.4595,3.1523,3.8954,3.8421,3.9737,3.5009,4.041,4.916,3.1195,4.533,3.5224,4.2586,4.9246,4.17,4.3285,4.3111,4.1186,3.9166,3.9384,4.2266,4.0549,3.335,3.3148,3.5149,3.5994,3.7226,4.3392,2.5707,4.4874,3.863,4.9837,4.3903,4.3075,4.6433,5.9647,3.8915,4.073,3.4713,4.2593,4.2691,3.6961,4.3456,3.5249,4.1186,3.87,4.2958,4.3299,4.7976,2.4117,3.5299,3.2205,4.0901,4.8817,4.6988,4.5826,3.866,4.8881,4.905,4.5336,3.9534,4.0867,3.8002,5.0113,3.2692,3.2752,3.6335,5.2122,2.5313,3.9801,3.309,4.1359,4.5002,3.5262,4.2274,4.0162,3.573,5.5895,3.2811
HMGCS1,6.4376,5.2578,5.2304,5.4856513202,6.5784,5.3765,4.8415,5.6985,3.4674,6.0045,7.9205,3.7432,4.6053,3.9308,5.6851,5.6804,6.8683,6.4999,4.9603,5.8709,4.7971,5.2327,5.4683,6.774,5.9186,6.3475,3.4856,6.1171,5.2646,5.0989,4.9672,4.6966,5.5311,3.4183,6.6418,5.3817,5.4928,6.4026,5.4819,6.6127,4.8172,3.7603,4.854,4.3148,5.5059,6.3672,4.9686,8.0393,3.6771,5.6921,5.6829,6.7487,3.3675,5.1835,3.8511,6.2606,5.1023,5.8696,6.047,6.7111,5.1006,6.7731,4.5211,4.7517,5.8677,6.0063,4.8866,3.5669,5.9407,5.752,5.9286,6.1394,6.7534,4.9444,5.4239,3.6254,5.6966,6.4875,5.7892,7.0202,3.3278,6.5325,6.2527,6.1689,4.4509,4.9379,4.9089,5.5236,4.0251,4.7231,5.0955,4.856,3.5971,5.6688,4.5717,5.8084,4.8895,5.4604,4.8213,4.6525,3.3364,7.2364,3.5136
HMGCS2,-9.9658,-6.5064,-5.5735,-3.23785626218,-6.5064,-0.7834,1.7744,-6.5064,-5.5735,0.4016,-4.6082,-3.816,-5.0116,-1.685,-5.5735,-4.2934,-6.5064,-2.114,-5.0116,-5.5735,-4.6082,-0.4325,1.2147,2.0111,-4.2934,-5.0116,-9.9658,0.8568,-2.9324,-4.2934,-0.9406,-5.5735,-6.5064,-2.4659,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-3.816,-4.2934,-5.0116,-4.6082,2.4623,-4.6082,-9.9658,-5.5735,-3.0469,-6.5064,-3.0469,-4.035,-0.1504,-9.9658,-6.5064,-5.0116,-2.1779,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-5.5735,-3.458,-1.0559,-5.5735,-4.6082,1.9452,-3.3076,1.4228,-6.5064,-9.9658,-2.5479,-1.8314,-3.3076,-9.9658,-3.3076,-0.394,-9.9658,-0.9686,-9.9658,-4.6082,-5.5735,-9.9658,-2.3147,-9.9658,-9.9658,-9.9658,-5.5735,-1.685,-6.5064,-9.9658,0.6332,-6.5064,-9.9658,-2.9324,-6.5064,-3.6259,-9.9658,-6.5064,-3.3076,-6.5064,-3.6259
HMOX1,5.5512,3.4543,4.3674,5.71163644577,3.2988,3.5742,5.2289,3.0723,4.314,4.2728,4.8151,4.1368,4.594,5.8763,6.0527,5.3541,4.0269,4.3597,3.9645,4.0436,5.4496,4.0867,4.3392,5.3889,4.528,4.085,9.9327,3.5349,6.4647,5.061,5.1776,2.9674,4.1111,4.975,7.4536,3.9318,5.5407,3.4907,4.6456,3.4543,8.4263,4.3702,6.2064,4.1547,7.5045,5.7546,5.1522,3.0463,3.83,4.3119,4.6809,4.8635,4.3951,5.8711,4.9561,4.4243,5.4559,4.4189,5.0734,5.7767,3.0145,3.1195,4.3972,5.4053,5.3737,5.2204,6.1829,6.4016,6.0431,4.6916,3.0757,5.2188,4.4784,4.245,4.1044,4.2017,5.8956,3.2662,6.4458,4.774,6.3803,4.6871,5.9115,5.0308,5.9821,4.6265,5.1855,7.5111,5.0739,3.8857,4.7819,5.2111,5.4906,4.6218,5.0144,5.1611,5.0717,6.1355,4.0304,2.5137,5.0492,5.5638,5.4871
HNF4A,-4.6082,-5.0116,-6.5064,-2.11404576659,-5.0116,-1.2828,-2.9324,-4.6082,-4.035,-5.5735,-3.3076,-3.816,-3.816,-4.6082,-3.816,-6.5064,-4.2934,-4.6082,-3.816,-5.5735,-5.0116,-3.6259,-5.5735,-4.035,-3.816,-1.5522,-3.816,-6.5064,-3.816,-5.5735,-1.9942,-2.3884,-3.816,-3.816,-4.2934,-4.035,-3.1714,-4.2934,-3.816,-4.035,-6.5064,-5.5735,-4.2934,3.4143,-3.3076,-4.035,-3.816,-3.3076,-2.3884,-5.5735,-4.2934,-4.6082,-4.035,-4.6082,-4.035,-3.3076,-5.5735,-5.5735,-5.5735,-4.2934,-5.5735,-1.5522,-3.816,-5.5735,-5.5735,-2.9324,-1.2481,-9.9658,-0.4131,-2.5479,-6.5064,-6.5064,-2.5479,-3.816,-9.9658,-5.5735,-1.685,-3.1714,-5.5735,-4.035,-5.0116,-4.035,-2.7274,-9.9658,-1.7809,-3.458,-2.114,-3.0469,-4.035,-4.035,-5.0116,-3.6259,-5.0116,-3.458,-2.6349,-4.035,-4.6082,-5.5735,-3.3076,-5.0116,2.0218,-6.5064,-5.0116
HOMER1,1.7403,1.614,3.1971,0.766381076455,2.081,1.7097,0.4761,2.3251,0.6608,2.3077,3.1797,2.2237,0.4657,0.6425,2.1541,1.8242,1.8683,2.409,1.9073,1.2815,1.2756,1.6875,2.3508,2.1894,3.3966,1.7053,1.1117,2.8096,2.8096,1.5465,1.9859,2.2813,1.6964,1.0079,2.2175,0.2154,2.5852,1.9822,2.8582,1.4228,1.6558,1.4441,1.9564,0.7407,1.8879,1.6512,1.7009,0.7579,2.651,2.3308,1.3109,1.7185,2.036,2.0742,1.9452,2.2452,2.9618,2.004,2.3222,2.2783,2.7572,1.3567,2.2452,2.828,2.3337,2.362,2.7508,2.2543,1.0711,1.595,1.8879,2.167,2.6371,0.6699,1.7532,2.0569,1.7575,1.3846,2.8096,2.6418,2.0183,2.4117,1.595,2.4908,0.6608,1.6695,2.6647,2.8014,1.3397,1.5013,2.1957,2.6371,0.7146,2.043,2.1894,1.3283,2.2482,1.6281,2.4934,1.7141,2.4883,2.7868,2.1734
HOMER2,3.3675,2.667,3.245,2.3732325072,3.0515,4.2204,3.5287,3.8249,0.1903,2.9394,3.1604,3.7378,3.0498,4.3562,2.9581,3.2988,1.4335,4.0401,0.8082,3.9327,3.5657,2.5061,4.2548,5.4887,4.3148,3.9213,1.5165,4.2064,3.5959,3.7971,4.1844,4.591,1.816,3.5473,3.5971,0.7146,4.554,2.4279,3.9079,1.5661,2.0844,3.6359,3.483,3.0825,3.309,1.8996,2.4225,3.8778,3.5791,3.9089,0.3115,4.1027,2.5561,3.3952,5.2021,3.6289,0.03,3.2236,1.8484,4.6071,3.2511,2.7657,3.3675,4.314,3.7688,3.6125,3.4661,4.4317,2.5137,2.826,3.6101,3.0978,4.1044,3.4061,3.5608,4.5916,2.1047,3.7324,3.9992,2.8219,3.1653,3.5779,3.5098,4.1094,2.2237,2.6161,4.3862,5.0072,4.3639,4.1788,3.9956,4.5693,-0.5756,4.2196,2.9319,2.7095,3.0145,2.9413,2.6579,0.6332,3.4437,2.667,3.4251
HOMER3,4.7934,4.9621,4.2017,4.5570854397,3.6714,4.839,4.764,5.1819,5.2442,4.5742,5.4276,6.0907,5.1748,5.1035,4.8084,6.3704,4.7651,7.0742,5.7115,5.7544,4.4913,4.7898,4.8048,6.0536,4.073,5.1752,5.3374,5.0657,6.5856,5.096,4.6776,4.9237,4.2586,5.0282,5.9255,4.6972,5.963,5.5549,4.8395,6.0063,5.3488,5.466,3.9384,2.1378,5.546,5.1314,4.5305,4.6352,4.9828,4.857,5.1144,4.9103,6.5308,5.849,4.2304,4.7882,5.5509,4.3999,5.6727,6.2198,5.8148,6.6843,5.2338,6.0195,4.9435,5.4741,6.771,5.8344,5.1664,4.5958,4.0943,4.9241,5.2079,5.5088,4.382,5.6614,5.2052,4.3924,5.1676,4.6583,5.3158,4.6662,5.8645,4.8187,4.6083,4.6189,5.7973,5.3417,4.8177,5.2589,4.8002,4.565,4.9031,4.6253,4.8038,6.2523,3.9947,5.4296,5.5088,5.1169,5.2052,3.7982,5.3747
HRAS,6.7313,5.4407,5.5952,5.16430244083,6.4552,6.1092,6.5171,6.3084,6.0211,5.9105,6.4099,5.9006,6.4264,6.3904,6.374,5.7013,5.3502,6.7644,5.4813,7.1396,7.3143,5.6494,6.7925,6.7513,6.0672,5.3434,5.1211,6.5537,6.849,6.4539,6.1237,5.7764,5.7597,5.3016,6.1483,6.3867,5.5931,6.1433,5.8357,5.5081,5.5687,5.3107,4.9477,6.3416,6.4593,6.3635,5.582,7.4095,5.4128,7.1075,5.7931,5.9768,5.2079,7.1922,5.711,6.5644,4.0471,6.2557,7.2611,7.3432,6.4728,7.0987,6.2151,7.3198,5.546,5.9343,5.7474,6.0775,5.8973,7.0042,6.9052,7.1111,7.2266,7.1,5.861,5.6969,5.8301,7.9323,6.7731,6.0343,6.2832,6.8429,7.0458,6.2737,6.7504,6.8776,5.7027,6.6529,5.7738,5.7318,5.6545,6.9611,5.4555,5.5145,5.4826,6.1488,5.5543,6.2285,5.8448,5.2426,5.2483,5.9067,5.757
HRC,-5.5735,-4.6082,-4.2934,-1.68500564414,-1.2828,-1.3183,-1.685,-4.035,-4.6082,-1.3548,-2.8262,-3.816,-3.816,-2.3147,-5.0116,-3.0469,-2.9324,-1.5105,-4.2934,-4.6082,-2.6349,-2.8262,-5.0116,-1.7809,-3.6259,-2.7274,-4.2934,-3.6259,-5.0116,-3.1714,-2.3147,-1.2828,-3.0469,-2.3884,-2.3884,-1.9942,-2.114,-1.1488,-2.7274,-0.0574,-5.0116,-2.6349,-1.3921,1.2815,-2.5479,-4.035,-1.3548,-1.2142,-3.6259,-1.685,-2.8262,-2.5479,-2.6349,-5.0116,1.5998,-2.3884,-0.9971,-2.114,-2.3147,-5.5735,-3.6259,2.4171,-2.3147,-1.7322,-2.7274,0.4967,-2.6349,-4.6082,-1.1811,-2.5479,-1.8314,-2.4659,-3.6259,-2.1779,-2.9324,-0.8863,-2.2447,-4.6082,-2.5479,-1.4699,-2.4659,-3.0469,-2.7274,-2.4659,-3.6259,-2.9324,-2.3147,-2.4659,-2.3884,-3.0469,-3.6259,-3.3076,-3.458,-3.816,-2.0529,-4.2934,-3.0469,-3.816,-3.3076,-3.6259,-1.7322,-1.3921,-3.6259
HRH1,1.0293,1.4756,1.3901,1.26361247661,1.5902,1.1316,2.3164,1.5064,1.0642,1.105,-0.3201,1.125,1.0363,1.6374,1.0222,1.1184,-1.0262,1.4652,0.7233,2.6114,1.0642,1.0573,-0.6643,1.766,0.9935,2.7007,2.3423,0.7493,1.7489,-0.2498,1.7912,0.3346,0.1903,2.1313,1.8201,1.46,1.9527,0.2277,2.0673,-0.394,-0.0725,-0.2498,0.7233,0.2762,0.9419,-0.0425,0.537,0.3346,1.5709,3.5754,0.6699,1.0779,1.2636,2.036,-0.0877,1.0642,0.4761,0.9642,1.2636,3.4384,3.6578,-0.6643,1.7575,2.233,2.0878,0.2029,2.4518,2.5948,0.8961,0.7407,-0.1665,1.7097,0.2642,3.2707,0.4865,2.1574,1.766,0.3231,1.105,0.3907,1.7954,-0.3566,-0.3022,1.674,0.3685,1.1117,1.0007,1.3283,0.5271,0.9568,1.5465,0.5859,0.1519,1.7053,1.4228,-1.0559,0.6425,0.9191,2.8936,2.3508,2.9839,1.0293,1.7532
HRH2,0.2881,-1.685,-0.2671,0.276221991902,-0.7346,-1.8314,-1.6394,-0.5332,-1.1811,-0.013,-1.9942,-0.9971,-2.3147,-0.6643,-1.5105,0.7407,-0.8599,-0.5125,1.6649,-1.7322,-0.5125,0.679,-2.3147,0.9038,-1.8314,-0.6873,-2.0529,-4.035,-1.5951,-0.0425,-0.3752,-2.114,-0.4921,-0.4521,-1.1811,0.0158,-0.9132,-1.0262,0.7146,0.4552,-1.8836,-2.7274,-0.8599,-3.6259,-1.2142,-1.0262,-0.5756,-0.7588,-1.8836,-1.0862,0.7233,-1.5522,1.2333,-3.458,-0.8599,-0.4719,0.099,0.099,-0.2498,-0.8084,-1.1488,-0.9971,1.6234,-0.9406,1.7912,-0.2159,0.9191,0.03,-0.1504,-0.3201,-0.4325,1.3283,-0.7834,-1.8836,-1.0262,-0.7346,0.1648,-3.0469,-2.3147,-1.6394,0.8726,0.1776,-0.5756,-0.5973,-0.0425,0.4657,0.3231,0.5666,-1.5522,-1.3548,-0.3383,-0.4325,0.7999,1.0007,0.4967,-1.0559,-0.1187,-0.1828,-0.9971,-2.3147,0.2154,0.8883,1.4065
HSP90AA1,9.3656,8.7047,9.3161,8.51981900465,9.2405,8.0807,8.4674,8.5365,8.3577,7.9108,8.2913,8.1839,8.3367,8.2894,8.958,8.5769,8.4393,8.5979,7.4292,8.9449,9.5511,7.67,8.972,8.8904,9.3576,8.2856,8.8986,9.106,8.5866,8.1373,8.1815,8.6073,8.7596,7.7731,8.3176,8.201,8.3038,8.1921,7.9014,7.9561,8.4959,9.1161,8.8695,8.9364,8.0251,8.2113,8.5062,8.0574,8.193,9.1808,7.7365,8.9033,7.8726,8.9409,9.1079,8.2926,8.0643,9.747,8.6068,7.7355,8.4612,7.0651,7.9697,8.2914,7.7422,9.1843,8.8783,8.4508,7.9215,7.8943,8.323,7.6695,8.1748,7.1793,7.8707,8.9966,8.142,8.0094,8.7429,7.9227,7.9468,9.6735,8.469,8.749,8.4807,8.7255,8.85,9.051,8.2436,8.5815,8.398,8.3525,8.17,9.1529,7.7557,8.6767,8.3212,9.0362,8.6736,9.5031,8.1089,9.1347,8.7842
HSP90AB1,9.2465,9.3566,9.5528,9.82644845312,8.6985,8.8952,8.9156,9.6292,9.818,8.9067,8.8556,9.1598,9.0127,8.8896,8.7971,9.7296,9.0039,8.7606,9.1733,9.8228,10.3586,9.1695,8.5833,8.1472,9.2492,7.998,9.0023,9.2072,9.2477,8.8504,8.4661,9.5775,8.7606,7.2079,9.1694,9.0037,8.3902,9.5902,9.8788,9.3365,8.7835,9.0733,9.2873,8.4619,9.3741,9.5825,8.7689,9.1342,8.3793,8.7079,8.6956,8.7009,9.6338,9.2489,9.6544,9.6007,9.0089,8.8629,9.0154,8.6934,10.5225,9.8437,8.9492,9.2472,9.189,9.7012,8.5237,8.9767,8.8012,9.3808,9.3534,9.086,9.4253,8.9047,8.438,9.5579,8.6521,8.677,9.1348,8.9893,9.5456,8.6997,8.9574,9.1181,9.2037,9.2886,9.4202,9.9087,8.6991,9.2902,8.463,8.723,9.4663,9.4419,9.3103,8.7915,9.7489,9.31,9.7769,10.9042,9.0647,10.8141,8.9297
HSP90B1,8.6869,7.941,9.5993,8.28702352073,8.2145,9.2922,8.6271,8.6007,8.408,8.9614,8.6948,8.0389,9.3574,7.8783,7.877,8.6107,8.4589,8.4157,8.6737,8.21,9.0178,8.6597,8.1328,8.2894,9.0846,8.3585,7.8055,8.5621,8.667,8.3709,8.2274,8.7481,8.2756,7.0824,8.162,8.3631,8.6683,9.0206,9.2919,9.205,7.7242,7.6152,8.3939,10.006,8.5024,8.5607,8.8549,8.6795,8.4335,8.4548,8.4398,8.0522,8.5532,8.8623,8.7727,8.4748,7.4191,7.9089,8.4247,8.2601,8.8668,8.7064,8.2798,7.7448,8.8782,9.0611,8.5146,8.6859,8.2206,8.1609,8.8279,8.2469,8.7456,9.4266,8.0207,8.0917,8.366,8.6916,8.6571,8.6248,8.2109,8.8064,8.3697,7.3873,8.4069,8.0295,8.7441,8.4941,7.448,8.2342,8.3429,8.2012,8.7747,9.6249,8.6034,8.4309,8.6435,8.6335,8.9821,8.2075,8.3288,8.1745,8.2719
HSPA1A,5.5223,7.7262,8.3383,6.95596398673,8.7543,7.2639,7.2841,7.6854,7.5508,7.2613,8.0489,6.1769,6.5115,7.2622,4.576,7.4051,7.887,8.3077,6.9952,4.7323,4.0532,6.6202,4.3097,6.6831,7.9145,4.382,6.4101,7.9014,5.0343,6.7961,6.0775,8.4037,6.3009,4.5589,7.5698,7.7799,5.6557,8.2284,7.6648,8.0708,6.441,7.5099,7.0311,8.552,7.294,7.6021,6.6254,6.9131,5.1052,7.426,5.9635,6.8605,8.1967,6.5914,7.5958,6.6218,5.8359,7.9808,8.4833,6.8795,7.4381,7.6036,6.9633,6.9215,4.4855,9.1324,4.4823,6.6205,7.9371,7.8205,7.6146,6.9136,6.0919,6.8183,7.1811,6.8111,7.1036,7.8883,5.3266,7.4974,7.8303,7.8274,4.0926,6.1274,6.1485,4.6894,5.7299,5.4922,6.1268,4.8289,6.987,7.7108,8.6338,7.3375,6.762,4.7345,5.07,5.4986,8.6008,8.0499,6.8869,7.1745,6.5145
HSPA1B,7.3841,7.6221,8.146,6.65528180722,8.6124,7.21,6.4911,7.3321,6.862,6.6696,7.7215,6.4694,6.8499,7.5401,7.2181,7.7054,7.7789,8.2039,6.8202,8.0228,9.4976,6.2432,6.1104,6.2852,7.9104,5.9108,6.1125,7.1519,8.6098,7.332,6.3658,7.5749,6.55,4.4628,7.2616,7.394,5.1322,8.4358,7.2393,7.9176,7.9012,7.4531,6.5396,7.9185,7.2518,7.5464,6.2342,6.5884,5.3851,7.2212,6.2296,6.6482,8.2142,6.5896,7.1128,7.4787,6.3555,7.7971,8.1755,6.8165,7.4607,7.9223,6.5794,7.7811,6.6163,8.3203,7.0078,6.1274,8.7757,7.7786,8.1753,7.0122,6.9962,6.5426,7.7749,6.2275,6.8422,7.3891,8.0095,7.423,7.1824,7.7037,7.6875,7.1059,7.7507,8.1278,8.7214,8.3276,5.9531,6.9278,6.4922,7.4764,8.6739,6.9885,7.8763,7.4192,8.1432,8.5601,8.3973,7.6695,6.554,7.4222,6.9931
HSPA1L,-1.0862,-0.8863,0.2881,-0.533248618485,-0.3752,-0.4921,-1.1172,0.0854,-1.0559,-0.2498,-0.0574,-0.7834,-0.6193,0.0158,-1.0559,-0.4131,0.0718,0.1648,0.2998,-0.2845,-0.3383,-0.8599,-1.2142,-0.6416,-0.7346,-0.8863,-0.7108,-0.9686,-0.1665,-0.7834,-0.394,0.1257,-0.7834,-0.8084,-0.3201,-0.4719,-0.9406,1.0222,-0.7346,-0.1828,-0.1828,-1.2828,0.8164,-0.4325,-0.2671,-0.9686,-0.7588,-1.2142,-0.2845,-0.5973,-0.1828,-0.5756,-1.2142,-1.685,-0.3383,0.4865,-0.4521,-0.9406,-0.9132,-2.6349,-1.2142,-0.2845,-0.7588,0.058,-0.5125,0.1257,-0.7834,-1.8314,-0.3201,-0.8863,-0.4719,0.0854,-1.5951,-1.5522,-0.1031,-1.1488,-1.3548,-0.4921,-1.5105,-1.1172,-1.0862,-0.8339,-1.3183,-0.394,-0.4719,-0.394,-0.0574,-0.1828,-0.9686,-0.5125,-1.3183,-0.5125,-0.7108,-0.7834,-0.6193,-0.7108,-0.8339,-0.7346,-0.8599,-1.1811,-0.3022,1.5514,0.2642
HSPA2,0.605,0.679,-0.0277,2.57557497408,2.7657,2.9966,1.9675,5.5097,2.8178,5.3576,1.1447,3.4687,3.1876,2.2842,1.6466,0.3115,0.8327,6.2763,-0.7346,0.1903,2.1957,2.7972,0.2522,5.6404,6.0779,0.24,1.4011,3.0234,0.4552,1.3901,1.949,6.0642,1.2455,1.0007,4.2914,1.3735,1.196,-0.5756,1.2756,0.3796,-0.5756,-0.6416,3.0688,6.5137,1.0433,0.537,1.0573,4.0348,4.0383,2.0289,0.4865,6.2169,0.5568,0.044,0.058,2.9911,5.0054,5.4657,0.8805,1.2636,4.2758,-2.1779,1.0363,2.8622,1.2696,3.9412,3.9251,3.9626,1.2516,0.4233,1.7744,2.8034,3.8876,4.1351,3.2496,2.5828,2.7401,1.3623,2.0638,3.0376,1.2085,0.346,2.0878,1.2333,2.5852,1.674,-0.3752,1.7702,4.5952,1.5165,3.4933,2.694,1.7403,5.2377,1.46,0.2029,0.5568,1.0503,2.0707,4.1692,2.3926,0.8647,2.8137
HSPA6,5.2817,4.2366,5.1119,2.18139056354,2.1378,1.934,3.2826,0.1903,0.7748,1.3397,-0.7834,3.1653,1.177,1.9822,2.0289,3.3492,2.3479,3.5161,1.5165,3.2496,1.9786,1.7009,0.7999,3.1637,2.8199,2.578,1.0573,1.7185,4.3896,2.5658,1.334,1.0433,1.5465,1.3283,2.5188,2.0076,2.1378,2.409,2.9469,2.0569,1.8242,4.1236,2.5511,3.136,1.0983,1.7912,1.9415,2.6918,1.2992,1.7995,1.8036,1.0079,2.2573,3.1311,2.043,1.8801,0.4761,5.4303,2.609,1.1447,4.3082,2.7993,2.0289,2.9356,3.3076,1.7403,3.1162,1.4388,3.8002,1.7273,0.7579,3.4556,2.081,2.2082,1.2875,1.2696,3.4504,1.4281,1.7828,0.0158,2.8341,1.7141,4.3463,1.3791,2.7007,3.3745,3.222,3.4622,1.8801,3.1458,3.2034,1.1641,4.4816,2.036,2.5288,1.7702,2.9243,3.1523,2.4225,6.5859,1.6187,1.4704,1.4494
HSPA8,9.8035,8.7601,9.8734,9.21084020137,8.8425,8.2862,8.4777,9.3549,8.3597,8.5204,9.5777,9.6469,8.8617,9.2787,9.8008,9.6072,9.5079,9.5315,9.4217,9.357,10.0392,8.9489,9.4704,9.6787,9.8234,9.1074,9.2997,9.6537,9.9001,9.1498,9.1506,9.8928,8.8605,9.3616,9.4147,8.8609,9.4528,9.565,9.2975,9.7721,9.5869,9.7166,9.6842,9.2973,9.2974,9.3272,8.8832,8.9419,9.5517,9.875,9.2922,9.1132,8.8026,8.5197,8.9942,9.8117,9.2977,9.4835,9.9896,7.8901,8.1428,7.577,9.3908,9.4105,9.3422,8.9899,9.6149,9.1547,8.8935,8.6792,8.8345,9.2638,9.6224,9.685,8.725,9.7067,9.4119,6.8819,9.561,8.8527,9.8233,9.8838,9.0018,9.1048,9.6085,9.8717,9.7437,10.1335,10.1827,9.6326,9.5385,9.0571,9.6043,9.7785,9.4433,9.6234,10.1981,9.4732,10.3237,8.9293,8.9895,10.1941,9.5359
HSPB1,9.1657,9.6833,8.9187,9.314693323,11.3146,10.6801,12.5252,10.2654,7.6594,10.4147,9.3058,10.2324,10.6553,10.3121,11.1987,10.1249,9.0291,9.8466,8.1727,11.1688,10.1614,8.6704,11.5956,10.004,9.8913,10.2122,7.8789,11.0167,11.4464,10.1271,10.4249,7.9769,11.1207,9.257,10.2004,9.2317,11.0667,9.1276,9.3616,9.964,9.433,8.7609,9.387,8.1676,10.1523,8.6763,8.7874,11.197,10.7081,10.8333,9.425,10.3742,10.355,10.0652,8.2606,10.1937,9.0662,10.581,10.0603,9.5839,11.1071,9.0788,10.0892,10.8502,8.1345,8.4053,10.2651,10.7049,9.1191,10.1629,9.0806,9.1579,9.621,10.1863,10.9452,10.5337,9.9585,11.722,10.7758,10.4746,9.8916,10.4327,10.0431,11.6752,11.089,11.1508,10.3789,9.9494,11.3539,10.4923,10.979,11.1127,8.9009,9.8044,10.4948,10.9008,9.8299,9.2449,9.636,9.6298,10.0981,6.7655,9.6528
